escena,entrada,gt_People,gt_Lamp,tp_People,tp_Lamp,recupera_People,recupera_Lamp,recupera_ambas
00462,VIS,7,2,2,1,1,1,1
00462,IR,7,2,7,1,1,1,1
00462,PiramideLaplace,7,2,7,1,1,1,1
00462,RatioPiramide,7,2,7,1,1,1,1
00462,DWT,7,2,7,1,1,1,1
00462,DTCWT,7,2,7,1,1,1,1
00462,Curvelet,7,2,7,1,1,1,1
00462,TopHat_Clasico,7,2,7,1,1,1,1
00462,Propuesta_Novedosa,7,2,7,1,1,1,1
00466,VIS,6,2,4,1,1,1,1
00466,IR,6,2,6,0,1,0,0
00466,PiramideLaplace,6,2,6,1,1,1,1
00466,RatioPiramide,6,2,6,1,1,1,1
00466,DWT,6,2,6,1,1,1,1
00466,DTCWT,6,2,6,1,1,1,1
00466,Curvelet,6,2,6,1,1,1,1
00466,TopHat_Clasico,6,2,6,1,1,1,1
00466,Propuesta_Novedosa,6,2,6,1,1,1,1
00468,VIS,7,2,2,1,1,1,1
00468,IR,7,2,7,0,1,0,0
00468,PiramideLaplace,7,2,7,1,1,1,1
00468,RatioPiramide,7,2,7,1,1,1,1
00468,DWT,7,2,6,0,1,0,0
00468,DTCWT,7,2,7,1,1,1,1
00468,Curvelet,7,2,5,1,1,1,1
00468,TopHat_Clasico,7,2,6,1,1,1,1
00468,Propuesta_Novedosa,7,2,7,0,1,0,0
00470,VIS,2,1,0,1,0,1,0
00470,IR,2,1,1,0,1,0,0
00470,PiramideLaplace,2,1,1,1,1,1,1
00470,RatioPiramide,2,1,1,1,1,1,1
00470,DWT,2,1,1,1,1,1,1
00470,DTCWT,2,1,1,1,1,1,1
00470,Curvelet,2,1,1,1,1,1,1
00470,TopHat_Clasico,2,1,1,1,1,1,1
00470,Propuesta_Novedosa,2,1,1,0,1,0,0
00476,VIS,2,1,0,0,0,0,0
00476,IR,2,1,2,0,1,0,0
00476,PiramideLaplace,2,1,1,1,1,1,1
00476,RatioPiramide,2,1,1,1,1,1,1
00476,DWT,2,1,1,1,1,1,1
00476,DTCWT,2,1,1,1,1,1,1
00476,Curvelet,2,1,1,1,1,1,1
00476,TopHat_Clasico,2,1,1,1,1,1,1
00476,Propuesta_Novedosa,2,1,1,0,1,0,0
00478,VIS,1,1,1,1,1,1,1
00478,IR,1,1,1,0,1,0,0
00478,PiramideLaplace,1,1,0,0,0,0,0
00478,RatioPiramide,1,1,0,0,0,0,0
00478,DWT,1,1,0,0,0,0,0
00478,DTCWT,1,1,0,0,0,0,0
00478,Curvelet,1,1,0,0,0,0,0
00478,TopHat_Clasico,1,1,0,0,0,0,0
00478,Propuesta_Novedosa,1,1,0,0,0,0,0
00479,VIS,1,1,1,1,1,1,1
00479,IR,1,1,1,0,1,0,0
00479,PiramideLaplace,1,1,1,1,1,1,1
00479,RatioPiramide,1,1,1,0,1,0,0
00479,DWT,1,1,1,0,1,0,0
00479,DTCWT,1,1,1,0,1,0,0
00479,Curvelet,1,1,1,0,1,0,0
00479,TopHat_Clasico,1,1,1,1,1,1,1
00479,Propuesta_Novedosa,1,1,1,1,1,1,1
00480,VIS,3,1,1,1,1,1,1
00480,IR,3,1,2,0,1,0,0
00480,PiramideLaplace,3,1,2,0,1,0,0
00480,RatioPiramide,3,1,1,0,1,0,0
00480,DWT,3,1,0,0,0,0,0
00480,DTCWT,3,1,1,0,1,0,0
00480,Curvelet,3,1,1,0,1,0,0
00480,TopHat_Clasico,3,1,2,0,1,0,0
00480,Propuesta_Novedosa,3,1,1,0,1,0,0
00486,VIS,7,1,2,0,1,0,0
00486,IR,7,1,6,0,1,0,0
00486,PiramideLaplace,7,1,4,0,1,0,0
00486,RatioPiramide,7,1,3,0,1,0,0
00486,DWT,7,1,3,0,1,0,0
00486,DTCWT,7,1,3,0,1,0,0
00486,Curvelet,7,1,3,0,1,0,0
00486,TopHat_Clasico,7,1,3,0,1,0,0
00486,Propuesta_Novedosa,7,1,3,0,1,0,0
00489,VIS,10,2,0,0,0,0,0
00489,IR,10,2,5,0,1,0,0
00489,PiramideLaplace,10,2,4,1,1,1,1
00489,RatioPiramide,10,2,3,1,1,1,1
00489,DWT,10,2,3,1,1,1,1
00489,DTCWT,10,2,3,1,1,1,1
00489,Curvelet,10,2,3,1,1,1,1
00489,TopHat_Clasico,10,2,4,0,1,0,0
00489,Propuesta_Novedosa,10,2,3,1,1,1,1
00493,VIS,8,1,5,0,1,0,0
00493,IR,8,1,6,0,1,0,0
00493,PiramideLaplace,8,1,6,0,1,0,0
00493,RatioPiramide,8,1,6,0,1,0,0
00493,DWT,8,1,6,0,1,0,0
00493,DTCWT,8,1,6,0,1,0,0
00493,Curvelet,8,1,6,0,1,0,0
00493,TopHat_Clasico,8,1,5,0,1,0,0
00493,Propuesta_Novedosa,8,1,6,0,1,0,0
00494,VIS,5,3,0,3,0,1,0
00494,IR,5,3,1,2,1,1,1
00494,PiramideLaplace,5,3,1,3,1,1,1
00494,RatioPiramide,5,3,1,3,1,1,1
00494,DWT,5,3,1,2,1,1,1
00494,DTCWT,5,3,1,3,1,1,1
00494,Curvelet,5,3,1,2,1,1,1
00494,TopHat_Clasico,5,3,1,2,1,1,1
00494,Propuesta_Novedosa,5,3,1,2,1,1,1
00503,VIS,2,2,0,2,0,1,0
00503,IR,2,2,0,2,0,1,0
00503,PiramideLaplace,2,2,0,2,0,1,0
00503,RatioPiramide,2,2,0,2,0,1,0
00503,DWT,2,2,0,2,0,1,0
00503,DTCWT,2,2,0,2,0,1,0
00503,Curvelet,2,2,0,2,0,1,0
00503,TopHat_Clasico,2,2,0,2,0,1,0
00503,Propuesta_Novedosa,2,2,0,2,0,1,0
00505,VIS,5,1,1,1,1,1,1
00505,IR,5,1,3,0,1,0,0
00505,PiramideLaplace,5,1,1,1,1,1,1
00505,RatioPiramide,5,1,1,1,1,1,1
00505,DWT,5,1,0,1,0,1,0
00505,DTCWT,5,1,1,1,1,1,1
00505,Curvelet,5,1,1,1,1,1,1
00505,TopHat_Clasico,5,1,0,1,0,1,0
00505,Propuesta_Novedosa,5,1,1,1,1,1,1
00507,VIS,7,1,2,1,1,1,1
00507,IR,7,1,3,0,1,0,0
00507,PiramideLaplace,7,1,3,1,1,1,1
00507,RatioPiramide,7,1,3,1,1,1,1
00507,DWT,7,1,3,1,1,1,1
00507,DTCWT,7,1,3,1,1,1,1
00507,Curvelet,7,1,3,1,1,1,1
00507,TopHat_Clasico,7,1,3,0,1,0,0
00507,Propuesta_Novedosa,7,1,3,0,1,0,0
01190,VIS,8,1,1,0,1,0,0
01190,IR,8,1,2,1,1,1,1
01190,PiramideLaplace,8,1,1,1,1,1,1
01190,RatioPiramide,8,1,0,1,0,1,0
01190,DWT,8,1,1,1,1,1,1
01190,DTCWT,8,1,1,0,1,0,0
01190,Curvelet,8,1,0,0,0,0,0
01190,TopHat_Clasico,8,1,0,0,0,0,0
01190,Propuesta_Novedosa,8,1,0,0,0,0,0
01196,VIS,2,1,0,0,0,0,0
01196,IR,2,1,1,1,1,1,1
01196,PiramideLaplace,2,1,1,1,1,1,1
01196,RatioPiramide,2,1,1,1,1,1,1
01196,DWT,2,1,1,0,1,0,0
01196,DTCWT,2,1,1,0,1,0,0
01196,Curvelet,2,1,1,0,1,0,0
01196,TopHat_Clasico,2,1,0,0,0,0,0
01196,Propuesta_Novedosa,2,1,0,0,0,0,0
01199,VIS,3,1,0,1,0,1,0
01199,IR,3,1,1,0,1,0,0
01199,PiramideLaplace,3,1,0,1,0,1,0
01199,RatioPiramide,3,1,0,1,0,1,0
01199,DWT,3,1,0,1,0,1,0
01199,DTCWT,3,1,0,1,0,1,0
01199,Curvelet,3,1,0,1,0,1,0
01199,TopHat_Clasico,3,1,0,0,0,0,0
01199,Propuesta_Novedosa,3,1,0,1,0,1,0
01200,VIS,2,1,1,0,1,0,0
01200,IR,2,1,1,1,1,1,1
01200,PiramideLaplace,2,1,1,1,1,1,1
01200,RatioPiramide,2,1,1,1,1,1,1
01200,DWT,2,1,1,1,1,1,1
01200,DTCWT,2,1,1,1,1,1,1
01200,Curvelet,2,1,1,1,1,1,1
01200,TopHat_Clasico,2,1,1,0,1,0,0
01200,Propuesta_Novedosa,2,1,1,0,1,0,0
01204,VIS,4,1,2,0,1,0,0
01204,IR,4,1,4,1,1,1,1
01204,PiramideLaplace,4,1,2,1,1,1,1
01204,RatioPiramide,4,1,2,1,1,1,1
01204,DWT,4,1,2,1,1,1,1
01204,DTCWT,4,1,2,0,1,0,0
01204,Curvelet,4,1,2,0,1,0,0
01204,TopHat_Clasico,4,1,2,0,1,0,0
01204,Propuesta_Novedosa,4,1,2,0,1,0,0
01206,VIS,3,1,2,0,1,0,0
01206,IR,3,1,3,0,1,0,0
01206,PiramideLaplace,3,1,2,0,1,0,0
01206,RatioPiramide,3,1,2,0,1,0,0
01206,DWT,3,1,2,0,1,0,0
01206,DTCWT,3,1,2,0,1,0,0
01206,Curvelet,3,1,2,0,1,0,0
01206,TopHat_Clasico,3,1,2,0,1,0,0
01206,Propuesta_Novedosa,3,1,2,0,1,0,0
01207,VIS,3,1,2,0,1,0,0
01207,IR,3,1,2,0,1,0,0
01207,PiramideLaplace,3,1,2,0,1,0,0
01207,RatioPiramide,3,1,2,0,1,0,0
01207,DWT,3,1,2,0,1,0,0
01207,DTCWT,3,1,2,0,1,0,0
01207,Curvelet,3,1,2,0,1,0,0
01207,TopHat_Clasico,3,1,2,0,1,0,0
01207,Propuesta_Novedosa,3,1,2,0,1,0,0
01211,VIS,4,1,2,0,1,0,0
01211,IR,4,1,3,1,1,1,1
01211,PiramideLaplace,4,1,2,0,1,0,0
01211,RatioPiramide,4,1,3,0,1,0,0
01211,DWT,4,1,2,0,1,0,0
01211,DTCWT,4,1,2,0,1,0,0
01211,Curvelet,4,1,2,0,1,0,0
01211,TopHat_Clasico,4,1,2,0,1,0,0
01211,Propuesta_Novedosa,4,1,2,0,1,0,0
01213,VIS,2,1,2,0,1,0,0
01213,IR,2,1,2,0,1,0,0
01213,PiramideLaplace,2,1,2,1,1,1,1
01213,RatioPiramide,2,1,2,1,1,1,1
01213,DWT,2,1,2,0,1,0,0
01213,DTCWT,2,1,2,0,1,0,0
01213,Curvelet,2,1,2,0,1,0,0
01213,TopHat_Clasico,2,1,2,0,1,0,0
01213,Propuesta_Novedosa,2,1,2,0,1,0,0
01216,VIS,2,1,1,0,1,0,0
01216,IR,2,1,2,0,1,0,0
01216,PiramideLaplace,2,1,2,0,1,0,0
01216,RatioPiramide,2,1,2,0,1,0,0
01216,DWT,2,1,2,0,1,0,0
01216,DTCWT,2,1,2,0,1,0,0
01216,Curvelet,2,1,2,0,1,0,0
01216,TopHat_Clasico,2,1,2,0,1,0,0
01216,Propuesta_Novedosa,2,1,2,0,1,0,0
01218,VIS,2,1,1,0,1,0,0
01218,IR,2,1,2,0,1,0,0
01218,PiramideLaplace,2,1,2,0,1,0,0
01218,RatioPiramide,2,1,2,0,1,0,0
01218,DWT,2,1,2,0,1,0,0
01218,DTCWT,2,1,2,1,1,1,1
01218,Curvelet,2,1,2,0,1,0,0
01218,TopHat_Clasico,2,1,2,0,1,0,0
01218,Propuesta_Novedosa,2,1,2,0,1,0,0
01219,VIS,4,2,1,2,1,1,1
01219,IR,4,2,2,2,1,1,1
01219,PiramideLaplace,4,2,1,2,1,1,1
01219,RatioPiramide,4,2,1,2,1,1,1
01219,DWT,4,2,1,2,1,1,1
01219,DTCWT,4,2,1,2,1,1,1
01219,Curvelet,4,2,1,2,1,1,1
01219,TopHat_Clasico,4,2,0,2,0,1,0
01219,Propuesta_Novedosa,4,2,1,1,1,1,1
01221,VIS,3,1,0,0,0,0,0
01221,IR,3,1,3,0,1,0,0
01221,PiramideLaplace,3,1,2,0,1,0,0
01221,RatioPiramide,3,1,2,0,1,0,0
01221,DWT,3,1,1,0,1,0,0
01221,DTCWT,3,1,2,0,1,0,0
01221,Curvelet,3,1,2,0,1,0,0
01221,TopHat_Clasico,3,1,0,0,0,0,0
01221,Propuesta_Novedosa,3,1,1,0,1,0,0
01222,VIS,3,1,0,0,0,0,0
01222,IR,3,1,3,0,1,0,0
01222,PiramideLaplace,3,1,1,0,1,0,0
01222,RatioPiramide,3,1,3,0,1,0,0
01222,DWT,3,1,1,0,1,0,0
01222,DTCWT,3,1,1,0,1,0,0
01222,Curvelet,3,1,2,0,1,0,0
01222,TopHat_Clasico,3,1,0,0,0,0,0
01222,Propuesta_Novedosa,3,1,0,0,0,0,0
01225,VIS,7,2,0,2,0,1,0
01225,IR,7,2,2,1,1,1,1
01225,PiramideLaplace,7,2,0,2,0,1,0
01225,RatioPiramide,7,2,0,1,0,1,0
01225,DWT,7,2,0,1,0,1,0
01225,DTCWT,7,2,0,2,0,1,0
01225,Curvelet,7,2,0,1,0,1,0
01225,TopHat_Clasico,7,2,0,2,0,1,0
01225,Propuesta_Novedosa,7,2,0,1,0,1,0
01226,VIS,5,3,0,1,0,1,0
01226,IR,5,3,0,1,0,1,0
01226,PiramideLaplace,5,3,0,1,0,1,0
01226,RatioPiramide,5,3,1,0,1,0,0
01226,DWT,5,3,0,0,0,0,0
01226,DTCWT,5,3,0,0,0,0,0
01226,Curvelet,5,3,0,0,0,0,0
01226,TopHat_Clasico,5,3,0,0,0,0,0
01226,Propuesta_Novedosa,5,3,1,0,1,0,0
01228,VIS,1,1,0,0,0,0,0
01228,IR,1,1,1,0,1,0,0
01228,PiramideLaplace,1,1,0,1,0,1,0
01228,RatioPiramide,1,1,0,1,0,1,0
01228,DWT,1,1,0,1,0,1,0
01228,DTCWT,1,1,0,1,0,1,0
01228,Curvelet,1,1,0,0,0,0,0
01228,TopHat_Clasico,1,1,0,0,0,0,0
01228,Propuesta_Novedosa,1,1,0,0,0,0,0
01266,VIS,2,2,0,2,0,1,0
01266,IR,2,2,2,0,1,0,0
01266,PiramideLaplace,2,2,0,2,0,1,0
01266,RatioPiramide,2,2,0,2,0,1,0
01266,DWT,2,2,0,2,0,1,0
01266,DTCWT,2,2,0,2,0,1,0
01266,Curvelet,2,2,0,2,0,1,0
01266,TopHat_Clasico,2,2,1,1,1,1,1
01266,Propuesta_Novedosa,2,2,0,2,0,1,0
01268,VIS,1,4,0,2,0,1,0
01268,IR,1,4,1,1,1,1,1
01268,PiramideLaplace,1,4,1,1,1,1,1
01268,RatioPiramide,1,4,1,1,1,1,1
01268,DWT,1,4,1,1,1,1,1
01268,DTCWT,1,4,1,1,1,1,1
01268,Curvelet,1,4,1,1,1,1,1
01268,TopHat_Clasico,1,4,1,1,1,1,1
01268,Propuesta_Novedosa,1,4,1,1,1,1,1
01273,VIS,1,2,0,1,0,1,0
01273,IR,1,2,1,1,1,1,1
01273,PiramideLaplace,1,2,0,0,0,0,0
01273,RatioPiramide,1,2,1,0,1,0,0
01273,DWT,1,2,0,0,0,0,0
01273,DTCWT,1,2,0,0,0,0,0
01273,Curvelet,1,2,0,0,0,0,0
01273,TopHat_Clasico,1,2,1,0,1,0,0
01273,Propuesta_Novedosa,1,2,0,1,0,1,0
01274,VIS,1,3,0,1,0,1,0
01274,IR,1,3,1,1,1,1,1
01274,PiramideLaplace,1,3,0,1,0,1,0
01274,RatioPiramide,1,3,0,2,0,1,0
01274,DWT,1,3,0,1,0,1,0
01274,DTCWT,1,3,0,1,0,1,0
01274,Curvelet,1,3,0,1,0,1,0
01274,TopHat_Clasico,1,3,0,1,0,1,0
01274,Propuesta_Novedosa,1,3,0,1,0,1,0
01285,VIS,1,3,0,1,0,1,0
01285,IR,1,3,1,0,1,0,0
01285,PiramideLaplace,1,3,1,2,1,1,1
01285,RatioPiramide,1,3,1,2,1,1,1
01285,DWT,1,3,1,3,1,1,1
01285,DTCWT,1,3,1,3,1,1,1
01285,Curvelet,1,3,1,3,1,1,1
01285,TopHat_Clasico,1,3,1,0,1,0,0
01285,Propuesta_Novedosa,1,3,1,1,1,1,1
01291,VIS,1,2,0,1,0,1,0
01291,IR,1,2,0,0,0,0,0
01291,PiramideLaplace,1,2,0,1,0,1,0
01291,RatioPiramide,1,2,0,1,0,1,0
01291,DWT,1,2,0,1,0,1,0
01291,DTCWT,1,2,0,1,0,1,0
01291,Curvelet,1,2,0,2,0,1,0
01291,TopHat_Clasico,1,2,0,0,0,0,0
01291,Propuesta_Novedosa,1,2,0,1,0,1,0
01295,VIS,3,1,0,1,0,1,0
01295,IR,3,1,1,1,1,1,1
01295,PiramideLaplace,3,1,1,1,1,1,1
01295,RatioPiramide,3,1,1,1,1,1,1
01295,DWT,3,1,1,1,1,1,1
01295,DTCWT,3,1,1,1,1,1,1
01295,Curvelet,3,1,1,1,1,1,1
01295,TopHat_Clasico,3,1,0,1,0,1,0
01295,Propuesta_Novedosa,3,1,2,1,1,1,1
01299,VIS,3,1,0,1,0,1,0
01299,IR,3,1,1,0,1,0,0
01299,PiramideLaplace,3,1,1,0,1,0,0
01299,RatioPiramide,3,1,1,0,1,0,0
01299,DWT,3,1,1,0,1,0,0
01299,DTCWT,3,1,1,0,1,0,0
01299,Curvelet,3,1,1,0,1,0,0
01299,TopHat_Clasico,3,1,1,0,1,0,0
01299,Propuesta_Novedosa,3,1,1,0,1,0,0
02046,VIS,2,4,2,3,1,1,1
02046,IR,2,4,2,2,1,1,1
02046,PiramideLaplace,2,4,2,2,1,1,1
02046,RatioPiramide,2,4,2,3,1,1,1
02046,DWT,2,4,2,3,1,1,1
02046,DTCWT,2,4,2,3,1,1,1
02046,Curvelet,2,4,2,2,1,1,1
02046,TopHat_Clasico,2,4,2,1,1,1,1
02046,Propuesta_Novedosa,2,4,2,3,1,1,1
02050,VIS,2,4,2,2,1,1,1
02050,IR,2,4,2,1,1,1,1
02050,PiramideLaplace,2,4,2,1,1,1,1
02050,RatioPiramide,2,4,2,2,1,1,1
02050,DWT,2,4,1,2,1,1,1
02050,DTCWT,2,4,1,2,1,1,1
02050,Curvelet,2,4,2,0,1,0,0
02050,TopHat_Clasico,2,4,1,2,1,1,1
02050,Propuesta_Novedosa,2,4,1,2,1,1,1
02051,VIS,2,4,1,2,1,1,1
02051,IR,2,4,2,0,1,0,0
02051,PiramideLaplace,2,4,1,1,1,1,1
02051,RatioPiramide,2,4,1,1,1,1,1
02051,DWT,2,4,1,1,1,1,1
02051,DTCWT,2,4,1,1,1,1,1
02051,Curvelet,2,4,1,1,1,1,1
02051,TopHat_Clasico,2,4,1,1,1,1,1
02051,Propuesta_Novedosa,2,4,1,1,1,1,1
02052,VIS,2,4,1,3,1,1,1
02052,IR,2,4,2,1,1,1,1
02052,PiramideLaplace,2,4,1,1,1,1,1
02052,RatioPiramide,2,4,2,3,1,1,1
02052,DWT,2,4,2,2,1,1,1
02052,DTCWT,2,4,1,2,1,1,1
02052,Curvelet,2,4,1,2,1,1,1
02052,TopHat_Clasico,2,4,1,1,1,1,1
02052,Propuesta_Novedosa,2,4,1,3,1,1,1
02056,VIS,2,4,2,3,1,1,1
02056,IR,2,4,2,1,1,1,1
02056,PiramideLaplace,2,4,2,2,1,1,1
02056,RatioPiramide,2,4,2,3,1,1,1
02056,DWT,2,4,2,2,1,1,1
02056,DTCWT,2,4,2,2,1,1,1
02056,Curvelet,2,4,2,2,1,1,1
02056,TopHat_Clasico,2,4,2,1,1,1,1
02056,Propuesta_Novedosa,2,4,2,2,1,1,1
02057,VIS,2,4,2,2,1,1,1
02057,IR,2,4,2,0,1,0,0
02057,PiramideLaplace,2,4,1,1,1,1,1
02057,RatioPiramide,2,4,2,2,1,1,1
02057,DWT,2,4,1,2,1,1,1
02057,DTCWT,2,4,2,2,1,1,1
02057,Curvelet,2,4,1,1,1,1,1
02057,TopHat_Clasico,2,4,2,1,1,1,1
02057,Propuesta_Novedosa,2,4,2,1,1,1,1
02058,VIS,2,6,2,2,1,1,1
02058,IR,2,6,2,1,1,1,1
02058,PiramideLaplace,2,6,2,1,1,1,1
02058,RatioPiramide,2,6,2,1,1,1,1
02058,DWT,2,6,2,1,1,1,1
02058,DTCWT,2,6,2,1,1,1,1
02058,Curvelet,2,6,2,1,1,1,1
02058,TopHat_Clasico,2,6,2,1,1,1,1
02058,Propuesta_Novedosa,2,6,2,1,1,1,1
02059,VIS,2,4,2,1,1,1,1
02059,IR,2,4,2,0,1,0,0
02059,PiramideLaplace,2,4,1,1,1,1,1
02059,RatioPiramide,2,4,2,1,1,1,1
02059,DWT,2,4,2,1,1,1,1
02059,DTCWT,2,4,2,1,1,1,1
02059,Curvelet,2,4,1,1,1,1,1
02059,TopHat_Clasico,2,4,1,0,1,0,0
02059,Propuesta_Novedosa,2,4,1,1,1,1,1
02061,VIS,2,6,2,2,1,1,1
02061,IR,2,6,2,0,1,0,0
02061,PiramideLaplace,2,6,2,1,1,1,1
02061,RatioPiramide,2,6,2,3,1,1,1
02061,DWT,2,6,2,2,1,1,1
02061,DTCWT,2,6,2,2,1,1,1
02061,Curvelet,2,6,2,2,1,1,1
02061,TopHat_Clasico,2,6,2,1,1,1,1
02061,Propuesta_Novedosa,2,6,2,2,1,1,1
02065,VIS,2,6,2,3,1,1,1
02065,IR,2,6,2,2,1,1,1
02065,PiramideLaplace,2,6,2,2,1,1,1
02065,RatioPiramide,2,6,2,3,1,1,1
02065,DWT,2,6,2,2,1,1,1
02065,DTCWT,2,6,2,2,1,1,1
02065,Curvelet,2,6,2,2,1,1,1
02065,TopHat_Clasico,2,6,2,2,1,1,1
02065,Propuesta_Novedosa,2,6,2,2,1,1,1
02067,VIS,2,4,1,3,1,1,1
02067,IR,2,4,2,2,1,1,1
02067,PiramideLaplace,2,4,1,3,1,1,1
02067,RatioPiramide,2,4,2,3,1,1,1
02067,DWT,2,4,2,3,1,1,1
02067,DTCWT,2,4,1,3,1,1,1
02067,Curvelet,2,4,2,2,1,1,1
02067,TopHat_Clasico,2,4,1,1,1,1,1
02067,Propuesta_Novedosa,2,4,1,2,1,1,1
02068,VIS,2,4,1,3,1,1,1
02068,IR,2,4,2,2,1,1,1
02068,PiramideLaplace,2,4,1,2,1,1,1
02068,RatioPiramide,2,4,2,3,1,1,1
02068,DWT,2,4,1,2,1,1,1
02068,DTCWT,2,4,1,2,1,1,1
02068,Curvelet,2,4,1,2,1,1,1
02068,TopHat_Clasico,2,4,1,1,1,1,1
02068,Propuesta_Novedosa,2,4,1,2,1,1,1
02069,VIS,2,6,2,3,1,1,1
02069,IR,2,6,2,3,1,1,1
02069,PiramideLaplace,2,6,1,1,1,1,1
02069,RatioPiramide,2,6,2,3,1,1,1
02069,DWT,2,6,1,2,1,1,1
02069,DTCWT,2,6,2,1,1,1,1
02069,Curvelet,2,6,1,1,1,1,1
02069,TopHat_Clasico,2,6,2,0,1,0,0
02069,Propuesta_Novedosa,2,6,1,2,1,1,1
02070,VIS,2,4,2,3,1,1,1
02070,IR,2,4,2,1,1,1,1
02070,PiramideLaplace,2,4,1,3,1,1,1
02070,RatioPiramide,2,4,1,3,1,1,1
02070,DWT,2,4,1,3,1,1,1
02070,DTCWT,2,4,1,3,1,1,1
02070,Curvelet,2,4,0,3,0,1,0
02070,TopHat_Clasico,2,4,1,3,1,1,1
02070,Propuesta_Novedosa,2,4,1,3,1,1,1
02072,VIS,2,6,2,4,1,1,1
02072,IR,2,6,2,2,1,1,1
02072,PiramideLaplace,2,6,2,2,1,1,1
02072,RatioPiramide,2,6,2,4,1,1,1
02072,DWT,2,6,2,4,1,1,1
02072,DTCWT,2,6,1,2,1,1,1
02072,Curvelet,2,6,2,3,1,1,1
02072,TopHat_Clasico,2,6,2,2,1,1,1
02072,Propuesta_Novedosa,2,6,1,2,1,1,1
02073,VIS,2,6,1,3,1,1,1
02073,IR,2,6,2,2,1,1,1
02073,PiramideLaplace,2,6,2,3,1,1,1
02073,RatioPiramide,2,6,1,3,1,1,1
02073,DWT,2,6,2,3,1,1,1
02073,DTCWT,2,6,2,3,1,1,1
02073,Curvelet,2,6,2,3,1,1,1
02073,TopHat_Clasico,2,6,2,3,1,1,1
02073,Propuesta_Novedosa,2,6,1,3,1,1,1
02074,VIS,2,8,2,4,1,1,1
02074,IR,2,8,2,2,1,1,1
02074,PiramideLaplace,2,8,1,4,1,1,1
02074,RatioPiramide,2,8,1,3,1,1,1
02074,DWT,2,8,1,3,1,1,1
02074,DTCWT,2,8,1,4,1,1,1
02074,Curvelet,2,8,1,3,1,1,1
02074,TopHat_Clasico,2,8,1,3,1,1,1
02074,Propuesta_Novedosa,2,8,1,4,1,1,1
02076,VIS,2,8,2,5,1,1,1
02076,IR,2,8,2,2,1,1,1
02076,PiramideLaplace,2,8,2,4,1,1,1
02076,RatioPiramide,2,8,2,5,1,1,1
02076,DWT,2,8,2,4,1,1,1
02076,DTCWT,2,8,2,4,1,1,1
02076,Curvelet,2,8,2,4,1,1,1
02076,TopHat_Clasico,2,8,2,4,1,1,1
02076,Propuesta_Novedosa,2,8,2,4,1,1,1
02082,VIS,2,6,2,1,1,1,1
02082,IR,2,6,2,0,1,0,0
02082,PiramideLaplace,2,6,2,0,1,0,0
02082,RatioPiramide,2,6,2,1,1,1,1
02082,DWT,2,6,2,0,1,0,0
02082,DTCWT,2,6,2,0,1,0,0
02082,Curvelet,2,6,2,0,1,0,0
02082,TopHat_Clasico,2,6,2,0,1,0,0
02082,Propuesta_Novedosa,2,6,2,0,1,0,0
02084,VIS,2,6,2,4,1,1,1
02084,IR,2,6,2,1,1,1,1
02084,PiramideLaplace,2,6,2,2,1,1,1
02084,RatioPiramide,2,6,2,3,1,1,1
02084,DWT,2,6,2,3,1,1,1
02084,DTCWT,2,6,2,2,1,1,1
02084,Curvelet,2,6,2,1,1,1,1
02084,TopHat_Clasico,2,6,2,1,1,1,1
02084,Propuesta_Novedosa,2,6,2,2,1,1,1
02087,VIS,2,3,2,2,1,1,1
02087,IR,2,3,2,1,1,1,1
02087,PiramideLaplace,2,3,2,2,1,1,1
02087,RatioPiramide,2,3,2,2,1,1,1
02087,DWT,2,3,2,2,1,1,1
02087,DTCWT,2,3,2,2,1,1,1
02087,Curvelet,2,3,2,2,1,1,1
02087,TopHat_Clasico,2,3,2,2,1,1,1
02087,Propuesta_Novedosa,2,3,2,2,1,1,1
02090,VIS,2,4,2,3,1,1,1
02090,IR,2,4,2,2,1,1,1
02090,PiramideLaplace,2,4,2,2,1,1,1
02090,RatioPiramide,2,4,2,2,1,1,1
02090,DWT,2,4,2,2,1,1,1
02090,DTCWT,2,4,2,2,1,1,1
02090,Curvelet,2,4,2,2,1,1,1
02090,TopHat_Clasico,2,4,2,2,1,1,1
02090,Propuesta_Novedosa,2,4,2,3,1,1,1
02091,VIS,2,6,2,2,1,1,1
02091,IR,2,6,2,2,1,1,1
02091,PiramideLaplace,2,6,2,1,1,1,1
02091,RatioPiramide,2,6,2,2,1,1,1
02091,DWT,2,6,2,2,1,1,1
02091,DTCWT,2,6,2,3,1,1,1
02091,Curvelet,2,6,2,3,1,1,1
02091,TopHat_Clasico,2,6,2,1,1,1,1
02091,Propuesta_Novedosa,2,6,2,2,1,1,1
02092,VIS,2,6,2,2,1,1,1
02092,IR,2,6,2,2,1,1,1
02092,PiramideLaplace,2,6,2,2,1,1,1
02092,RatioPiramide,2,6,2,2,1,1,1
02092,DWT,2,6,2,2,1,1,1
02092,DTCWT,2,6,2,2,1,1,1
02092,Curvelet,2,6,2,2,1,1,1
02092,TopHat_Clasico,2,6,2,1,1,1,1
02092,Propuesta_Novedosa,2,6,2,3,1,1,1
02093,VIS,2,6,2,4,1,1,1
02093,IR,2,6,2,1,1,1,1
02093,PiramideLaplace,2,6,2,2,1,1,1
02093,RatioPiramide,2,6,2,3,1,1,1
02093,DWT,2,6,1,2,1,1,1
02093,DTCWT,2,6,1,1,1,1,1
02093,Curvelet,2,6,1,0,1,0,0
