escena,entrada,gt_People,gt_Lamp,tp_People,tp_Lamp,recupera_People,recupera_Lamp,recupera_ambas
02093,TopHat_Clasico,2,6,2,0,1,0,0
02093,Propuesta_Novedosa,2,6,2,3,1,1,1
02120,VIS,3,1,2,1,1,1,1
02120,IR,3,1,2,0,1,0,0
02120,PiramideLaplace,3,1,2,1,1,1,1
02120,RatioPiramide,3,1,2,1,1,1,1
02120,DWT,3,1,0,0,0,0,0
02120,DTCWT,3,1,1,1,1,1,1
02120,Curvelet,3,1,1,0,1,0,0
02120,TopHat_Clasico,3,1,1,1,1,1,1
02120,Propuesta_Novedosa,3,1,2,1,1,1,1
02127,VIS,3,4,1,2,1,1,1
02127,IR,3,4,1,1,1,1,1
02127,PiramideLaplace,3,4,2,1,1,1,1
02127,RatioPiramide,3,4,1,1,1,1,1
02127,DWT,3,4,1,1,1,1,1
02127,DTCWT,3,4,2,1,1,1,1
02127,Curvelet,3,4,1,1,1,1,1
02127,TopHat_Clasico,3,4,1,1,1,1,1
02127,Propuesta_Novedosa,3,4,1,1,1,1,1
02129,VIS,3,2,1,2,1,1,1
02129,IR,3,2,0,2,0,1,0
02129,PiramideLaplace,3,2,1,2,1,1,1
02129,RatioPiramide,3,2,2,1,1,1,1
02129,DWT,3,2,0,1,0,1,0
02129,DTCWT,3,2,2,1,1,1,1
02129,Curvelet,3,2,1,1,1,1,1
02129,TopHat_Clasico,3,2,1,1,1,1,1
02129,Propuesta_Novedosa,3,2,2,1,1,1,1
02139,VIS,1,3,1,3,1,1,1
02139,IR,1,3,1,3,1,1,1
02139,PiramideLaplace,1,3,1,3,1,1,1
02139,RatioPiramide,1,3,1,3,1,1,1
02139,DWT,1,3,1,3,1,1,1
02139,DTCWT,1,3,1,3,1,1,1
02139,Curvelet,1,3,1,3,1,1,1
02139,TopHat_Clasico,1,3,1,2,1,1,1
02139,Propuesta_Novedosa,1,3,1,3,1,1,1
02140,VIS,1,3,0,3,0,1,0
02140,IR,1,3,0,3,0,1,0
02140,PiramideLaplace,1,3,0,2,0,1,0
02140,RatioPiramide,1,3,0,2,0,1,0
02140,DWT,1,3,0,2,0,1,0
02140,DTCWT,1,3,0,2,0,1,0
02140,Curvelet,1,3,0,2,0,1,0
02140,TopHat_Clasico,1,3,0,2,0,1,0
02140,Propuesta_Novedosa,1,3,0,2,0,1,0
02149,VIS,1,2,1,2,1,1,1
02149,IR,1,2,1,2,1,1,1
02149,PiramideLaplace,1,2,1,2,1,1,1
02149,RatioPiramide,1,2,1,2,1,1,1
02149,DWT,1,2,1,2,1,1,1
02149,DTCWT,1,2,1,2,1,1,1
02149,Curvelet,1,2,1,2,1,1,1
02149,TopHat_Clasico,1,2,1,2,1,1,1
02149,Propuesta_Novedosa,1,2,1,2,1,1,1
02150,VIS,1,2,1,2,1,1,1
02150,IR,1,2,1,2,1,1,1
02150,PiramideLaplace,1,2,1,2,1,1,1
02150,RatioPiramide,1,2,1,2,1,1,1
02150,DWT,1,2,1,2,1,1,1
02150,DTCWT,1,2,1,2,1,1,1
02150,Curvelet,1,2,1,2,1,1,1
02150,TopHat_Clasico,1,2,1,2,1,1,1
02150,Propuesta_Novedosa,1,2,1,2,1,1,1
02151,VIS,1,2,1,2,1,1,1
02151,IR,1,2,1,2,1,1,1
02151,PiramideLaplace,1,2,1,2,1,1,1
02151,RatioPiramide,1,2,1,2,1,1,1
02151,DWT,1,2,1,2,1,1,1
02151,DTCWT,1,2,1,2,1,1,1
02151,Curvelet,1,2,1,2,1,1,1
02151,TopHat_Clasico,1,2,1,2,1,1,1
02151,Propuesta_Novedosa,1,2,1,2,1,1,1
02158,VIS,1,2,1,2,1,1,1
02158,IR,1,2,1,2,1,1,1
02158,PiramideLaplace,1,2,0,2,0,1,0
02158,RatioPiramide,1,2,0,2,0,1,0
02158,DWT,1,2,0,2,0,1,0
02158,DTCWT,1,2,0,2,0,1,0
02158,Curvelet,1,2,0,2,0,1,0
02158,TopHat_Clasico,1,2,0,2,0,1,0
02158,Propuesta_Novedosa,1,2,0,2,0,1,0
02160,VIS,1,2,1,2,1,1,1
02160,IR,1,2,1,2,1,1,1
02160,PiramideLaplace,1,2,1,2,1,1,1
02160,RatioPiramide,1,2,1,2,1,1,1
02160,DWT,1,2,1,2,1,1,1
02160,DTCWT,1,2,1,2,1,1,1
02160,Curvelet,1,2,1,2,1,1,1
02160,TopHat_Clasico,1,2,1,1,1,1,1
02160,Propuesta_Novedosa,1,2,1,2,1,1,1
02190,VIS,3,2,1,2,1,1,1
02190,IR,3,2,2,1,1,1,1
02190,PiramideLaplace,3,2,1,1,1,1,1
02190,RatioPiramide,3,2,1,2,1,1,1
02190,DWT,3,2,1,1,1,1,1
02190,DTCWT,3,2,2,1,1,1,1
02190,Curvelet,3,2,1,1,1,1,1
02190,TopHat_Clasico,3,2,1,2,1,1,1
02190,Propuesta_Novedosa,3,2,2,2,1,1,1
02191,VIS,3,2,1,1,1,1,1
02191,IR,3,2,1,1,1,1,1
02191,PiramideLaplace,3,2,1,2,1,1,1
02191,RatioPiramide,3,2,1,1,1,1,1
02191,DWT,3,2,2,1,1,1,1
02191,DTCWT,3,2,2,2,1,1,1
02191,Curvelet,3,2,2,0,1,0,0
02191,TopHat_Clasico,3,2,2,1,1,1,1
02191,Propuesta_Novedosa,3,2,2,1,1,1,1
02193,VIS,3,2,2,2,1,1,1
02193,IR,3,2,1,1,1,1,1
02193,PiramideLaplace,3,2,2,2,1,1,1
02193,RatioPiramide,3,2,2,2,1,1,1
02193,DWT,3,2,2,2,1,1,1
02193,DTCWT,3,2,2,2,1,1,1
02193,Curvelet,3,2,2,2,1,1,1
02193,TopHat_Clasico,3,2,2,2,1,1,1
02193,Propuesta_Novedosa,3,2,2,2,1,1,1
02195,VIS,3,2,2,2,1,1,1
02195,IR,3,2,2,1,1,1,1
02195,PiramideLaplace,3,2,3,2,1,1,1
02195,RatioPiramide,3,2,2,2,1,1,1
02195,DWT,3,2,2,2,1,1,1
02195,DTCWT,3,2,3,2,1,1,1
02195,Curvelet,3,2,2,2,1,1,1
02195,TopHat_Clasico,3,2,2,2,1,1,1
02195,Propuesta_Novedosa,3,2,2,2,1,1,1
02200,VIS,1,2,0,2,0,1,0
02200,IR,1,2,0,2,0,1,0
02200,PiramideLaplace,1,2,0,2,0,1,0
02200,RatioPiramide,1,2,0,2,0,1,0
02200,DWT,1,2,0,2,0,1,0
02200,DTCWT,1,2,0,2,0,1,0
02200,Curvelet,1,2,0,2,0,1,0
02200,TopHat_Clasico,1,2,0,2,0,1,0
02200,Propuesta_Novedosa,1,2,0,2,0,1,0
02217,VIS,1,2,0,0,0,0,0
02217,IR,1,2,0,0,0,0,0
02217,PiramideLaplace,1,2,0,0,0,0,0
02217,RatioPiramide,1,2,0,0,0,0,0
02217,DWT,1,2,0,0,0,0,0
02217,DTCWT,1,2,0,0,0,0,0
02217,Curvelet,1,2,0,0,0,0,0
02217,TopHat_Clasico,1,2,0,0,0,0,0
02217,Propuesta_Novedosa,1,2,0,0,0,0,0
02218,VIS,1,2,0,1,0,1,0
02218,IR,1,2,0,0,0,0,0
02218,PiramideLaplace,1,2,0,1,0,1,0
02218,RatioPiramide,1,2,0,1,0,1,0
02218,DWT,1,2,0,1,0,1,0
02218,DTCWT,1,2,0,1,0,1,0
02218,Curvelet,1,2,0,0,0,0,0
02218,TopHat_Clasico,1,2,0,0,0,0,0
02218,Propuesta_Novedosa,1,2,0,0,0,0,0
02226,VIS,1,5,0,4,0,1,0
02226,IR,1,5,0,2,0,1,0
02226,PiramideLaplace,1,5,1,3,1,1,1
02226,RatioPiramide,1,5,0,2,0,1,0
02226,DWT,1,5,0,3,0,1,0
02226,DTCWT,1,5,0,3,0,1,0
02226,Curvelet,1,5,0,2,0,1,0
02226,TopHat_Clasico,1,5,0,4,0,1,0
02226,Propuesta_Novedosa,1,5,0,3,0,1,0
02292,VIS,1,4,0,0,0,0,0
02292,IR,1,4,0,0,0,0,0
02292,PiramideLaplace,1,4,0,0,0,0,0
02292,RatioPiramide,1,4,0,0,0,0,0
02292,DWT,1,4,0,0,0,0,0
02292,DTCWT,1,4,0,1,0,1,0
02292,Curvelet,1,4,0,0,0,0,0
02292,TopHat_Clasico,1,4,0,0,0,0,0
02292,Propuesta_Novedosa,1,4,0,0,0,0,0
02293,VIS,1,4,0,0,0,0,0
02293,IR,1,4,0,0,0,0,0
02293,PiramideLaplace,1,4,0,0,0,0,0
02293,RatioPiramide,1,4,0,0,0,0,0
02293,DWT,1,4,0,0,0,0,0
02293,DTCWT,1,4,0,0,0,0,0
02293,Curvelet,1,4,0,0,0,0,0
02293,TopHat_Clasico,1,4,0,0,0,0,0
02293,Propuesta_Novedosa,1,4,0,0,0,0,0
02295,VIS,1,8,0,0,0,0,0
02295,IR,1,8,0,0,0,0,0
02295,PiramideLaplace,1,8,0,0,0,0,0
02295,RatioPiramide,1,8,0,0,0,0,0
02295,DWT,1,8,0,0,0,0,0
02295,DTCWT,1,8,0,0,0,0,0
02295,Curvelet,1,8,0,0,0,0,0
02295,TopHat_Clasico,1,8,0,0,0,0,0
02295,Propuesta_Novedosa,1,8,0,0,0,0,0
02297,VIS,1,5,0,0,0,0,0
02297,IR,1,5,0,0,0,0,0
02297,PiramideLaplace,1,5,0,0,0,0,0
02297,RatioPiramide,1,5,0,1,0,1,0
02297,DWT,1,5,0,0,0,0,0
02297,DTCWT,1,5,0,1,0,1,0
02297,Curvelet,1,5,0,0,0,0,0
02297,TopHat_Clasico,1,5,0,0,0,0,0
02297,Propuesta_Novedosa,1,5,0,0,0,0,0
02298,VIS,1,5,0,1,0,1,0
02298,IR,1,5,0,0,0,0,0
02298,PiramideLaplace,1,5,0,1,0,1,0
02298,RatioPiramide,1,5,0,1,0,1,0
02298,DWT,1,5,0,1,0,1,0
02298,DTCWT,1,5,0,1,0,1,0
02298,Curvelet,1,5,0,1,0,1,0
02298,TopHat_Clasico,1,5,0,0,0,0,0
02298,Propuesta_Novedosa,1,5,0,1,0,1,0
02299,VIS,1,6,0,2,0,1,0
02299,IR,1,6,0,0,0,0,0
02299,PiramideLaplace,1,6,0,1,0,1,0
02299,RatioPiramide,1,6,0,2,0,1,0
02299,DWT,1,6,0,2,0,1,0
02299,DTCWT,1,6,0,1,0,1,0
02299,Curvelet,1,6,0,1,0,1,0
02299,TopHat_Clasico,1,6,0,0,0,0,0
02299,Propuesta_Novedosa,1,6,0,1,0,1,0
02328,VIS,3,1,2,0,1,0,0
02328,IR,3,1,1,0,1,0,0
02328,PiramideLaplace,3,1,1,0,1,0,0
02328,RatioPiramide,3,1,1,0,1,0,0
02328,DWT,3,1,1,0,1,0,0
02328,DTCWT,3,1,2,0,1,0,0
02328,Curvelet,3,1,2,0,1,0,0
02328,TopHat_Clasico,3,1,0,0,0,0,0
02328,Propuesta_Novedosa,3,1,1,0,1,0,0
02332,VIS,4,1,3,0,1,0,0
02332,IR,4,1,3,0,1,0,0
02332,PiramideLaplace,4,1,2,0,1,0,0
02332,RatioPiramide,4,1,1,0,1,0,0
02332,DWT,4,1,1,0,1,0,0
02332,DTCWT,4,1,2,0,1,0,0
02332,Curvelet,4,1,2,0,1,0,0
02332,TopHat_Clasico,4,1,1,0,1,0,0
02332,Propuesta_Novedosa,4,1,2,0,1,0,0
02335,VIS,4,1,3,0,1,0,0
02335,IR,4,1,4,0,1,0,0
02335,PiramideLaplace,4,1,4,0,1,0,0
02335,RatioPiramide,4,1,4,0,1,0,0
02335,DWT,4,1,3,0,1,0,0
02335,DTCWT,4,1,4,0,1,0,0
02335,Curvelet,4,1,3,0,1,0,0
02335,TopHat_Clasico,4,1,2,0,1,0,0
02335,Propuesta_Novedosa,4,1,3,0,1,0,0
02337,VIS,2,1,1,0,1,0,0
02337,IR,2,1,0,0,0,0,0
02337,PiramideLaplace,2,1,0,0,0,0,0
02337,RatioPiramide,2,1,1,0,1,0,0
02337,DWT,2,1,0,0,0,0,0
02337,DTCWT,2,1,0,0,0,0,0
02337,Curvelet,2,1,0,0,0,0,0
02337,TopHat_Clasico,2,1,0,0,0,0,0
02337,Propuesta_Novedosa,2,1,0,0,0,0,0
02453,VIS,2,1,1,0,1,0,0
02453,IR,2,1,1,0,1,0,0
02453,PiramideLaplace,2,1,1,0,1,0,0
02453,RatioPiramide,2,1,0,0,0,0,0
02453,DWT,2,1,0,0,0,0,0
02453,DTCWT,2,1,1,0,1,0,0
02453,Curvelet,2,1,0,0,0,0,0
02453,TopHat_Clasico,2,1,0,0,0,0,0
02453,Propuesta_Novedosa,2,1,0,0,0,0,0
02456,VIS,1,3,1,0,1,0,0
02456,IR,1,3,1,0,1,0,0
02456,PiramideLaplace,1,3,1,0,1,0,0
02456,RatioPiramide,1,3,1,0,1,0,0
02456,DWT,1,3,1,0,1,0,0
02456,DTCWT,1,3,1,0,1,0,0
02456,Curvelet,1,3,1,0,1,0,0
02456,TopHat_Clasico,1,3,1,0,1,0,0
02456,Propuesta_Novedosa,1,3,1,0,1,0,0
02457,VIS,1,4,1,0,1,0,0
02457,IR,1,4,1,0,1,0,0
02457,PiramideLaplace,1,4,1,0,1,0,0
02457,RatioPiramide,1,4,1,0,1,0,0
02457,DWT,1,4,1,0,1,0,0
02457,DTCWT,1,4,1,0,1,0,0
02457,Curvelet,1,4,1,0,1,0,0
02457,TopHat_Clasico,1,4,1,0,1,0,0
02457,Propuesta_Novedosa,1,4,1,0,1,0,0
02465,VIS,1,3,0,0,0,0,0
02465,IR,1,3,0,0,0,0,0
02465,PiramideLaplace,1,3,0,0,0,0,0
02465,RatioPiramide,1,3,0,0,0,0,0
02465,DWT,1,3,0,0,0,0,0
02465,DTCWT,1,3,0,0,0,0,0
02465,Curvelet,1,3,0,0,0,0,0
02465,TopHat_Clasico,1,3,0,0,0,0,0
02465,Propuesta_Novedosa,1,3,0,0,0,0,0
02467,VIS,1,2,0,1,0,1,0
02467,IR,1,2,0,0,0,0,0
02467,PiramideLaplace,1,2,0,0,0,0,0
02467,RatioPiramide,1,2,0,0,0,0,0
02467,DWT,1,2,0,0,0,0,0
02467,DTCWT,1,2,0,0,0,0,0
02467,Curvelet,1,2,0,0,0,0,0
02467,TopHat_Clasico,1,2,0,0,0,0,0
02467,Propuesta_Novedosa,1,2,0,0,0,0,0
02468,VIS,2,2,0,0,0,0,0
02468,IR,2,2,0,0,0,0,0
02468,PiramideLaplace,2,2,0,0,0,0,0
02468,RatioPiramide,2,2,0,0,0,0,0
02468,DWT,2,2,0,0,0,0,0
02468,DTCWT,2,2,0,0,0,0,0
02468,Curvelet,2,2,0,0,0,0,0
02468,TopHat_Clasico,2,2,0,0,0,0,0
02468,Propuesta_Novedosa,2,2,0,0,0,0,0
02478,VIS,4,2,2,2,1,1,1
02478,IR,4,2,2,2,1,1,1
02478,PiramideLaplace,4,2,2,2,1,1,1
02478,RatioPiramide,4,2,2,2,1,1,1
02478,DWT,4,2,2,2,1,1,1
02478,DTCWT,4,2,2,2,1,1,1
02478,Curvelet,4,2,2,2,1,1,1
02478,TopHat_Clasico,4,2,2,2,1,1,1
02478,Propuesta_Novedosa,4,2,2,2,1,1,1
02489,VIS,6,2,4,0,1,0,0
02489,IR,6,2,2,0,1,0,0
02489,PiramideLaplace,6,2,0,0,0,0,0
02489,RatioPiramide,6,2,4,0,1,0,0
02489,DWT,6,2,2,0,1,0,0
02489,DTCWT,6,2,2,0,1,0,0
02489,Curvelet,6,2,1,0,1,0,0
02489,TopHat_Clasico,6,2,0,0,0,0,0
02489,Propuesta_Novedosa,6,2,1,0,1,0,0
02490,VIS,5,2,4,0,1,0,0
02490,IR,5,2,4,0,1,0,0
02490,PiramideLaplace,5,2,0,0,0,0,0
02490,RatioPiramide,5,2,2,0,1,0,0
02490,DWT,5,2,2,0,1,0,0
02490,DTCWT,5,2,0,0,0,0,0
02490,Curvelet,5,2,1,0,1,0,0
02490,TopHat_Clasico,5,2,1,0,1,0,0
02490,Propuesta_Novedosa,5,2,0,0,0,0,0
02491,VIS,5,2,4,0,1,0,0
02491,IR,5,2,5,0,1,0,0
02491,PiramideLaplace,5,2,2,0,1,0,0
02491,RatioPiramide,5,2,3,0,1,0,0
02491,DWT,5,2,2,0,1,0,0
02491,DTCWT,5,2,2,0,1,0,0
02491,Curvelet,5,2,3,0,1,0,0
02491,TopHat_Clasico,5,2,2,0,1,0,0
02491,Propuesta_Novedosa,5,2,1,0,1,0,0
02602,VIS,1,3,0,0,0,0,0
02602,IR,1,3,0,0,0,0,0
02602,PiramideLaplace,1,3,0,0,0,0,0
02602,RatioPiramide,1,3,0,0,0,0,0
02602,DWT,1,3,0,0,0,0,0
02602,DTCWT,1,3,0,0,0,0,0
02602,Curvelet,1,3,0,0,0,0,0
02602,TopHat_Clasico,1,3,0,0,0,0,0
02602,Propuesta_Novedosa,1,3,0,0,0,0,0
02606,VIS,1,2,0,1,0,1,0
02606,IR,1,2,0,0,0,0,0
02606,PiramideLaplace,1,2,0,1,0,1,0
02606,RatioPiramide,1,2,0,0,0,0,0
02606,DWT,1,2,0,1,0,1,0
02606,DTCWT,1,2,0,1,0,1,0
02606,Curvelet,1,2,0,0,0,0,0
02606,TopHat_Clasico,1,2,0,0,0,0,0
02606,Propuesta_Novedosa,1,2,1,0,1,0,0
02607,VIS,1,2,1,0,1,0,0
02607,IR,1,2,0,0,0,0,0
02607,PiramideLaplace,1,2,0,0,0,0,0
02607,RatioPiramide,1,2,1,0,1,0,0
02607,DWT,1,2,0,0,0,0,0
02607,DTCWT,1,2,1,0,1,0,0
02607,Curvelet,1,2,0,0,0,0,0
02607,TopHat_Clasico,1,2,0,0,0,0,0
02607,Propuesta_Novedosa,1,2,0,0,0,0,0
02622,VIS,3,3,2,3,1,1,1
02622,IR,3,3,1,3,1,1,1
02622,PiramideLaplace,3,3,1,3,1,1,1
02622,RatioPiramide,3,3,2,3,1,1,1
02622,DWT,3,3,1,3,1,1,1
02622,DTCWT,3,3,1,3,1,1,1
02622,Curvelet,3,3,1,3,1,1,1
02622,TopHat_Clasico,3,3,1,2,1,1,1
02622,Propuesta_Novedosa,3,3,1,3,1,1,1
02717,VIS,3,1,0,0,0,0,0
02717,IR,3,1,0,0,0,0,0
02717,PiramideLaplace,3,1,0,0,0,0,0
02717,RatioPiramide,3,1,0,0,0,0,0
02717,DWT,3,1,0,0,0,0,0
02717,DTCWT,3,1,0,0,0,0,0
02717,Curvelet,3,1,0,0,0,0,0
02717,TopHat_Clasico,3,1,0,0,0,0,0
02717,Propuesta_Novedosa,3,1,0,0,0,0,0
02720,VIS,3,1,0,0,0,0,0
02720,IR,3,1,0,0,0,0,0
02720,PiramideLaplace,3,1,0,0,0,0,0
02720,RatioPiramide,3,1,0,0,0,0,0
02720,DWT,3,1,0,0,0,0,0
02720,DTCWT,3,1,0,0,0,0,0
02720,Curvelet,3,1,0,0,0,0,0
02720,TopHat_Clasico,3,1,0,0,0,0,0
02720,Propuesta_Novedosa,3,1,0,0,0,0,0
02721,VIS,2,1,0,0,0,0,0
02721,IR,2,1,0,0,0,0,0
02721,PiramideLaplace,2,1,0,0,0,0,0
02721,RatioPiramide,2,1,0,0,0,0,0
02721,DWT,2,1,0,0,0,0,0
02721,DTCWT,2,1,0,0,0,0,0
02721,Curvelet,2,1,0,0,0,0,0
02721,TopHat_Clasico,2,1,0,0,0,0,0
02721,Propuesta_Novedosa,2,1,0,0,0,0,0
02727,VIS,4,1,1,0,1,0,0
02727,IR,4,1,2,0,1,0,0
02727,PiramideLaplace,4,1,1,0,1,0,0
02727,RatioPiramide,4,1,2,0,1,0,0
02727,DWT,4,1,1,0,1,0,0
02727,DTCWT,4,1,1,0,1,0,0
02727,Curvelet,4,1,1,0,1,0,0
02727,TopHat_Clasico,4,1,0,0,0,0,0
02727,Propuesta_Novedosa,4,1,1,0,1,0,0
02732,VIS,2,1,0,0,0,0,0
02732,IR,2,1,1,0,1,0,0
02732,PiramideLaplace,2,1,0,0,0,0,0
02732,RatioPiramide,2,1,0,0,0,0,0
02732,DWT,2,1,0,0,0,0,0
02732,DTCWT,2,1,0,0,0,0,0
02732,Curvelet,2,1,0,0,0,0,0
02732,TopHat_Clasico,2,1,0,0,0,0,0
02732,Propuesta_Novedosa,2,1,0,0,0,0,0
02735,VIS,2,1,0,0,0,0,0
02735,IR,2,1,1,0,1,0,0
02735,PiramideLaplace,2,1,0,0,0,0,0
02735,RatioPiramide,2,1,0,0,0,0,0
02735,DWT,2,1,0,0,0,0,0
02735,DTCWT,2,1,0,0,0,0,0
02735,Curvelet,2,1,0,0,0,0,0
02735,TopHat_Clasico,2,1,0,0,0,0,0
02735,Propuesta_Novedosa,2,1,0,0,0,0,0
02736,VIS,2,1,0,0,0,0,0
02736,IR,2,1,0,0,0,0,0
02736,PiramideLaplace,2,1,0,0,0,0,0
02736,RatioPiramide,2,1,0,0,0,0,0
02736,DWT,2,1,0,0,0,0,0
02736,DTCWT,2,1,0,0,0,0,0
02736,Curvelet,2,1,0,0,0,0,0
02736,TopHat_Clasico,2,1,0,0,0,0,0
02736,Propuesta_Novedosa,2,1,0,0,0,0,0
02738,VIS,3,1,0,0,0,0,0
02738,IR,3,1,1,0,1,0,0
02738,PiramideLaplace,3,1,0,0,0,0,0
02738,RatioPiramide,3,1,0,0,0,0,0
02738,DWT,3,1,0,0,0,0,0
02738,DTCWT,3,1,0,0,0,0,0
02738,Curvelet,3,1,0,0,0,0,0
02738,TopHat_Clasico,3,1,0,0,0,0,0
02738,Propuesta_Novedosa,3,1,0,0,0,0,0
02940,VIS,1,2,1,0,1,0,0
02940,IR,1,2,1,0,1,0,0
02940,PiramideLaplace,1,2,1,0,1,0,0
02940,RatioPiramide,1,2,1,0,1,0,0
02940,DWT,1,2,1,0,1,0,0
02940,DTCWT,1,2,1,0,1,0,0
02940,Curvelet,1,2,1,0,1,0,0
02940,TopHat_Clasico,1,2,1,0,1,0,0
02940,Propuesta_Novedosa,1,2,1,0,1,0,0
02942,VIS,1,5,1,0,1,0,0
02942,IR,1,5,1,0,1,0,0
02942,PiramideLaplace,1,5,1,0,1,0,0
02942,RatioPiramide,1,5,1,0,1,0,0
02942,DWT,1,5,1,0,1,0,0
02942,DTCWT,1,5,1,0,1,0,0
02942,Curvelet,1,5,1,0,1,0,0
02942,TopHat_Clasico,1,5,1,0,1,0,0
02942,Propuesta_Novedosa,1,5,1,0,1,0,0
02945,VIS,1,3,1,1,1,1,1
02945,IR,1,3,1,0,1,0,0
02945,PiramideLaplace,1,3,1,1,1,1,1
02945,RatioPiramide,1,3,1,0,1,0,0
02945,DWT,1,3,1,0,1,0,0
02945,DTCWT,1,3,0,0,0,0,0
02945,Curvelet,1,3,0,0,0,0,0
02945,TopHat_Clasico,1,3,1,0,1,0,0
02945,Propuesta_Novedosa,1,3,0,0,0,0,0
02947,VIS,1,5,1,2,1,1,1
02947,IR,1,5,1,1,1,1,1
02947,PiramideLaplace,1,5,1,2,1,1,1
02947,RatioPiramide,1,5,1,2,1,1,1
02947,DWT,1,5,1,2,1,1,1
02947,DTCWT,1,5,1,2,1,1,1
02947,Curvelet,1,5,1,2,1,1,1
02947,TopHat_Clasico,1,5,0,2,0,1,0
02947,Propuesta_Novedosa,1,5,1,2,1,1,1
02949,VIS,1,6,0,1,0,1,0
02949,IR,1,6,0,0,0,0,0
02949,PiramideLaplace,1,6,0,2,0,1,0
02949,RatioPiramide,1,6,0,1,0,1,0
02949,DWT,1,6,0,1,0,1,0
02949,DTCWT,1,6,0,1,0,1,0
02949,Curvelet,1,6,0,1,0,1,0
02949,TopHat_Clasico,1,6,0,1,0,1,0
02949,Propuesta_Novedosa,1,6,0,1,0,1,0
02950,VIS,2,5,0,1,0,1,0
02950,IR,2,5,0,1,0,1,0
02950,PiramideLaplace,2,5,0,1,0,1,0
02950,RatioPiramide,2,5,0,1,0,1,0
02950,DWT,2,5,0,1,0,1,0
02950,DTCWT,2,5,0,1,0,1,0
02950,Curvelet,2,5,0,1,0,1,0
02950,TopHat_Clasico,2,5,0,1,0,1,0
02950,Propuesta_Novedosa,2,5,0,1,0,1,0
02951,VIS,1,5,0,1,0,1,0
02951,IR,1,5,0,0,0,0,0
02951,PiramideLaplace,1,5,0,1,0,1,0
02951,RatioPiramide,1,5,0,1,0,1,0
02951,DWT,1,5,0,1,0,1,0
02951,DTCWT,1,5,0,1,0,1,0
02951,Curvelet,1,5,0,1,0,1,0
02951,TopHat_Clasico,1,5,0,1,0,1,0
02951,Propuesta_Novedosa,1,5,0,1,0,1,0
02953,VIS,1,4,0,1,0,1,0
02953,IR,1,4,0,0,0,0,0
02953,PiramideLaplace,1,4,0,1,0,1,0
02953,RatioPiramide,1,4,0,0,0,0,0
02953,DWT,1,4,0,1,0,1,0
02953,DTCWT,1,4,0,1,0,1,0
02953,Curvelet,1,4,0,1,0,1,0
02953,TopHat_Clasico,1,4,0,0,0,0,0
02953,Propuesta_Novedosa,1,4,0,0,0,0,0
02957,VIS,1,6,0,2,0,1,0
02957,IR,1,6,0,0,0,0,0
02957,PiramideLaplace,1,6,0,2,0,1,0
02957,RatioPiramide,1,6,0,2,0,1,0
02957,DWT,1,6,0,2,0,1,0
02957,DTCWT,1,6,0,2,0,1,0
02957,Curvelet,1,6,0,2,0,1,0
02957,TopHat_Clasico,1,6,0,1,0,1,0
02957,Propuesta_Novedosa,1,6,0,2,0,1,0
03024,VIS,1,2,0,0,0,0,0
03024,IR,1,2,1,2,1,1,1
03024,PiramideLaplace,1,2,0,0,0,0,0
03024,RatioPiramide,1,2,0,0,0,0,0
03024,DWT,1,2,0,0,0,0,0
03024,DTCWT,1,2,0,0,0,0,0
03024,Curvelet,1,2,0,0,0,0,0
03024,TopHat_Clasico,1,2,0,0,0,0,0
03024,Propuesta_Novedosa,1,2,0,1,0,1,0
03052,VIS,1,1,0,0,0,0,0
03052,IR,1,1,0,0,0,0,0
03052,PiramideLaplace,1,1,0,0,0,0,0
03052,RatioPiramide,1,1,0,0,0,0,0
03052,DWT,1,1,0,0,0,0,0
03052,DTCWT,1,1,0,0,0,0,0
03052,Curvelet,1,1,0,0,0,0,0
03052,TopHat_Clasico,1,1,0,0,0,0,0
03052,Propuesta_Novedosa,1,1,0,0,0,0,0
03053,VIS,2,2,0,0,0,0,0
03053,IR,2,2,1,0,1,0,0
03053,PiramideLaplace,2,2,0,0,0,0,0
03053,RatioPiramide,2,2,0,0,0,0,0
03053,DWT,2,2,0,0,0,0,0
03053,DTCWT,2,2,0,0,0,0,0
03053,Curvelet,2,2,0,0,0,0,0
03053,TopHat_Clasico,2,2,0,0,0,0,0
03053,Propuesta_Novedosa,2,2,0,0,0,0,0
03054,VIS,3,2,0,0,0,0,0
03054,IR,3,2,0,0,0,0,0
03054,PiramideLaplace,3,2,0,0,0,0,0
03054,RatioPiramide,3,2,0,0,0,0,0
03054,DWT,3,2,0,0,0,0,0
03054,DTCWT,3,2,0,0,0,0,0
03054,Curvelet,3,2,0,0,0,0,0
03054,TopHat_Clasico,3,2,0,0,0,0,0
03054,Propuesta_Novedosa,3,2,0,0,0,0,0
03057,VIS,2,2,0,0,0,0,0
03057,IR,2,2,0,0,0,0,0
03057,PiramideLaplace,2,2,0,0,0,0,0
03057,RatioPiramide,2,2,0,0,0,0,0
03057,DWT,2,2,0,0,0,0,0
03057,DTCWT,2,2,0,0,0,0,0
03057,Curvelet,2,2,0,0,0,0,0
03057,TopHat_Clasico,2,2,0,0,0,0,0
03057,Propuesta_Novedosa,2,2,0,0,0,0,0
03059,VIS,3,2,1,0,1,0,0
03059,IR,3,2,2,0,1,0,0
03059,PiramideLaplace,3,2,1,0,1,0,0
03059,RatioPiramide,3,2,1,0,1,0,0
03059,DWT,3,2,2,0,1,0,0
