r,m,clave,detectado
5,0.3,186|People|0,0
5,0.3,186|People|1,1
5,0.3,186|People|2,0
5,0.3,186|People|3,0
5,0.3,186|People|4,0
5,0.3,186|People|5,1
5,0.3,186|Lamp|0,1
5,0.3,187|People|0,0
5,0.3,187|People|1,1
5,0.3,187|People|2,0
5,0.3,187|People|3,1
5,0.3,187|People|4,0
5,0.3,187|People|5,0
5,0.3,187|Lamp|0,1
5,0.3,188|People|0,1
5,0.3,188|People|1,1
5,0.3,188|People|2,1
5,0.3,188|People|3,1
5,0.3,188|People|4,0
5,0.3,188|People|5,0
5,0.3,188|Lamp|0,1
5,0.3,191|People|0,1
5,0.3,191|People|1,1
5,0.3,191|People|2,1
5,0.3,191|People|3,1
5,0.3,191|People|4,1
5,0.3,191|People|5,1
5,0.3,191|Lamp|0,1
5,0.3,193|People|0,1
5,0.3,193|People|1,1
5,0.3,193|People|2,1
5,0.3,193|People|3,1
5,0.3,193|People|4,1
5,0.3,193|People|5,1
5,0.3,193|Lamp|0,1
5,0.3,196|People|0,1
5,0.3,196|People|1,0
5,0.3,196|People|2,1
5,0.3,196|People|3,1
5,0.3,196|People|4,1
5,0.3,196|People|5,0
5,0.3,196|People|6,1
5,0.3,196|People|7,1
5,0.3,196|People|8,1
5,0.3,196|Lamp|0,1
5,0.3,196|Lamp|1,1
5,0.3,196|Lamp|2,0
5,0.3,199|People|0,1
5,0.3,199|People|1,1
5,0.3,199|People|2,1
5,0.3,199|People|3,1
5,0.3,199|People|4,1
5,0.3,199|People|5,1
5,0.3,199|People|6,1
5,0.3,199|Lamp|0,1
5,0.3,199|Lamp|1,0
5,0.3,204|People|0,1
5,0.3,204|People|1,1
5,0.3,204|People|2,1
5,0.3,204|People|3,1
5,0.3,204|People|4,1
5,0.3,204|People|5,1
5,0.3,204|People|6,1
5,0.3,204|People|7,1
5,0.3,204|Lamp|0,1
5,0.3,204|Lamp|1,1
5,0.3,204|Lamp|2,0
5,0.3,205|People|0,0
5,0.3,205|People|1,1
5,0.3,205|People|2,1
5,0.3,205|People|3,1
5,0.3,205|People|4,1
5,0.3,205|People|5,1
5,0.3,205|People|6,1
5,0.3,205|People|7,0
5,0.3,205|People|8,1
5,0.3,205|Lamp|0,1
5,0.3,205|Lamp|1,1
5,0.3,205|Lamp|2,0
5,0.3,206|People|0,1
5,0.3,206|People|1,1
5,0.3,206|People|2,1
5,0.3,206|People|3,1
5,0.3,206|People|4,0
5,0.3,206|People|5,0
5,0.3,206|People|6,0
5,0.3,206|People|7,0
5,0.3,206|Lamp|0,1
5,0.3,209|People|0,1
5,0.3,209|Lamp|0,1
5,0.3,210|People|0,1
5,0.3,210|People|1,1
5,0.3,210|People|2,0
5,0.3,210|Lamp|0,1
5,0.3,213|People|0,1
5,0.3,213|People|1,1
5,0.3,213|People|2,1
5,0.3,213|People|3,0
5,0.3,213|People|4,0
5,0.3,213|People|5,0
5,0.3,213|People|6,0
5,0.3,213|People|7,0
5,0.3,213|Lamp|0,1
5,0.3,213|Lamp|1,1
5,0.3,213|Lamp|2,0
5,0.3,217|People|0,0
5,0.3,217|People|1,0
5,0.3,217|Lamp|0,0
5,0.3,222|People|0,1
5,0.3,222|People|1,0
5,0.3,222|People|2,0
5,0.3,222|People|3,1
5,0.3,222|People|4,1
5,0.3,222|People|5,1
5,0.3,222|People|6,1
5,0.3,222|People|7,0
5,0.3,222|People|8,1
5,0.3,222|Lamp|0,0
5,0.3,222|Lamp|1,0
5,0.3,222|Lamp|2,1
5,0.3,222|Lamp|3,1
5,0.3,222|Lamp|4,0
5,0.3,222|Lamp|5,1
5,0.3,222|Lamp|6,0
5,0.3,231|People|0,0
5,0.3,231|People|1,1
5,0.3,231|People|2,1
5,0.3,231|People|3,1
5,0.3,231|People|4,1
5,0.3,231|People|5,0
5,0.3,231|People|6,1
5,0.3,231|People|7,1
5,0.3,231|People|8,0
5,0.3,231|People|9,1
5,0.3,231|People|10,0
5,0.3,231|People|11,0
5,0.3,231|Lamp|0,1
5,0.3,231|Lamp|1,0
5,0.3,231|Lamp|2,1
5,0.3,231|Lamp|3,1
5,0.3,231|Lamp|4,1
5,0.3,232|People|0,0
5,0.3,232|People|1,0
5,0.3,232|People|2,0
5,0.3,232|People|3,0
5,0.3,232|People|4,0
5,0.3,232|People|5,1
5,0.3,232|People|6,1
5,0.3,232|People|7,1
5,0.3,232|People|8,1
5,0.3,232|People|9,0
5,0.3,232|People|10,0
5,0.3,232|People|11,0
5,0.3,232|Lamp|0,1
5,0.3,232|Lamp|1,0
5,0.3,232|Lamp|2,1
5,0.3,232|Lamp|3,1
5,0.3,232|Lamp|4,0
5,0.3,232|Lamp|5,0
5,0.3,240|People|0,0
5,0.3,240|People|1,0
5,0.3,240|People|2,1
5,0.3,240|People|3,1
5,0.3,240|People|4,1
5,0.3,240|People|5,1
5,0.3,240|People|6,0
5,0.3,240|Lamp|0,0
5,0.3,240|Lamp|1,0
5,0.3,240|Lamp|2,1
5,0.3,240|Lamp|3,0
5,0.3,240|Lamp|4,0
5,0.3,388|People|0,1
5,0.3,388|People|1,1
5,0.3,388|People|2,1
5,0.3,388|People|3,1
5,0.3,388|People|4,1
5,0.3,388|People|5,1
5,0.3,388|People|6,1
5,0.3,388|People|7,1
5,0.3,388|People|8,1
5,0.3,388|People|9,1
5,0.3,388|Lamp|0,1
5,0.3,389|People|0,1
5,0.3,389|People|1,1
5,0.3,389|People|2,0
5,0.3,389|People|3,1
5,0.3,389|People|4,1
5,0.3,389|People|5,1
5,0.3,389|People|6,1
5,0.3,389|People|7,1
5,0.3,389|People|8,1
5,0.3,389|People|9,1
5,0.3,389|Lamp|0,0
5,0.3,389|Lamp|1,1
5,0.3,392|People|0,1
5,0.3,392|People|1,0
5,0.3,392|People|2,0
5,0.3,392|People|3,1
5,0.3,392|Lamp|0,1
5,0.3,392|Lamp|1,1
5,0.3,394|People|0,1
5,0.3,394|People|1,1
5,0.3,394|People|2,1
5,0.3,394|People|3,1
5,0.3,394|People|4,1
5,0.3,394|People|5,1
5,0.3,394|Lamp|0,1
5,0.3,394|Lamp|1,1
5,0.3,395|People|0,0
5,0.3,395|People|1,0
5,0.3,395|People|2,1
5,0.3,395|People|3,1
5,0.3,395|People|4,1
5,0.3,395|People|5,1
5,0.3,395|People|6,1
5,0.3,395|Lamp|0,1
5,0.3,395|Lamp|1,1
5,0.3,396|People|0,0
5,0.3,396|People|1,0
5,0.3,396|People|2,1
5,0.3,396|People|3,0
5,0.3,396|People|4,1
5,0.3,396|People|5,1
5,0.3,396|Lamp|0,1
5,0.3,396|Lamp|1,1
5,0.3,409|People|0,1
5,0.3,409|People|1,1
5,0.3,409|People|2,0
5,0.3,409|People|3,1
5,0.3,409|People|4,0
5,0.3,409|Lamp|0,0
5,0.3,410|People|0,1
5,0.3,410|People|1,0
5,0.3,410|People|2,0
5,0.3,410|People|3,0
5,0.3,410|People|4,0
5,0.3,410|People|5,1
5,0.3,410|Lamp|0,1
5,0.3,413|People|0,1
5,0.3,413|People|1,1
5,0.3,413|People|2,1
5,0.3,413|People|3,0
5,0.3,413|People|4,0
5,0.3,413|People|5,0
5,0.3,413|Lamp|0,0
5,0.3,419|People|0,0
5,0.3,419|People|1,0
5,0.3,419|Lamp|0,0
5,0.3,419|Lamp|1,1
5,0.3,422|People|0,1
5,0.3,422|People|1,1
5,0.3,422|People|2,1
5,0.3,422|People|3,1
5,0.3,422|People|4,1
5,0.3,422|Lamp|0,0
5,0.3,425|People|0,0
5,0.3,425|People|1,1
5,0.3,425|People|2,1
5,0.3,425|People|3,1
5,0.3,425|People|4,0
5,0.3,425|People|5,1
5,0.3,425|People|6,1
5,0.3,425|People|7,0
5,0.3,425|Lamp|0,0
5,0.3,427|People|0,0
5,0.3,427|People|1,0
5,0.3,427|People|2,0
5,0.3,427|People|3,1
5,0.3,427|People|4,1
5,0.3,427|People|5,1
5,0.3,427|People|6,1
5,0.3,427|People|7,1
5,0.3,427|Lamp|0,0
5,0.3,428|People|0,0
5,0.3,428|People|1,0
5,0.3,428|People|2,1
5,0.3,428|People|3,1
5,0.3,428|People|4,1
5,0.3,428|People|5,1
5,0.3,428|People|6,1
5,0.3,428|Lamp|0,0
5,0.3,438|People|0,1
5,0.3,438|People|1,1
5,0.3,438|People|2,0
5,0.3,438|People|3,0
5,0.3,438|People|4,0
5,0.3,438|Lamp|0,1
5,0.3,438|Lamp|1,0
5,0.3,438|Lamp|2,1
5,0.3,438|Lamp|3,1
5,0.3,440|People|0,1
5,0.3,440|People|1,1
5,0.3,440|People|2,0
5,0.3,440|People|3,0
5,0.3,440|People|4,0
5,0.3,440|People|5,0
5,0.3,440|People|6,0
5,0.3,440|Lamp|0,1
5,0.3,440|Lamp|1,1
5,0.3,440|Lamp|2,1
5,0.3,440|Lamp|3,1
5,0.3,442|People|0,1
5,0.3,442|People|1,1
5,0.3,442|People|2,0
5,0.3,442|People|3,0
5,0.3,442|People|4,0
5,0.3,442|People|5,1
5,0.3,442|People|6,1
5,0.3,442|People|7,1
5,0.3,442|Lamp|0,1
5,0.3,442|Lamp|1,1
5,0.3,442|Lamp|2,1
5,0.3,442|Lamp|3,1
5,0.3,444|People|0,1
5,0.3,444|People|1,1
5,0.3,444|People|2,0
5,0.3,444|People|3,0
5,0.3,444|People|4,0
5,0.3,444|People|5,0
5,0.3,444|Lamp|0,1
5,0.3,444|Lamp|1,1
5,0.3,444|Lamp|2,1
5,0.3,444|Lamp|3,0
5,0.3,448|People|0,1
5,0.3,448|People|1,1
5,0.3,448|People|2,1
5,0.3,448|People|3,0
5,0.3,448|People|4,0
5,0.3,448|People|5,0
5,0.3,448|People|6,0
5,0.3,448|Lamp|0,1
5,0.3,448|Lamp|1,1
5,0.3,448|Lamp|2,0
5,0.3,448|Lamp|3,0
5,0.3,448|Lamp|4,0
5,0.3,448|Lamp|5,0
5,0.3,449|People|0,1
5,0.3,449|People|1,1
5,0.3,449|People|2,1
5,0.3,449|People|3,0
5,0.3,449|People|4,0
5,0.3,449|People|5,0
5,0.3,449|Lamp|0,0
5,0.3,449|Lamp|1,1
5,0.3,449|Lamp|2,1
5,0.3,449|Lamp|3,0
5,0.3,449|Lamp|4,1
5,0.3,452|People|0,1
5,0.3,452|People|1,1
5,0.3,452|Lamp|0,1
5,0.3,452|Lamp|1,1
5,0.3,452|Lamp|2,1
5,0.3,453|People|0,1
5,0.3,453|Lamp|0,1
5,0.3,453|Lamp|1,1
5,0.3,453|Lamp|2,1
5,0.3,453|Lamp|3,1
5,0.3,459|People|0,0
5,0.3,459|People|1,0
5,0.3,459|People|2,1
5,0.3,459|People|3,1
5,0.3,459|People|4,1
5,0.3,459|People|5,1
5,0.3,459|Lamp|0,0
5,0.3,459|Lamp|1,0
5,0.3,459|Lamp|2,0
5,0.3,462|People|0,1
5,0.3,462|People|1,1
5,0.3,462|People|2,1
5,0.3,462|People|3,1
5,0.3,462|People|4,1
5,0.3,462|People|5,1
5,0.3,462|People|6,1
5,0.3,462|Lamp|0,1
5,0.3,462|Lamp|1,0
5,0.3,466|People|0,1
5,0.3,466|People|1,1
5,0.3,466|People|2,1
5,0.3,466|People|3,1
5,0.3,466|People|4,1
5,0.3,466|People|5,1
5,0.3,466|Lamp|0,1
5,0.3,466|Lamp|1,0
5,0.3,468|People|0,1
5,0.3,468|People|1,1
5,0.3,468|People|2,1
5,0.3,468|People|3,1
5,0.3,468|People|4,1
5,0.3,468|People|5,1
5,0.3,468|People|6,1
5,0.3,468|Lamp|0,1
5,0.3,468|Lamp|1,0
5,0.3,470|People|0,1
5,0.3,470|People|1,0
5,0.3,470|Lamp|0,1
5,0.3,476|People|0,0
5,0.3,476|People|1,1
5,0.3,476|Lamp|0,0
5,0.3,478|People|0,0
5,0.3,478|Lamp|0,0
5,0.3,479|People|0,1
5,0.3,479|Lamp|0,1
5,0.3,480|People|0,1
5,0.3,480|People|1,0
5,0.3,480|People|2,0
5,0.3,480|Lamp|0,0
5,0.3,486|People|0,1
5,0.3,486|People|1,0
5,0.3,486|People|2,0
5,0.3,486|People|3,0
5,0.3,486|People|4,1
5,0.3,486|People|5,1
5,0.3,486|People|6,0
5,0.3,486|Lamp|0,0
5,0.3,489|People|0,1
5,0.3,489|People|1,0
5,0.3,489|People|2,1
5,0.3,489|People|3,1
5,0.3,489|People|4,0
5,0.3,489|People|5,0
5,0.3,489|People|6,0
5,0.3,489|People|7,0
5,0.3,489|People|8,0
5,0.3,489|People|9,0
5,0.3,489|Lamp|0,1
5,0.3,489|Lamp|1,0
5,0.3,493|People|0,0
5,0.3,493|People|1,1
5,0.3,493|People|2,1
5,0.3,493|People|3,1
5,0.3,493|People|4,1
5,0.3,493|People|5,1
5,0.3,493|People|6,1
5,0.3,493|People|7,0
5,0.3,493|Lamp|0,0
5,0.3,494|People|0,1
5,0.3,494|People|1,0
5,0.3,494|People|2,0
5,0.3,494|People|3,0
5,0.3,494|People|4,0
5,0.3,494|Lamp|0,1
5,0.3,494|Lamp|1,0
5,0.3,494|Lamp|2,1
5,0.3,503|People|0,0
5,0.3,503|People|1,0
5,0.3,503|Lamp|0,1
5,0.3,503|Lamp|1,1
5,0.3,505|People|0,0
5,0.3,505|People|1,0
5,0.3,505|People|2,0
5,0.3,505|People|3,0
5,0.3,505|People|4,0
5,0.3,505|Lamp|0,1
5,0.3,507|People|0,1
5,0.3,507|People|1,0
5,0.3,507|People|2,0
5,0.3,507|People|3,0
5,0.3,507|People|4,0
5,0.3,507|People|5,1
5,0.3,507|People|6,1
5,0.3,507|Lamp|0,1
5,0.3,1190|People|0,0
5,0.3,1190|People|1,0
5,0.3,1190|People|2,0
5,0.3,1190|People|3,0
5,0.3,1190|People|4,0
5,0.3,1190|People|5,0
5,0.3,1190|People|6,0
5,0.3,1190|People|7,0
5,0.3,1190|Lamp|0,0
5,0.3,1196|People|0,0
5,0.3,1196|People|1,0
5,0.3,1196|Lamp|0,1
5,0.3,1199|People|0,0
5,0.3,1199|People|1,0
5,0.3,1199|People|2,0
5,0.3,1199|Lamp|0,1
5,0.3,1200|People|0,0
5,0.3,1200|People|1,1
5,0.3,1200|Lamp|0,1
5,0.3,1204|People|0,1
5,0.3,1204|People|1,1
5,0.3,1204|People|2,0
5,0.3,1204|People|3,0
5,0.3,1204|Lamp|0,0
5,0.3,1206|People|0,1
5,0.3,1206|People|1,1
5,0.3,1206|People|2,0
5,0.3,1206|Lamp|0,0
5,0.3,1207|People|0,1
5,0.3,1207|People|1,1
5,0.3,1207|People|2,0
5,0.3,1207|Lamp|0,0
5,0.3,1211|People|0,1
5,0.3,1211|People|1,1
5,0.3,1211|People|2,0
5,0.3,1211|People|3,0
5,0.3,1211|Lamp|0,0
5,0.3,1213|People|0,1
5,0.3,1213|People|1,1
5,0.3,1213|Lamp|0,0
5,0.3,1216|People|0,1
5,0.3,1216|People|1,1
5,0.3,1216|Lamp|0,0
5,0.3,1218|People|0,1
5,0.3,1218|People|1,1
5,0.3,1218|Lamp|0,0
5,0.3,1219|People|0,1
5,0.3,1219|People|1,0
5,0.3,1219|People|2,0
5,0.3,1219|People|3,0
5,0.3,1219|Lamp|0,1
5,0.3,1219|Lamp|1,1
5,0.3,1221|People|0,1
5,0.3,1221|People|1,0
5,0.3,1221|People|2,0
5,0.3,1221|Lamp|0,0
5,0.3,1222|People|0,1
5,0.3,1222|People|1,1
5,0.3,1222|People|2,0
5,0.3,1222|Lamp|0,0
5,0.3,1225|People|0,0
5,0.3,1225|People|1,0
5,0.3,1225|People|2,0
5,0.3,1225|People|3,0
5,0.3,1225|People|4,0
5,0.3,1225|People|5,0
5,0.3,1225|People|6,0
5,0.3,1225|Lamp|0,1
5,0.3,1225|Lamp|1,1
5,0.3,1226|People|0,0
5,0.3,1226|People|1,0
5,0.3,1226|People|2,0
5,0.3,1226|People|3,0
5,0.3,1226|People|4,0
5,0.3,1226|Lamp|0,0
5,0.3,1226|Lamp|1,0
5,0.3,1226|Lamp|2,0
5,0.3,1228|People|0,0
5,0.3,1228|Lamp|0,0
5,0.3,1266|People|0,0
5,0.3,1266|People|1,0
5,0.3,1266|Lamp|0,1
5,0.3,1266|Lamp|1,1
5,0.3,1268|People|0,1
5,0.3,1268|Lamp|0,1
5,0.3,1268|Lamp|1,0
5,0.3,1268|Lamp|2,0
5,0.3,1268|Lamp|3,0
5,0.3,1273|People|0,0
5,0.3,1273|Lamp|0,0
5,0.3,1273|Lamp|1,0
5,0.3,1274|People|0,0
5,0.3,1274|Lamp|0,0
5,0.3,1274|Lamp|1,1
5,0.3,1274|Lamp|2,0
5,0.3,1285|People|0,1
5,0.3,1285|Lamp|0,1
5,0.3,1285|Lamp|1,1
5,0.3,1285|Lamp|2,1
5,0.3,1291|People|0,0
5,0.3,1291|Lamp|0,0
5,0.3,1291|Lamp|1,1
5,0.3,1295|People|0,1
5,0.3,1295|People|1,0
5,0.3,1295|People|2,0
5,0.3,1295|Lamp|0,1
5,0.3,1299|People|0,1
5,0.3,1299|People|1,0
5,0.3,1299|People|2,0
5,0.3,1299|Lamp|0,0
5,0.3,2046|People|0,1
5,0.3,2046|People|1,1
5,0.3,2046|Lamp|0,1
5,0.3,2046|Lamp|1,1
5,0.3,2046|Lamp|2,1
5,0.3,2046|Lamp|3,0
5,0.3,2050|People|0,1
5,0.3,2050|People|1,0
5,0.3,2050|Lamp|0,1
5,0.3,2050|Lamp|1,0
5,0.3,2050|Lamp|2,1
5,0.3,2050|Lamp|3,0
5,0.3,2051|People|0,1
5,0.3,2051|People|1,0
5,0.3,2051|Lamp|0,0
5,0.3,2051|Lamp|1,0
5,0.3,2051|Lamp|2,1
5,0.3,2051|Lamp|3,0
5,0.3,2052|People|0,1
5,0.3,2052|People|1,0
5,0.3,2052|Lamp|0,1
5,0.3,2052|Lamp|1,1
5,0.3,2052|Lamp|2,0
5,0.3,2052|Lamp|3,0
5,0.3,2056|People|0,1
5,0.3,2056|People|1,1
5,0.3,2056|Lamp|0,1
5,0.3,2056|Lamp|1,0
5,0.3,2056|Lamp|2,1
5,0.3,2056|Lamp|3,0
5,0.3,2057|People|0,1
5,0.3,2057|People|1,1
5,0.3,2057|Lamp|0,0
5,0.3,2057|Lamp|1,0
5,0.3,2057|Lamp|2,0
5,0.3,2057|Lamp|3,1
5,0.3,2058|People|0,1
5,0.3,2058|People|1,1
5,0.3,2058|Lamp|0,0
5,0.3,2058|Lamp|1,0
5,0.3,2058|Lamp|2,1
5,0.3,2058|Lamp|3,0
5,0.3,2058|Lamp|4,0
5,0.3,2058|Lamp|5,0
5,0.3,2059|People|0,1
5,0.3,2059|People|1,0
5,0.3,2059|Lamp|0,0
5,0.3,2059|Lamp|1,0
5,0.3,2059|Lamp|2,0
5,0.3,2059|Lamp|3,0
5,0.3,2061|People|0,1
5,0.3,2061|People|1,1
5,0.3,2061|Lamp|0,1
5,0.3,2061|Lamp|1,0
5,0.3,2061|Lamp|2,0
5,0.3,2061|Lamp|3,1
5,0.3,2061|Lamp|4,0
5,0.3,2061|Lamp|5,0
5,0.3,2065|People|0,1
5,0.3,2065|People|1,1
5,0.3,2065|Lamp|0,0
5,0.3,2065|Lamp|1,0
5,0.3,2065|Lamp|2,1
5,0.3,2065|Lamp|3,0
5,0.3,2065|Lamp|4,0
5,0.3,2065|Lamp|5,1
5,0.3,2067|People|0,1
5,0.3,2067|People|1,0
5,0.3,2067|Lamp|0,1
5,0.3,2067|Lamp|1,1
5,0.3,2067|Lamp|2,0
5,0.3,2067|Lamp|3,1
5,0.3,2068|People|0,1
5,0.3,2068|People|1,0
5,0.3,2068|Lamp|0,1
5,0.3,2068|Lamp|1,1
5,0.3,2068|Lamp|2,0
5,0.3,2068|Lamp|3,0
5,0.3,2069|People|0,1
5,0.3,2069|People|1,1
5,0.3,2069|Lamp|0,1
5,0.3,2069|Lamp|1,1
5,0.3,2069|Lamp|2,0
5,0.3,2069|Lamp|3,0
5,0.3,2069|Lamp|4,0
5,0.3,2069|Lamp|5,0
5,0.3,2070|People|0,1
5,0.3,2070|People|1,0
5,0.3,2070|Lamp|0,1
5,0.3,2070|Lamp|1,0
5,0.3,2070|Lamp|2,1
5,0.3,2070|Lamp|3,1
5,0.3,2072|People|0,1
5,0.3,2072|People|1,1
5,0.3,2072|Lamp|0,1
5,0.3,2072|Lamp|1,0
5,0.3,2072|Lamp|2,0
5,0.3,2072|Lamp|3,0
5,0.3,2072|Lamp|4,0
5,0.3,2072|Lamp|5,1
5,0.3,2073|People|0,1
5,0.3,2073|People|1,0
5,0.3,2073|Lamp|0,1
5,0.3,2073|Lamp|1,0
5,0.3,2073|Lamp|2,1
5,0.3,2073|Lamp|3,0
5,0.3,2073|Lamp|4,0
5,0.3,2073|Lamp|5,1
5,0.3,2074|People|0,1
5,0.3,2074|People|1,0
5,0.3,2074|Lamp|0,1
5,0.3,2074|Lamp|1,0
5,0.3,2074|Lamp|2,0
5,0.3,2074|Lamp|3,0
5,0.3,2074|Lamp|4,1
5,0.3,2074|Lamp|5,1
5,0.3,2074|Lamp|6,0
5,0.3,2074|Lamp|7,1
5,0.3,2076|People|0,1
5,0.3,2076|People|1,1
5,0.3,2076|Lamp|0,1
5,0.3,2076|Lamp|1,0
5,0.3,2076|Lamp|2,0
5,0.3,2076|Lamp|3,0
5,0.3,2076|Lamp|4,1
5,0.3,2076|Lamp|5,1
5,0.3,2076|Lamp|6,1
5,0.3,2076|Lamp|7,0
5,0.3,2082|People|0,1
5,0.3,2082|People|1,1
5,0.3,2082|Lamp|0,0
5,0.3,2082|Lamp|1,0
5,0.3,2082|Lamp|2,0
5,0.3,2082|Lamp|3,0
5,0.3,2082|Lamp|4,0
5,0.3,2082|Lamp|5,0
5,0.3,2084|People|0,1
5,0.3,2084|People|1,1
5,0.3,2084|Lamp|0,1
5,0.3,2084|Lamp|1,1
5,0.3,2084|Lamp|2,0
5,0.3,2084|Lamp|3,0
5,0.3,2084|Lamp|4,0
5,0.3,2084|Lamp|5,0
5,0.3,2087|People|0,1
5,0.3,2087|People|1,1
5,0.3,2087|Lamp|0,0
5,0.3,2087|Lamp|1,1
5,0.3,2087|Lamp|2,1
5,0.3,2090|People|0,1
5,0.3,2090|People|1,1
5,0.3,2090|Lamp|0,0
5,0.3,2090|Lamp|1,0
5,0.3,2090|Lamp|2,1
5,0.3,2090|Lamp|3,1
5,0.3,2091|People|0,1
5,0.3,2091|People|1,1
5,0.3,2091|Lamp|0,0
5,0.3,2091|Lamp|1,0
5,0.3,2091|Lamp|2,1
5,0.3,2091|Lamp|3,0
5,0.3,2091|Lamp|4,0
5,0.3,2091|Lamp|5,1
5,0.3,2092|People|0,1
5,0.3,2092|People|1,1
5,0.3,2092|Lamp|0,0
5,0.3,2092|Lamp|1,0
5,0.3,2092|Lamp|2,1
5,0.3,2092|Lamp|3,0
5,0.3,2092|Lamp|4,0
5,0.3,2092|Lamp|5,1
5,0.3,2093|People|0,1
5,0.3,2093|People|1,0
5,0.3,2093|Lamp|0,0
5,0.3,2093|Lamp|1,0
5,0.3,2093|Lamp|2,1
5,0.3,2093|Lamp|3,0
5,0.3,2093|Lamp|4,0
5,0.3,2093|Lamp|5,1
5,0.3,2120|People|0,0
5,0.3,2120|People|1,1
5,0.3,2120|People|2,0
5,0.3,2120|Lamp|0,0
5,0.3,2127|People|0,0
5,0.3,2127|People|1,0
5,0.3,2127|People|2,1
5,0.3,2127|Lamp|0,1
5,0.3,2127|Lamp|1,0
5,0.3,2127|Lamp|2,0
5,0.3,2127|Lamp|3,0
5,0.3,2129|People|0,1
5,0.3,2129|People|1,0
5,0.3,2129|People|2,0
5,0.3,2129|Lamp|0,0
5,0.3,2129|Lamp|1,1
5,0.3,2139|People|0,1
5,0.3,2139|Lamp|0,1
5,0.3,2139|Lamp|1,1
5,0.3,2139|Lamp|2,1
5,0.3,2140|People|0,0
5,0.3,2140|Lamp|0,1
5,0.3,2140|Lamp|1,1
5,0.3,2140|Lamp|2,0
5,0.3,2149|People|0,1
5,0.3,2149|Lamp|0,1
5,0.3,2149|Lamp|1,1
5,0.3,2150|People|0,1
5,0.3,2150|Lamp|0,1
5,0.3,2150|Lamp|1,1
5,0.3,2151|People|0,1
5,0.3,2151|Lamp|0,1
5,0.3,2151|Lamp|1,1
5,0.3,2158|People|0,0
5,0.3,2158|Lamp|0,1
5,0.3,2158|Lamp|1,1
5,0.3,2160|People|0,1
5,0.3,2160|Lamp|0,1
5,0.3,2160|Lamp|1,1
5,0.3,2190|People|0,1
5,0.3,2190|People|1,0
5,0.3,2190|People|2,1
5,0.3,2190|Lamp|0,1
5,0.3,2190|Lamp|1,1
5,0.3,2191|People|0,1
5,0.3,2191|People|1,0
5,0.3,2191|People|2,1
5,0.3,2191|Lamp|0,1
5,0.3,2191|Lamp|1,0
5,0.3,2193|People|0,1
5,0.3,2193|People|1,1
5,0.3,2193|People|2,0
5,0.3,2193|Lamp|0,1
5,0.3,2193|Lamp|1,1
5,0.3,2195|People|0,1
5,0.3,2195|People|1,1
5,0.3,2195|People|2,0
5,0.3,2195|Lamp|0,1
5,0.3,2195|Lamp|1,1
5,0.3,2200|People|0,0
5,0.3,2200|Lamp|0,1
5,0.3,2200|Lamp|1,1
5,0.3,2217|People|0,0
5,0.3,2217|Lamp|0,0
5,0.3,2217|Lamp|1,0
5,0.3,2218|People|0,0
5,0.3,2218|Lamp|0,0
5,0.3,2218|Lamp|1,0
5,0.3,2226|People|0,0
5,0.3,2226|Lamp|0,1
5,0.3,2226|Lamp|1,1
5,0.3,2226|Lamp|2,1
5,0.3,2226|Lamp|3,0
5,0.3,2226|Lamp|4,1
5,0.3,2292|People|0,0
5,0.3,2292|Lamp|0,0
5,0.3,2292|Lamp|1,0
5,0.3,2292|Lamp|2,0
5,0.3,2292|Lamp|3,0
5,0.3,2293|People|0,0
5,0.3,2293|Lamp|0,0
5,0.3,2293|Lamp|1,0
5,0.3,2293|Lamp|2,0
5,0.3,2293|Lamp|3,0
5,0.3,2295|People|0,0
5,0.3,2295|Lamp|0,0
5,0.3,2295|Lamp|1,0
5,0.3,2295|Lamp|2,0
5,0.3,2295|Lamp|3,0
5,0.3,2295|Lamp|4,0
5,0.3,2295|Lamp|5,0
5,0.3,2295|Lamp|6,0
5,0.3,2295|Lamp|7,0
5,0.3,2297|People|0,0
5,0.3,2297|Lamp|0,1
5,0.3,2297|Lamp|1,0
5,0.3,2297|Lamp|2,0
5,0.3,2297|Lamp|3,0
5,0.3,2297|Lamp|4,0
5,0.3,2298|People|0,0
5,0.3,2298|Lamp|0,0
5,0.3,2298|Lamp|1,0
5,0.3,2298|Lamp|2,0
5,0.3,2298|Lamp|3,0
5,0.3,2298|Lamp|4,1
5,0.3,2299|People|0,0
5,0.3,2299|Lamp|0,0
5,0.3,2299|Lamp|1,0
5,0.3,2299|Lamp|2,0
5,0.3,2299|Lamp|3,0
5,0.3,2299|Lamp|4,0
5,0.3,2299|Lamp|5,1
5,0.3,2328|People|0,1
5,0.3,2328|People|1,0
5,0.3,2328|People|2,0
5,0.3,2328|Lamp|0,0
5,0.3,2332|People|0,1
5,0.3,2332|People|1,1
5,0.3,2332|People|2,0
5,0.3,2332|People|3,0
5,0.3,2332|Lamp|0,0
5,0.3,2335|People|0,1
5,0.3,2335|People|1,1
5,0.3,2335|People|2,1
5,0.3,2335|People|3,0
5,0.3,2335|Lamp|0,0
5,0.3,2337|People|0,0
5,0.3,2337|People|1,0
5,0.3,2337|Lamp|0,0
5,0.3,2453|People|0,0
5,0.3,2453|People|1,0
5,0.3,2453|Lamp|0,0
5,0.3,2456|People|0,1
5,0.3,2456|Lamp|0,0
5,0.3,2456|Lamp|1,0
5,0.3,2456|Lamp|2,0
5,0.3,2457|People|0,1
5,0.3,2457|Lamp|0,0
