r,m,clave,detectado
5,0.1,2074|Lamp|4,1
5,0.1,2074|Lamp|5,1
5,0.1,2074|Lamp|6,0
5,0.1,2074|Lamp|7,1
5,0.1,2076|People|0,1
5,0.1,2076|People|1,1
5,0.1,2076|Lamp|0,1
5,0.1,2076|Lamp|1,0
5,0.1,2076|Lamp|2,0
5,0.1,2076|Lamp|3,0
5,0.1,2076|Lamp|4,1
5,0.1,2076|Lamp|5,1
5,0.1,2076|Lamp|6,1
5,0.1,2076|Lamp|7,0
5,0.1,2082|People|0,1
5,0.1,2082|People|1,1
5,0.1,2082|Lamp|0,0
5,0.1,2082|Lamp|1,0
5,0.1,2082|Lamp|2,1
5,0.1,2082|Lamp|3,0
5,0.1,2082|Lamp|4,1
5,0.1,2082|Lamp|5,0
5,0.1,2084|People|0,1
5,0.1,2084|People|1,1
5,0.1,2084|Lamp|0,1
5,0.1,2084|Lamp|1,1
5,0.1,2084|Lamp|2,0
5,0.1,2084|Lamp|3,0
5,0.1,2084|Lamp|4,0
5,0.1,2084|Lamp|5,0
5,0.1,2087|People|0,1
5,0.1,2087|People|1,1
5,0.1,2087|Lamp|0,0
5,0.1,2087|Lamp|1,1
5,0.1,2087|Lamp|2,1
5,0.1,2090|People|0,1
5,0.1,2090|People|1,1
5,0.1,2090|Lamp|0,0
5,0.1,2090|Lamp|1,0
5,0.1,2090|Lamp|2,1
5,0.1,2090|Lamp|3,1
5,0.1,2091|People|0,1
5,0.1,2091|People|1,1
5,0.1,2091|Lamp|0,0
5,0.1,2091|Lamp|1,0
5,0.1,2091|Lamp|2,1
5,0.1,2091|Lamp|3,0
5,0.1,2091|Lamp|4,0
5,0.1,2091|Lamp|5,1
5,0.1,2092|People|0,1
5,0.1,2092|People|1,1
5,0.1,2092|Lamp|0,0
5,0.1,2092|Lamp|1,0
5,0.1,2092|Lamp|2,1
5,0.1,2092|Lamp|3,0
5,0.1,2092|Lamp|4,0
5,0.1,2092|Lamp|5,1
5,0.1,2093|People|0,1
5,0.1,2093|People|1,0
5,0.1,2093|Lamp|0,0
5,0.1,2093|Lamp|1,0
5,0.1,2093|Lamp|2,0
5,0.1,2093|Lamp|3,0
5,0.1,2093|Lamp|4,1
5,0.1,2093|Lamp|5,1
5,0.1,2120|People|0,0
5,0.1,2120|People|1,1
5,0.1,2120|People|2,0
5,0.1,2120|Lamp|0,0
5,0.1,2127|People|0,0
5,0.1,2127|People|1,0
5,0.1,2127|People|2,1
5,0.1,2127|Lamp|0,1
5,0.1,2127|Lamp|1,0
5,0.1,2127|Lamp|2,0
5,0.1,2127|Lamp|3,0
5,0.1,2129|People|0,0
5,0.1,2129|People|1,1
5,0.1,2129|People|2,0
5,0.1,2129|Lamp|0,0
5,0.1,2129|Lamp|1,1
5,0.1,2139|People|0,1
5,0.1,2139|Lamp|0,1
5,0.1,2139|Lamp|1,1
5,0.1,2139|Lamp|2,0
5,0.1,2140|People|0,0
5,0.1,2140|Lamp|0,1
5,0.1,2140|Lamp|1,1
5,0.1,2140|Lamp|2,0
5,0.1,2149|People|0,1
5,0.1,2149|Lamp|0,1
5,0.1,2149|Lamp|1,1
5,0.1,2150|People|0,1
5,0.1,2150|Lamp|0,1
5,0.1,2150|Lamp|1,1
5,0.1,2151|People|0,1
5,0.1,2151|Lamp|0,1
5,0.1,2151|Lamp|1,1
5,0.1,2158|People|0,0
5,0.1,2158|Lamp|0,1
5,0.1,2158|Lamp|1,1
5,0.1,2160|People|0,1
5,0.1,2160|Lamp|0,1
5,0.1,2160|Lamp|1,1
5,0.1,2190|People|0,1
5,0.1,2190|People|1,0
5,0.1,2190|People|2,0
5,0.1,2190|Lamp|0,0
5,0.1,2190|Lamp|1,1
5,0.1,2191|People|0,1
5,0.1,2191|People|1,0
5,0.1,2191|People|2,1
5,0.1,2191|Lamp|0,0
5,0.1,2191|Lamp|1,1
5,0.1,2193|People|0,1
5,0.1,2193|People|1,1
5,0.1,2193|People|2,0
5,0.1,2193|Lamp|0,1
5,0.1,2193|Lamp|1,1
5,0.1,2195|People|0,1
5,0.1,2195|People|1,1
5,0.1,2195|People|2,1
5,0.1,2195|Lamp|0,1
5,0.1,2195|Lamp|1,1
5,0.1,2200|People|0,0
5,0.1,2200|Lamp|0,1
5,0.1,2200|Lamp|1,1
5,0.1,2217|People|0,0
5,0.1,2217|Lamp|0,0
5,0.1,2217|Lamp|1,0
5,0.1,2218|People|0,0
5,0.1,2218|Lamp|0,0
5,0.1,2218|Lamp|1,0
5,0.1,2226|People|0,0
5,0.1,2226|Lamp|0,1
5,0.1,2226|Lamp|1,0
5,0.1,2226|Lamp|2,1
5,0.1,2226|Lamp|3,0
5,0.1,2226|Lamp|4,1
5,0.1,2292|People|0,0
5,0.1,2292|Lamp|0,0
5,0.1,2292|Lamp|1,0
5,0.1,2292|Lamp|2,0
5,0.1,2292|Lamp|3,0
5,0.1,2293|People|0,0
5,0.1,2293|Lamp|0,0
5,0.1,2293|Lamp|1,0
5,0.1,2293|Lamp|2,0
5,0.1,2293|Lamp|3,0
5,0.1,2295|People|0,0
5,0.1,2295|Lamp|0,0
5,0.1,2295|Lamp|1,0
5,0.1,2295|Lamp|2,0
5,0.1,2295|Lamp|3,0
5,0.1,2295|Lamp|4,0
5,0.1,2295|Lamp|5,0
5,0.1,2295|Lamp|6,0
5,0.1,2295|Lamp|7,0
5,0.1,2297|People|0,0
5,0.1,2297|Lamp|0,0
5,0.1,2297|Lamp|1,0
5,0.1,2297|Lamp|2,0
5,0.1,2297|Lamp|3,0
5,0.1,2297|Lamp|4,0
5,0.1,2298|People|0,0
5,0.1,2298|Lamp|0,0
5,0.1,2298|Lamp|1,0
5,0.1,2298|Lamp|2,0
5,0.1,2298|Lamp|3,0
5,0.1,2298|Lamp|4,1
5,0.1,2299|People|0,0
5,0.1,2299|Lamp|0,0
5,0.1,2299|Lamp|1,0
5,0.1,2299|Lamp|2,0
5,0.1,2299|Lamp|3,0
5,0.1,2299|Lamp|4,0
5,0.1,2299|Lamp|5,1
5,0.1,2328|People|0,1
5,0.1,2328|People|1,0
5,0.1,2328|People|2,0
5,0.1,2328|Lamp|0,0
5,0.1,2332|People|0,1
5,0.1,2332|People|1,1
5,0.1,2332|People|2,0
5,0.1,2332|People|3,0
5,0.1,2332|Lamp|0,0
5,0.1,2335|People|0,1
5,0.1,2335|People|1,1
5,0.1,2335|People|2,0
5,0.1,2335|People|3,0
5,0.1,2335|Lamp|0,0
5,0.1,2337|People|0,0
5,0.1,2337|People|1,0
5,0.1,2337|Lamp|0,0
5,0.1,2453|People|0,0
5,0.1,2453|People|1,0
5,0.1,2453|Lamp|0,0
5,0.1,2456|People|0,1
5,0.1,2456|Lamp|0,0
5,0.1,2456|Lamp|1,0
5,0.1,2456|Lamp|2,0
5,0.1,2457|People|0,1
5,0.1,2457|Lamp|0,0
5,0.1,2457|Lamp|1,0
5,0.1,2457|Lamp|2,0
5,0.1,2457|Lamp|3,0
5,0.1,2465|People|0,0
5,0.1,2465|Lamp|0,0
5,0.1,2465|Lamp|1,0
5,0.1,2465|Lamp|2,0
5,0.1,2467|People|0,0
5,0.1,2467|Lamp|0,0
5,0.1,2467|Lamp|1,0
5,0.1,2468|People|0,0
5,0.1,2468|People|1,0
5,0.1,2468|Lamp|0,0
5,0.1,2468|Lamp|1,0
5,0.1,2478|People|0,1
5,0.1,2478|People|1,1
5,0.1,2478|People|2,0
5,0.1,2478|People|3,0
5,0.1,2478|Lamp|0,1
5,0.1,2478|Lamp|1,1
5,0.1,2489|People|0,0
5,0.1,2489|People|1,1
5,0.1,2489|People|2,0
5,0.1,2489|People|3,1
5,0.1,2489|People|4,0
5,0.1,2489|People|5,1
5,0.1,2489|Lamp|0,0
5,0.1,2489|Lamp|1,0
5,0.1,2490|People|0,0
5,0.1,2490|People|1,1
5,0.1,2490|People|2,0
5,0.1,2490|People|3,0
5,0.1,2490|People|4,0
5,0.1,2490|Lamp|0,0
5,0.1,2490|Lamp|1,0
5,0.1,2491|People|0,1
5,0.1,2491|People|1,1
5,0.1,2491|People|2,1
5,0.1,2491|People|3,0
5,0.1,2491|People|4,0
5,0.1,2491|Lamp|0,0
5,0.1,2491|Lamp|1,0
5,0.1,2602|People|0,0
5,0.1,2602|Lamp|0,0
5,0.1,2602|Lamp|1,0
5,0.1,2602|Lamp|2,0
5,0.1,2606|People|0,0
5,0.1,2606|Lamp|0,0
5,0.1,2606|Lamp|1,0
5,0.1,2607|People|0,0
5,0.1,2607|Lamp|0,0
5,0.1,2607|Lamp|1,0
5,0.1,2622|People|0,1
5,0.1,2622|People|1,0
5,0.1,2622|People|2,0
5,0.1,2622|Lamp|0,1
5,0.1,2622|Lamp|1,1
5,0.1,2622|Lamp|2,1
5,0.1,2717|People|0,0
5,0.1,2717|People|1,0
5,0.1,2717|People|2,0
5,0.1,2717|Lamp|0,0
5,0.1,2720|People|0,0
5,0.1,2720|People|1,0
5,0.1,2720|People|2,0
5,0.1,2720|Lamp|0,0
5,0.1,2721|People|0,0
5,0.1,2721|People|1,0
5,0.1,2721|Lamp|0,0
5,0.1,2727|People|0,1
5,0.1,2727|People|1,0
5,0.1,2727|People|2,0
5,0.1,2727|People|3,0
5,0.1,2727|Lamp|0,0
5,0.1,2732|People|0,0
5,0.1,2732|People|1,0
5,0.1,2732|Lamp|0,0
5,0.1,2735|People|0,0
5,0.1,2735|People|1,0
5,0.1,2735|Lamp|0,0
5,0.1,2736|People|0,0
5,0.1,2736|People|1,0
5,0.1,2736|Lamp|0,0
5,0.1,2738|People|0,0
5,0.1,2738|People|1,0
5,0.1,2738|People|2,0
5,0.1,2738|Lamp|0,0
5,0.1,2940|People|0,1
5,0.1,2940|Lamp|0,0
5,0.1,2940|Lamp|1,0
5,0.1,2942|People|0,1
5,0.1,2942|Lamp|0,0
5,0.1,2942|Lamp|1,0
5,0.1,2942|Lamp|2,0
5,0.1,2942|Lamp|3,0
5,0.1,2942|Lamp|4,0
5,0.1,2945|People|0,1
5,0.1,2945|Lamp|0,0
5,0.1,2945|Lamp|1,0
5,0.1,2945|Lamp|2,0
5,0.1,2947|People|0,1
5,0.1,2947|Lamp|0,1
5,0.1,2947|Lamp|1,1
5,0.1,2947|Lamp|2,0
5,0.1,2947|Lamp|3,0
5,0.1,2947|Lamp|4,0
5,0.1,2949|People|0,0
5,0.1,2949|Lamp|0,1
5,0.1,2949|Lamp|1,0
5,0.1,2949|Lamp|2,0
5,0.1,2949|Lamp|3,0
5,0.1,2949|Lamp|4,0
5,0.1,2949|Lamp|5,0
5,0.1,2950|People|0,0
5,0.1,2950|People|1,0
5,0.1,2950|Lamp|0,1
5,0.1,2950|Lamp|1,0
5,0.1,2950|Lamp|2,0
5,0.1,2950|Lamp|3,0
5,0.1,2950|Lamp|4,0
5,0.1,2951|People|0,0
5,0.1,2951|Lamp|0,1
5,0.1,2951|Lamp|1,0
5,0.1,2951|Lamp|2,0
5,0.1,2951|Lamp|3,0
5,0.1,2951|Lamp|4,0
5,0.1,2953|People|0,0
5,0.1,2953|Lamp|0,0
5,0.1,2953|Lamp|1,1
5,0.1,2953|Lamp|2,0
5,0.1,2953|Lamp|3,0
5,0.1,2957|People|0,0
5,0.1,2957|Lamp|0,1
5,0.1,2957|Lamp|1,0
5,0.1,2957|Lamp|2,1
5,0.1,2957|Lamp|3,0
5,0.1,2957|Lamp|4,0
5,0.1,2957|Lamp|5,0
5,0.1,3024|People|0,0
5,0.1,3024|Lamp|0,0
5,0.1,3024|Lamp|1,0
5,0.1,3052|People|0,0
5,0.1,3052|Lamp|0,0
5,0.1,3053|People|0,0
5,0.1,3053|People|1,0
5,0.1,3053|Lamp|0,0
5,0.1,3053|Lamp|1,0
5,0.1,3054|People|0,0
5,0.1,3054|People|1,0
5,0.1,3054|People|2,0
5,0.1,3054|Lamp|0,0
5,0.1,3054|Lamp|1,0
5,0.1,3057|People|0,0
5,0.1,3057|People|1,0
5,0.1,3057|Lamp|0,0
5,0.1,3057|Lamp|1,0
5,0.1,3059|People|0,1
5,0.1,3059|People|1,0
5,0.1,3059|People|2,0
5,0.1,3059|Lamp|0,0
5,0.1,3059|Lamp|1,0
5,0.1,3060|People|0,1
5,0.1,3060|People|1,1
5,0.1,3060|People|2,0
5,0.1,3060|People|3,0
5,0.1,3060|Lamp|0,0
5,0.1,3060|Lamp|1,0
5,0.1,3061|People|0,0
5,0.1,3061|People|1,1
5,0.1,3061|People|2,1
5,0.1,3061|People|3,0
5,0.1,3061|Lamp|0,0
5,0.1,3061|Lamp|1,0
5,0.1,3063|People|0,1
5,0.1,3063|People|1,0
5,0.1,3063|Lamp|0,0
5,0.1,3063|Lamp|1,0
5,0.1,3063|Lamp|2,0
5,0.1,3063|Lamp|3,0
5,0.1,3066|People|0,0
5,0.1,3066|Lamp|0,0
5,0.1,3066|Lamp|1,0
5,0.1,3066|Lamp|2,0
5,0.1,3066|Lamp|3,0
5,0.1,3066|Lamp|4,0
5,0.1,3066|Lamp|5,0
5,0.1,3072|People|0,1
5,0.1,3072|People|1,0
5,0.1,3072|People|2,0
5,0.1,3072|People|3,0
5,0.1,3072|People|4,0
5,0.1,3072|People|5,0
5,0.1,3072|People|6,1
5,0.1,3072|People|7,1
5,0.1,3072|Lamp|0,0
5,0.1,3072|Lamp|1,1
5,0.1,3072|Lamp|2,0
5,0.1,3072|Lamp|3,0
5,0.1,3072|Lamp|4,0
5,0.1,3072|Lamp|5,0
5,0.1,3072|Lamp|6,0
5,0.1,3072|Lamp|7,0
5,0.1,3078|People|0,1
5,0.1,3078|People|1,1
5,0.1,3078|People|2,1
5,0.1,3078|People|3,1
5,0.1,3078|People|4,0
5,0.1,3078|People|5,0
5,0.1,3078|People|6,0
5,0.1,3078|Lamp|0,1
5,0.1,3078|Lamp|1,1
5,0.1,3078|Lamp|2,0
5,0.1,3078|Lamp|3,0
5,0.1,3079|People|0,1
5,0.1,3079|People|1,1
5,0.1,3079|People|2,0
5,0.1,3079|People|3,0
5,0.1,3079|Lamp|0,1
5,0.1,3079|Lamp|1,0
5,0.1,3079|Lamp|2,0
5,0.1,3116|People|0,1
5,0.1,3116|Lamp|0,0
5,0.1,3116|Lamp|1,0
5,0.1,3118|People|0,1
5,0.1,3118|Lamp|0,1
5,0.1,3118|Lamp|1,0
5,0.1,3119|People|0,1
5,0.1,3119|Lamp|0,1
5,0.1,3119|Lamp|1,0
5,0.1,3121|People|0,1
5,0.1,3121|Lamp|0,1
5,0.1,3121|Lamp|1,0
5,0.1,3124|People|0,1
5,0.1,3124|Lamp|0,0
5,0.1,3124|Lamp|1,0
5,0.1,3125|People|0,1
5,0.1,3125|Lamp|0,0
5,0.1,3125|Lamp|1,0
5,0.1,3302|People|0,1
5,0.1,3302|Lamp|0,1
5,0.1,3302|Lamp|1,0
5,0.1,3302|Lamp|2,1
5,0.1,3302|Lamp|3,0
5,0.1,3313|People|0,1
5,0.1,3313|People|1,0
5,0.1,3313|Lamp|0,0
5,0.1,3313|Lamp|1,0
5,0.1,3347|People|0,1
5,0.1,3347|People|1,0
5,0.1,3347|People|2,0
5,0.1,3347|Lamp|0,0
5,0.1,3347|Lamp|1,0
5,0.1,3349|People|0,0
5,0.1,3349|People|1,0
5,0.1,3349|People|2,0
5,0.1,3349|Lamp|0,0
5,0.1,3349|Lamp|1,0
5,0.1,3350|People|0,1
5,0.1,3350|People|1,1
5,0.1,3350|People|2,0
5,0.1,3350|People|3,0
5,0.1,3350|People|4,0
5,0.1,3350|Lamp|0,0
5,0.1,3350|Lamp|1,0
5,0.1,3378|People|0,0
5,0.1,3378|People|1,0
5,0.1,3378|People|2,1
5,0.1,3378|People|3,0
5,0.1,3378|Lamp|0,0
5,0.1,3378|Lamp|1,1
5,0.1,3378|Lamp|2,1
5,0.1,3378|Lamp|3,1
5,0.1,3378|Lamp|4,0
5,0.1,3381|People|0,0
5,0.1,3381|People|1,1
5,0.1,3381|People|2,1
5,0.1,3381|People|3,0
5,0.1,3381|People|4,0
5,0.1,3381|Lamp|0,1
5,0.1,3381|Lamp|1,1
5,0.1,3381|Lamp|2,1
5,0.1,3381|Lamp|3,0
5,0.1,3381|Lamp|4,0
5,0.1,3382|People|0,0
5,0.1,3382|People|1,1
5,0.1,3382|People|2,1
5,0.1,3382|Lamp|0,1
5,0.1,3382|Lamp|1,0
5,0.1,3382|Lamp|2,1
5,0.1,3382|Lamp|3,0
5,0.1,3382|Lamp|4,0
5,0.1,3383|People|0,0
5,0.1,3383|People|1,1
5,0.1,3383|People|2,1
5,0.1,3383|Lamp|0,1
5,0.1,3383|Lamp|1,1
5,0.1,3383|Lamp|2,1
5,0.1,3383|Lamp|3,0
5,0.1,3383|Lamp|4,0
5,0.1,3384|People|0,0
5,0.1,3384|People|1,0
5,0.1,3384|People|2,1
5,0.1,3384|People|3,1
5,0.1,3384|Lamp|0,1
5,0.1,3384|Lamp|1,1
5,0.1,3384|Lamp|2,1
5,0.1,3384|Lamp|3,0
5,0.1,3384|Lamp|4,0
5,0.1,3389|People|0,0
5,0.1,3389|People|1,1
5,0.1,3389|People|2,0
5,0.1,3389|People|3,1
5,0.1,3389|Lamp|0,1
5,0.1,3389|Lamp|1,1
5,0.1,3389|Lamp|2,1
5,0.1,3389|Lamp|3,0
5,0.1,3389|Lamp|4,0
5,0.1,3390|People|0,1
5,0.1,3390|People|1,0
5,0.1,3390|People|2,1
5,0.1,3390|People|3,1
5,0.1,3390|Lamp|0,1
5,0.1,3390|Lamp|1,0
5,0.1,3390|Lamp|2,0
5,0.1,3390|Lamp|3,0
5,0.1,3390|Lamp|4,0
5,0.1,3392|People|0,0
5,0.1,3392|People|1,1
5,0.1,3392|People|2,1
5,0.1,3392|People|3,0
5,0.1,3392|People|4,0
5,0.1,3392|People|5,1
5,0.1,3392|Lamp|0,1
5,0.1,3392|Lamp|1,0
5,0.1,3392|Lamp|2,1
5,0.1,3392|Lamp|3,0
5,0.1,3392|Lamp|4,0
5,0.1,3395|People|0,1
5,0.1,3395|People|1,1
5,0.1,3395|People|2,0
5,0.1,3395|People|3,1
5,0.1,3395|People|4,0
5,0.1,3395|People|5,0
5,0.1,3395|People|6,0
5,0.1,3395|People|7,0
5,0.1,3395|Lamp|0,1
5,0.1,3395|Lamp|1,0
5,0.1,3395|Lamp|2,1
5,0.1,3395|Lamp|3,1
5,0.1,3395|Lamp|4,0
5,0.1,3397|People|0,1
5,0.1,3397|People|1,1
5,0.1,3397|People|2,0
5,0.1,3397|People|3,1
5,0.1,3397|People|4,0
5,0.1,3397|People|5,0
5,0.1,3397|People|6,0
5,0.1,3397|Lamp|0,1
5,0.1,3397|Lamp|1,1
5,0.1,3397|Lamp|2,1
5,0.1,3397|Lamp|3,0
5,0.1,3397|Lamp|4,0
5,0.1,3398|People|0,1
5,0.1,3398|People|1,1
5,0.1,3398|People|2,0
5,0.1,3398|People|3,0
5,0.1,3398|People|4,0
5,0.1,3398|People|5,1
5,0.1,3398|Lamp|0,1
5,0.1,3398|Lamp|1,1
5,0.1,3398|Lamp|2,1
5,0.1,3398|Lamp|3,0
5,0.1,3398|Lamp|4,0
5,0.1,3405|People|0,1
5,0.1,3405|People|1,0
5,0.1,3405|People|2,0
5,0.1,3405|Lamp|0,1
5,0.1,3405|Lamp|1,1
5,0.1,3405|Lamp|2,1
5,0.1,3405|Lamp|3,1
5,0.1,3408|People|0,1
5,0.1,3408|People|1,1
5,0.1,3408|People|2,0
5,0.1,3408|People|3,0
5,0.1,3408|Lamp|0,0
5,0.1,3408|Lamp|1,1
5,0.1,3408|Lamp|2,1
5,0.1,3408|Lamp|3,1
5,0.1,3409|People|0,0
5,0.1,3409|People|1,0
5,0.1,3409|Lamp|0,1
5,0.1,3409|Lamp|1,1
5,0.1,3409|Lamp|2,1
5,0.1,3409|Lamp|3,1
5,0.1,3566|People|0,0
5,0.1,3566|Lamp|0,1
5,0.1,3681|People|0,0
5,0.1,3681|Lamp|0,1
5,0.1,3681|Lamp|1,1
5,0.1,3681|Lamp|2,1
5,0.1,3681|Lamp|3,1
5,0.1,3682|People|0,0
5,0.1,3682|Lamp|0,1
5,0.1,3682|Lamp|1,1
5,0.1,3682|Lamp|2,1
5,0.1,3682|Lamp|3,1
5,0.1,3683|People|0,0
5,0.1,3683|Lamp|0,1
5,0.1,3683|Lamp|1,1
5,0.1,3683|Lamp|2,1
5,0.1,3683|Lamp|3,1
5,0.1,3687|People|0,0
5,0.1,3687|People|1,0
5,0.1,3687|People|2,0
5,0.1,3687|Lamp|0,1
5,0.1,3687|Lamp|1,1
5,0.1,3687|Lamp|2,1
5,0.1,3687|Lamp|3,1
5,0.1,3688|People|0,0
5,0.1,3688|People|1,0
5,0.1,3688|People|2,0
5,0.1,3688|Lamp|0,1
5,0.1,3688|Lamp|1,1
5,0.1,3688|Lamp|2,1
5,0.1,3688|Lamp|3,1
5,0.1,3689|People|0,0
5,0.1,3689|Lamp|0,0
5,0.1,3689|Lamp|1,0
5,0.1,3689|Lamp|2,0
5,0.1,3689|Lamp|3,0
5,0.3,63|People|0,1
5,0.3,63|People|1,1
5,0.3,63|People|2,1
5,0.3,63|People|3,1
5,0.3,63|People|4,0
5,0.3,63|Lamp|0,0
5,0.3,64|People|0,0
5,0.3,64|People|1,0
5,0.3,64|People|2,0
5,0.3,64|People|3,1
5,0.3,64|People|4,1
5,0.3,64|People|5,1
5,0.3,64|Lamp|0,0
5,0.3,71|People|0,0
5,0.3,71|People|1,0
5,0.3,71|Lamp|0,0
5,0.3,73|People|0,0
5,0.3,73|People|1,0
5,0.3,73|Lamp|0,0
5,0.3,78|People|0,0
5,0.3,78|People|1,1
5,0.3,78|People|2,1
5,0.3,78|People|3,1
5,0.3,78|People|4,0
5,0.3,78|People|5,0
5,0.3,78|Lamp|0,0
5,0.3,111|People|0,1
5,0.3,111|People|1,1
5,0.3,111|People|2,1
5,0.3,111|People|3,1
5,0.3,111|People|4,0
5,0.3,111|People|5,1
5,0.3,111|People|6,1
5,0.3,111|Lamp|0,1
5,0.3,111|Lamp|1,1
5,0.3,111|Lamp|2,0
5,0.3,111|Lamp|3,1
5,0.3,114|People|0,1
5,0.3,114|People|1,1
5,0.3,114|People|2,1
5,0.3,114|People|3,1
5,0.3,114|People|4,1
5,0.3,114|People|5,0
5,0.3,114|People|6,0
5,0.3,114|Lamp|0,0
5,0.3,114|Lamp|1,1
5,0.3,114|Lamp|2,1
5,0.3,116|People|0,1
5,0.3,116|People|1,1
5,0.3,116|People|2,1
5,0.3,116|People|3,1
5,0.3,116|People|4,1
5,0.3,116|People|5,1
5,0.3,116|People|6,1
5,0.3,116|People|7,0
5,0.3,116|Lamp|0,0
5,0.3,116|Lamp|1,1
5,0.3,116|Lamp|2,1
5,0.3,116|Lamp|3,1
5,0.3,118|People|0,1
5,0.3,118|People|1,1
5,0.3,118|People|2,1
5,0.3,118|People|3,1
5,0.3,118|People|4,1
5,0.3,118|People|5,0
5,0.3,118|People|6,1
5,0.3,118|People|7,1
5,0.3,118|Lamp|0,1
5,0.3,118|Lamp|1,1
5,0.3,118|Lamp|2,1
5,0.3,118|Lamp|3,1
5,0.3,123|People|0,1
5,0.3,123|People|1,0
5,0.3,123|People|2,0
5,0.3,123|People|3,1
5,0.3,123|People|4,1
5,0.3,123|People|5,0
5,0.3,123|People|6,1
5,0.3,123|Lamp|0,1
5,0.3,123|Lamp|1,1
5,0.3,123|Lamp|2,0
5,0.3,123|Lamp|3,0
5,0.3,123|Lamp|4,1
5,0.3,125|People|0,0
5,0.3,125|People|1,1
5,0.3,125|People|2,1
5,0.3,125|People|3,1
5,0.3,125|People|4,1
5,0.3,125|People|5,1
5,0.3,125|People|6,0
5,0.3,125|People|7,0
5,0.3,125|Lamp|0,1
5,0.3,125|Lamp|1,1
5,0.3,125|Lamp|2,1
5,0.3,125|Lamp|3,1
5,0.3,125|Lamp|4,1
5,0.3,126|People|0,1
5,0.3,126|People|1,0
5,0.3,126|People|2,1
5,0.3,126|People|3,0
5,0.3,126|People|4,0
5,0.3,126|People|5,1
5,0.3,126|People|6,0
5,0.3,126|People|7,1
5,0.3,126|People|8,0
5,0.3,126|Lamp|0,1
5,0.3,126|Lamp|1,1
5,0.3,126|Lamp|2,1
5,0.3,126|Lamp|3,1
5,0.3,126|Lamp|4,1
5,0.3,127|People|0,0
5,0.3,127|People|1,0
5,0.3,127|People|2,0
5,0.3,127|People|3,1
5,0.3,127|People|4,0
5,0.3,127|People|5,1
5,0.3,127|People|6,1
5,0.3,127|People|7,1
5,0.3,127|People|8,0
5,0.3,127|People|9,1
5,0.3,127|Lamp|0,1
5,0.3,127|Lamp|1,0
5,0.3,127|Lamp|2,1
5,0.3,127|Lamp|3,1
5,0.3,127|Lamp|4,1
5,0.3,129|People|0,0
5,0.3,129|People|1,1
5,0.3,129|People|2,1
5,0.3,129|People|3,0
5,0.3,129|People|4,0
5,0.3,129|People|5,0
5,0.3,129|People|6,0
5,0.3,129|People|7,1
5,0.3,129|Lamp|0,1
5,0.3,129|Lamp|1,0
5,0.3,129|Lamp|2,1
5,0.3,129|Lamp|3,1
5,0.3,129|Lamp|4,1
5,0.3,130|People|0,0
5,0.3,130|People|1,0
5,0.3,130|People|2,0
5,0.3,130|People|3,1
5,0.3,130|People|4,1
5,0.3,130|People|5,0
5,0.3,130|Lamp|0,0
5,0.3,130|Lamp|1,0
5,0.3,130|Lamp|2,0
5,0.3,130|Lamp|3,0
5,0.3,132|People|0,0
5,0.3,132|People|1,1
5,0.3,132|People|2,0
5,0.3,132|People|3,1
5,0.3,132|People|4,0
5,0.3,132|People|5,1
5,0.3,132|Lamp|0,1
5,0.3,132|Lamp|1,0
5,0.3,132|Lamp|2,0
5,0.3,132|Lamp|3,0
5,0.3,135|People|0,0
5,0.3,135|People|1,0
5,0.3,135|People|2,1
5,0.3,135|People|3,1
5,0.3,135|People|4,0
5,0.3,135|People|5,0
5,0.3,135|People|6,0
5,0.3,135|People|7,0
5,0.3,135|People|8,1
5,0.3,135|People|9,1
5,0.3,135|People|10,0
5,0.3,135|Lamp|0,0
5,0.3,135|Lamp|1,1
5,0.3,135|Lamp|2,0
5,0.3,136|People|0,0
5,0.3,136|People|1,0
5,0.3,136|People|2,1
5,0.3,136|People|3,0
5,0.3,136|People|4,1
5,0.3,136|People|5,1
5,0.3,136|People|6,0
5,0.3,136|People|7,1
5,0.3,136|Lamp|0,1
5,0.3,136|Lamp|1,0
5,0.3,136|Lamp|2,1
5,0.3,138|People|0,0
5,0.3,138|People|1,0
5,0.3,138|People|2,0
5,0.3,138|People|3,0
5,0.3,138|People|4,0
5,0.3,138|People|5,0
5,0.3,138|People|6,0
5,0.3,138|People|7,0
5,0.3,138|People|8,1
5,0.3,138|People|9,0
5,0.3,138|People|10,0
5,0.3,138|Lamp|0,1
5,0.3,138|Lamp|1,0
5,0.3,138|Lamp|2,0
5,0.3,143|People|0,0
5,0.3,143|People|1,0
5,0.3,143|People|2,1
5,0.3,143|People|3,0
5,0.3,143|People|4,0
5,0.3,143|People|5,0
5,0.3,143|People|6,0
5,0.3,143|Lamp|0,1
5,0.3,143|Lamp|1,0
5,0.3,144|People|0,0
5,0.3,144|People|1,1
5,0.3,144|People|2,1
5,0.3,144|People|3,0
5,0.3,144|People|4,0
5,0.3,144|People|5,0
5,0.3,144|People|6,0
5,0.3,144|Lamp|0,1
5,0.3,144|Lamp|1,0
5,0.3,147|People|0,1
5,0.3,147|People|1,0
5,0.3,147|People|2,1
5,0.3,147|People|3,1
5,0.3,147|People|4,0
5,0.3,147|People|5,0
5,0.3,147|People|6,1
5,0.3,147|People|7,0
5,0.3,147|People|8,1
5,0.3,147|People|9,1
5,0.3,147|People|10,0
5,0.3,147|People|11,0
5,0.3,147|Lamp|0,0
