escena,clase,objeto,VIS,IR,PiramideLaplace,RatioPiramide,DWT,DTCWT,Curvelet,TopHat_Clasico,Propuesta_Novedosa
03395,People,2,0,0,0,0,0,0,0,0,0
03395,People,3,1,1,1,1,1,1,1,1,1
03395,People,4,0,0,0,0,0,0,0,0,0
03395,People,5,0,0,0,0,0,0,0,0,0
03395,People,6,0,0,0,0,0,0,0,0,0
03395,People,7,0,0,0,0,0,0,0,0,0
03395,Lamp,0,1,0,1,1,1,1,1,1,1
03395,Lamp,1,1,1,1,1,1,1,1,1,0
03395,Lamp,2,1,0,1,1,1,1,1,1,1
03395,Lamp,3,0,0,1,1,0,0,0,0,0
03395,Lamp,4,0,0,0,0,0,0,0,0,0
03397,People,0,1,1,1,1,1,1,1,1,1
03397,People,1,1,1,1,1,1,1,1,1,1
03397,People,2,0,0,0,0,0,0,0,0,0
03397,People,3,1,1,1,1,1,1,1,1,1
03397,People,4,0,0,0,0,0,0,0,0,0
03397,People,5,0,0,0,0,0,0,0,0,0
03397,People,6,0,0,0,0,0,0,0,0,0
03397,Lamp,0,1,0,1,1,1,1,1,1,1
03397,Lamp,1,1,0,1,1,1,1,1,1,0
03397,Lamp,2,1,0,1,1,1,1,1,1,1
03397,Lamp,3,0,0,0,1,0,0,0,0,0
03397,Lamp,4,0,0,0,0,0,0,0,0,1
03398,People,0,1,1,1,1,1,1,1,1,1
03398,People,1,1,1,1,1,1,1,1,1,1
03398,People,2,0,0,0,0,0,0,0,0,0
03398,People,3,0,1,0,0,0,0,0,0,0
03398,People,4,0,0,0,0,0,0,0,0,0
03398,People,5,1,1,1,1,1,1,1,1,1
03398,Lamp,0,1,0,1,1,1,1,1,1,1
03398,Lamp,1,1,0,1,1,0,1,1,1,0
03398,Lamp,2,1,0,1,1,1,1,0,0,0
03398,Lamp,3,0,0,1,1,0,0,0,0,0
03398,Lamp,4,0,0,0,0,0,0,0,0,0
03405,People,0,1,1,1,1,1,1,1,1,1
03405,People,1,0,1,0,0,0,0,0,0,0
03405,People,2,0,1,0,0,0,0,0,0,0
03405,Lamp,0,1,0,1,0,1,1,1,1,1
03405,Lamp,1,1,0,1,1,1,1,1,1,1
03405,Lamp,2,1,0,1,1,1,1,1,1,1
03405,Lamp,3,1,1,1,1,1,1,1,1,1
03408,People,0,1,0,1,1,1,1,1,1,1
03408,People,1,0,1,0,0,0,0,0,0,0
03408,People,2,0,0,0,0,0,0,0,0,0
03408,People,3,0,0,0,0,0,0,0,0,0
03408,Lamp,0,1,1,1,0,0,0,0,1,1
03408,Lamp,1,1,1,1,1,1,1,1,1,1
03408,Lamp,2,1,1,1,1,1,1,1,1,1
03408,Lamp,3,1,1,1,1,1,1,1,0,1
03409,People,0,0,1,0,0,1,0,0,0,0
03409,People,1,0,0,0,0,0,0,0,0,0
03409,Lamp,0,1,1,1,0,1,0,1,1,1
03409,Lamp,1,1,1,1,1,1,1,1,1,1
03409,Lamp,2,1,1,1,1,1,1,1,1,1
03409,Lamp,3,1,1,1,0,1,0,1,0,1
03566,People,0,0,0,0,0,0,0,0,0,0
03566,Lamp,0,1,1,1,1,1,1,1,1,1
03681,People,0,0,0,0,0,0,0,0,0,0
03681,Lamp,0,1,0,1,1,1,1,1,1,1
03681,Lamp,1,1,1,1,1,1,1,1,1,1
03681,Lamp,2,1,1,1,1,1,1,1,1,1
03681,Lamp,3,1,0,1,1,1,1,1,1,1
03682,People,0,0,0,0,0,0,0,0,0,0
03682,Lamp,0,1,0,1,1,1,1,1,1,1
03682,Lamp,1,1,0,1,1,1,1,1,1,1
03682,Lamp,2,1,0,1,1,1,1,1,1,1
03682,Lamp,3,1,0,1,1,1,1,1,1,1
03683,People,0,0,0,0,0,0,0,0,0,0
03683,Lamp,0,1,0,1,1,1,1,1,1,1
03683,Lamp,1,1,0,1,1,1,1,1,1,1
03683,Lamp,2,1,0,1,1,1,1,1,1,1
03683,Lamp,3,1,0,1,1,1,1,1,1,1
03687,People,0,0,0,0,0,0,0,0,0,0
03687,People,1,0,0,0,0,0,0,0,0,0
03687,People,2,0,0,0,0,0,0,0,0,0
03687,Lamp,0,1,0,1,1,1,1,1,1,1
03687,Lamp,1,1,0,1,1,1,1,1,1,1
03687,Lamp,2,1,0,1,1,1,1,1,1,1
03687,Lamp,3,1,0,1,1,1,1,1,1,1
03688,People,0,0,0,0,0,0,0,0,0,0
03688,People,1,0,0,0,0,0,0,0,0,0
03688,People,2,0,0,0,0,0,0,0,0,0
03688,Lamp,0,1,0,1,1,1,1,0,1,1
03688,Lamp,1,1,0,1,1,1,1,1,1,1
03688,Lamp,2,1,0,1,1,1,1,1,1,1
03688,Lamp,3,1,0,1,1,1,1,1,1,1
03689,People,0,0,0,0,0,0,0,0,0,0
03689,Lamp,0,0,0,0,0,0,0,0,0,0
03689,Lamp,1,0,0,0,0,0,0,0,0,0
03689,Lamp,2,0,0,0,0,0,0,0,0,0
03689,Lamp,3,0,0,0,0,0,0,0,0,0
