escena,clase,objeto,VIS,IR,PiramideLaplace,RatioPiramide,DWT,DTCWT,Curvelet,TopHat_Clasico,Propuesta_Novedosa
00063,People,0,0,1,1,1,1,1,1,1,0
00063,People,1,1,1,1,1,1,1,1,1,1
00063,People,2,1,1,1,1,1,1,1,1,1
00063,People,3,1,1,1,1,1,1,1,1,1
00063,People,4,0,1,0,0,0,0,0,0,0
00063,Lamp,0,0,0,0,0,0,0,0,0,0
00064,People,0,0,0,0,0,0,0,0,0,0
00064,People,1,0,1,0,0,0,0,0,0,0
00064,People,2,0,0,0,0,0,0,0,0,0
00064,People,3,1,1,1,1,1,1,1,1,1
00064,People,4,1,1,1,1,1,1,1,1,1
00064,People,5,1,1,1,1,1,1,1,1,1
00064,Lamp,0,0,0,0,0,0,0,0,0,0
00071,People,0,0,1,0,1,0,0,0,0,0
00071,People,1,0,1,1,1,0,0,0,0,0
00071,Lamp,0,0,0,0,0,0,0,0,0,0
00073,People,0,0,1,0,0,0,0,0,0,0
00073,People,1,0,1,1,1,0,0,0,0,0
00073,Lamp,0,0,0,0,0,0,0,0,0,0
00078,People,0,0,0,0,0,0,0,0,0,0
00078,People,1,1,1,1,1,1,1,1,1,1
00078,People,2,1,1,1,1,1,1,1,1,1
00078,People,3,1,1,1,1,1,1,1,1,1
00078,People,4,0,1,0,1,0,0,0,0,0
00078,People,5,0,1,0,0,0,0,0,0,0
00078,Lamp,0,0,0,0,0,0,0,0,0,0
00111,People,0,1,1,1,1,1,1,1,1,1
00111,People,1,1,1,1,1,1,1,1,1,1
00111,People,2,1,1,1,1,1,1,1,1,1
00111,People,3,1,1,1,1,1,1,1,1,1
00111,People,4,1,1,1,1,1,1,0,0,0
00111,People,5,1,1,1,1,1,1,1,1,1
00111,People,6,1,1,1,1,1,1,1,1,1
00111,Lamp,0,1,1,1,1,1,1,1,1,1
00111,Lamp,1,1,1,1,1,1,1,1,1,1
00111,Lamp,2,0,0,0,1,1,0,0,0,0
00111,Lamp,3,0,0,1,0,1,1,1,1,1
00114,People,0,1,1,1,1,1,1,1,1,1
00114,People,1,1,1,1,1,1,1,1,1,1
00114,People,2,1,1,1,1,1,1,1,1,1
00114,People,3,1,1,1,1,1,1,1,1,1
00114,People,4,0,1,1,1,1,1,0,0,0
00114,People,5,1,1,1,1,1,1,0,0,1
00114,People,6,1,1,0,0,0,1,0,0,0
00114,Lamp,0,0,0,0,0,0,0,0,0,0
00114,Lamp,1,1,1,1,1,1,1,1,1,1
00114,Lamp,2,1,1,1,1,1,1,1,1,1
00116,People,0,0,1,1,1,1,1,1,1,1
00116,People,1,1,1,1,1,1,1,1,1,1
00116,People,2,1,1,1,1,1,1,1,1,1
00116,People,3,1,1,1,1,1,1,1,1,1
00116,People,4,1,1,1,1,1,1,1,1,1
00116,People,5,1,1,1,1,1,1,1,1,1
00116,People,6,1,1,1,1,1,1,1,1,1
00116,People,7,0,1,0,0,0,0,0,1,1
00116,Lamp,0,0,0,0,0,0,0,0,0,0
00116,Lamp,1,1,1,1,1,1,1,1,1,1
00116,Lamp,2,1,1,1,1,1,1,1,0,1
00116,Lamp,3,1,1,0,0,1,0,0,1,1
00118,People,0,1,1,1,1,1,1,1,1,1
00118,People,1,1,1,1,1,1,1,1,1,1
00118,People,2,1,1,1,1,1,1,1,0,0
00118,People,3,1,1,1,1,1,1,1,1,1
00118,People,4,1,1,1,1,1,1,1,1,1
00118,People,5,0,0,0,0,0,0,0,0,0
00118,People,6,1,1,1,1,1,1,1,0,1
00118,People,7,1,1,1,1,1,1,1,0,1
00118,Lamp,0,1,1,1,1,1,1,1,1,1
00118,Lamp,1,1,1,1,1,1,1,1,1,1
00118,Lamp,2,1,1,1,1,1,1,1,1,1
00118,Lamp,3,1,0,1,1,1,1,1,1,1
00123,People,0,1,1,1,1,1,1,1,1,1
00123,People,1,0,1,1,1,1,1,1,0,1
00123,People,2,0,1,0,1,0,0,0,0,0
00123,People,3,0,1,0,1,1,1,0,0,0
00123,People,4,1,1,1,1,1,1,1,1,1
00123,People,5,0,1,1,1,1,1,0,0,0
00123,People,6,1,1,1,1,1,1,1,0,1
00123,Lamp,0,1,1,1,1,1,1,1,1,1
00123,Lamp,1,1,1,1,1,1,1,1,0,1
00123,Lamp,2,1,1,1,0,0,0,0,0,0
00123,Lamp,3,1,1,1,0,0,0,0,0,1
00123,Lamp,4,1,0,1,1,1,1,1,1,1
00125,People,0,0,1,0,0,0,0,0,0,0
00125,People,1,1,1,1,1,1,1,1,1,1
00125,People,2,0,1,1,1,1,1,1,0,1
00125,People,3,1,1,1,1,1,1,1,1,1
00125,People,4,0,1,1,1,1,1,1,1,0
00125,People,5,0,1,1,1,1,1,1,1,1
00125,People,6,0,1,0,0,0,0,0,0,0
00125,People,7,0,0,0,0,0,0,0,0,0
00125,Lamp,0,1,1,1,1,1,1,1,1,1
00125,Lamp,1,1,1,1,1,1,1,1,1,1
00125,Lamp,2,1,1,1,1,1,1,1,1,1
00125,Lamp,3,1,1,1,0,1,1,1,1,1
00125,Lamp,4,1,1,1,1,1,1,1,1,1
00126,People,0,0,0,0,0,0,0,0,0,0
00126,People,1,0,1,0,1,1,0,0,0,1
00126,People,2,0,1,1,1,1,1,1,1,1
00126,People,3,0,1,1,1,1,1,0,0,0
00126,People,4,0,1,0,1,1,1,0,0,0
00126,People,5,1,1,1,1,1,1,1,1,1
00126,People,6,0,1,1,1,0,1,0,0,0
00126,People,7,1,1,1,1,1,1,1,1,1
00126,People,8,0,0,0,0,0,0,0,0,0
00126,Lamp,0,1,1,1,1,1,1,1,1,1
00126,Lamp,1,1,1,1,1,1,1,1,1,1
00126,Lamp,2,1,0,1,0,1,1,1,1,1
00126,Lamp,3,1,0,1,1,1,1,1,1,1
00126,Lamp,4,1,0,1,1,1,1,1,0,1
00127,People,0,0,1,0,1,0,1,0,0,0
00127,People,1,0,1,0,0,0,0,0,0,0
00127,People,2,0,1,1,1,0,1,1,0,1
00127,People,3,1,1,1,1,1,1,1,1,1
00127,People,4,0,1,0,1,0,0,0,0,0
00127,People,5,1,1,1,1,1,1,1,1,1
00127,People,6,0,1,1,1,0,0,1,0,0
00127,People,7,0,1,1,1,1,1,1,1,1
00127,People,8,0,0,0,0,0,1,0,1,0
00127,People,9,1,1,1,1,1,1,1,0,1
00127,Lamp,0,1,0,1,1,1,1,1,1,1
00127,Lamp,1,0,0,0,0,0,0,0,0,0
00127,Lamp,2,1,1,1,1,1,1,1,1,1
00127,Lamp,3,1,0,1,1,1,1,1,0,1
00127,Lamp,4,1,0,1,1,1,1,1,0,1
00129,People,0,0,1,0,1,0,0,0,0,0
00129,People,1,1,1,1,1,1,1,1,1,1
00129,People,2,1,1,1,1,1,1,1,1,1
00129,People,3,1,0,0,0,0,0,0,0,0
00129,People,4,0,1,0,0,0,0,0,0,0
00129,People,5,0,1,0,0,0,0,0,0,0
00129,People,6,0,0,0,0,0,0,0,0,0
00129,People,7,0,1,1,1,1,1,1,1,0
00129,Lamp,0,1,0,1,1,1,1,1,0,0
00129,Lamp,1,0,0,0,0,0,0,0,0,0
00129,Lamp,2,1,0,1,1,1,1,1,0,1
00129,Lamp,3,1,1,1,1,1,1,1,1,1
00129,Lamp,4,1,0,1,0,1,0,0,0,0
00130,People,0,0,1,0,1,0,0,0,0,0
00130,People,1,0,1,1,1,1,1,0,0,0
00130,People,2,0,1,0,1,0,0,0,0,0
00130,People,3,0,1,1,1,1,1,1,0,1
00130,People,4,1,1,0,1,0,0,0,0,0
00130,People,5,0,0,0,0,0,0,0,0,0
00130,Lamp,0,1,1,1,1,1,1,1,0,0
00130,Lamp,1,1,0,1,0,0,0,0,0,0
00130,Lamp,2,1,0,1,0,1,1,0,0,1
00130,Lamp,3,0,0,0,0,0,0,0,0,0
00132,People,0,0,1,0,1,0,0,0,0,0
00132,People,1,0,1,1,1,1,1,1,0,0
00132,People,2,0,0,0,0,0,0,0,0,0
00132,People,3,0,1,1,1,1,1,1,0,1
00132,People,4,1,1,1,1,1,1,0,0,1
00132,People,5,1,0,1,0,0,1,1,0,0
00132,Lamp,0,1,1,1,1,1,1,1,1,1
00132,Lamp,1,0,0,0,0,0,0,0,0,0
00132,Lamp,2,0,0,0,0,0,0,0,0,0
00132,Lamp,3,1,0,1,0,0,0,0,0,0
00135,People,0,0,0,0,0,0,0,0,0,0
00135,People,1,0,0,0,0,0,0,0,0,0
00135,People,2,0,1,0,1,0,1,0,0,0
00135,People,3,0,1,1,1,1,1,1,1,1
00135,People,4,0,0,0,0,0,0,0,0,0
00135,People,5,0,0,0,0,0,0,0,0,0
00135,People,6,0,0,0,0,0,0,0,0,0
00135,People,7,0,0,0,0,0,0,0,0,0
00135,People,8,0,1,1,1,1,1,1,0,1
00135,People,9,1,1,1,0,1,1,1,0,1
00135,People,10,0,0,0,1,0,0,0,0,0
00135,Lamp,0,0,0,0,0,0,0,0,0,0
00135,Lamp,1,1,1,1,0,1,1,1,1,1
00135,Lamp,2,0,0,0,0,0,0,0,0,0
00136,People,0,0,0,0,0,0,0,0,0,0
00136,People,1,0,0,0,0,0,0,0,0,0
00136,People,2,0,1,1,1,1,1,1,1,1
00136,People,3,0,0,0,0,0,0,0,0,0
00136,People,4,0,1,1,0,0,1,1,1,0
00136,People,5,0,1,1,1,1,1,1,1,1
00136,People,6,0,1,1,1,1,1,1,0,1
00136,People,7,1,1,0,0,0,0,0,0,0
00136,Lamp,0,1,1,1,1,1,1,1,1,1
00136,Lamp,1,0,0,0,0,0,0,0,0,0
00136,Lamp,2,0,0,0,0,0,0,0,1,1
00138,People,0,0,0,0,0,0,0,0,0,0
00138,People,1,0,0,0,0,0,0,0,0,0
00138,People,2,0,0,0,0,0,0,0,0,0
00138,People,3,0,0,0,0,0,0,0,0,0
00138,People,4,0,0,0,0,0,0,0,0,0
00138,People,5,0,1,0,0,0,0,0,0,0
00138,People,6,0,1,0,0,0,0,0,0,0
00138,People,7,0,1,0,0,0,0,0,0,0
00138,People,8,0,1,1,1,1,1,1,1,1
00138,People,9,0,1,1,1,1,0,0,0,1
00138,People,10,0,0,0,0,0,0,0,0,0
00138,Lamp,0,1,1,1,1,1,1,1,1,1
00138,Lamp,1,0,0,0,0,0,0,0,0,0
00138,Lamp,2,1,0,0,0,1,1,0,0,1
00143,People,0,0,0,0,0,0,0,0,0,0
00143,People,1,0,0,0,0,0,0,0,0,0
00143,People,2,1,1,1,1,1,1,1,1,1
00143,People,3,0,1,0,1,0,0,0,0,0
00143,People,4,0,1,1,1,1,0,0,0,0
00143,People,5,0,0,0,0,0,0,0,0,0
00143,People,6,0,0,0,0,0,0,0,0,0
00143,Lamp,0,0,1,0,0,0,0,0,0,0
00143,Lamp,1,0,0,0,0,0,0,0,0,0
00144,People,0,0,0,0,0,0,0,0,0,0
00144,People,1,0,1,1,1,1,1,1,1,1
00144,People,2,1,1,1,1,1,1,1,1,1
00144,People,3,0,1,0,1,0,0,0,0,0
00144,People,4,0,1,0,1,1,0,0,0,0
00144,People,5,0,0,0,0,0,0,0,0,0
00144,People,6,1,0,0,0,0,0,0,0,0
00144,Lamp,0,1,1,1,0,1,1,1,1,1
00144,Lamp,1,0,0,0,0,0,0,0,0,0
00147,People,0,1,1,1,1,1,1,1,1,1
00147,People,1,0,0,0,0,0,0,0,0,0
00147,People,2,0,1,1,1,1,1,1,1,1
00147,People,3,0,1,1,1,1,1,1,1,0
00147,People,4,0,1,0,0,0,0,0,0,0
00147,People,5,0,0,0,0,0,0,0,0,0
00147,People,6,0,1,1,1,1,1,1,0,0
00147,People,7,0,1,0,0,1,0,0,0,0
00147,People,8,0,1,0,1,0,0,1,0,0
00147,People,9,0,1,1,1,1,1,1,0,0
00147,People,10,0,0,0,0,0,0,0,0,0
00147,People,11,0,0,1,0,0,1,1,0,0
00147,Lamp,0,1,1,1,1,0,0,0,0,0
00186,People,0,0,1,1,1,0,0,0,0,0
00186,People,1,1,1,1,1,1,1,1,0,0
00186,People,2,0,1,0,0,0,0,0,0,0
00186,People,3,0,1,0,0,1,0,0,0,0
00186,People,4,0,1,0,0,0,0,0,0,0
00186,People,5,0,1,1,1,1,1,1,1,1
00186,Lamp,0,1,0,1,1,1,1,1,1,1
00187,People,0,0,1,0,1,0,0,0,0,0
00187,People,1,1,1,1,1,1,1,1,0,0
00187,People,2,0,0,0,1,0,0,0,0,0
00187,People,3,0,1,1,1,1,1,0,1,0
00187,People,4,0,1,0,1,1,0,0,0,0
00187,People,5,0,1,1,1,1,1,1,0,0
00187,Lamp,0,1,1,1,1,1,1,1,1,1
00188,People,0,0,1,1,1,1,1,1,1,0
00188,People,1,0,1,1,1,1,1,1,1,0
00188,People,2,0,0,1,0,1,0,0,1,0
00188,People,3,0,1,1,1,1,1,0,0,0
00188,People,4,0,0,0,0,0,0,0,0,0
00188,People,5,0,0,0,0,0,0,0,0,0
00188,Lamp,0,1,1,1,1,1,1,1,1,1
00191,People,0,0,1,1,1,1,1,1,1,1
00191,People,1,0,1,1,1,1,1,1,1,1
00191,People,2,1,1,1,1,1,1,1,1,1
00191,People,3,1,1,1,1,1,1,1,1,1
00191,People,4,0,1,1,1,1,1,1,1,1
00191,People,5,0,1,1,1,1,1,1,1,1
00191,Lamp,0,1,1,1,1,1,1,1,1,1
00193,People,0,1,1,1,1,1,1,1,1,1
00193,People,1,1,1,1,1,1,1,1,1,1
00193,People,2,0,1,1,1,1,1,1,1,0
00193,People,3,1,1,1,1,1,1,1,0,0
00193,People,4,1,1,1,1,1,1,1,1,1
00193,People,5,0,1,1,1,1,1,1,1,1
00193,Lamp,0,1,1,1,1,1,1,1,1,1
00196,People,0,1,1,1,1,1,1,1,1,1
00196,People,1,1,1,1,1,1,1,0,0,1
00196,People,2,1,1,1,1,1,1,1,1,1
00196,People,3,1,1,1,1,1,1,1,1,1
00196,People,4,0,1,1,1,1,1,1,1,1
00196,People,5,0,0,0,0,0,0,0,0,0
00196,People,6,1,1,1,1,1,1,1,1,1
00196,People,7,1,1,1,1,1,1,1,1,1
00196,People,8,0,1,1,1,1,1,1,1,1
00196,Lamp,0,1,1,1,1,1,1,1,1,1
00196,Lamp,1,1,1,1,1,1,1,1,1,1
00196,Lamp,2,0,0,0,0,0,0,0,0,0
00199,People,0,1,1,1,1,1,1,1,1,1
00199,People,1,1,1,1,1,1,1,1,1,1
00199,People,2,1,1,1,1,1,1,1,1,1
00199,People,3,1,1,1,1,1,1,1,1,1
00199,People,4,1,1,1,1,1,1,1,1,0
00199,People,5,1,1,1,1,1,1,1,1,1
00199,People,6,1,1,1,1,1,1,1,1,1
00199,Lamp,0,1,1,1,1,1,1,1,1,1
00199,Lamp,1,1,0,1,0,0,1,1,0,0
00204,People,0,1,1,1,1,1,1,1,1,1
00204,People,1,1,1,1,1,1,1,1,1,1
00204,People,2,1,1,1,1,1,1,1,1,1
00204,People,3,1,1,1,1,1,1,1,1,1
00204,People,4,1,1,1,1,1,1,1,1,1
00204,People,5,1,1,1,1,1,1,1,1,1
00204,People,6,1,1,1,1,1,1,1,1,1
00204,People,7,0,1,1,1,1,1,1,1,1
00204,Lamp,0,1,0,1,1,1,1,1,1,1
00204,Lamp,1,1,1,1,1,1,1,1,1,1
00204,Lamp,2,1,0,1,1,0,1,1,0,0
00205,People,0,0,0,0,0,0,0,0,0,0
00205,People,1,1,1,1,1,1,1,1,1,1
00205,People,2,1,1,1,1,1,1,1,1,1
00205,People,3,0,1,1,1,1,1,1,1,1
00205,People,4,1,1,1,1,1,1,1,1,1
00205,People,5,0,1,1,1,1,1,0,1,1
00205,People,6,0,1,1,1,1,1,1,1,1
00205,People,7,0,0,0,0,0,0,0,0,0
00205,People,8,1,0,1,1,1,1,1,1,1
00205,Lamp,0,1,1,1,1,1,1,1,1,1
00205,Lamp,1,1,1,1,1,1,1,1,1,1
00205,Lamp,2,0,0,0,0,0,0,0,0,0
00206,People,0,1,1,1,1,1,1,1,1,1
00206,People,1,1,1,1,1,1,1,1,1,1
00206,People,2,1,1,1,1,1,1,1,1,1
00206,People,3,0,1,1,1,1,1,1,1,1
00206,People,4,0,0,0,0,0,0,1,0,0
00206,People,5,0,1,0,1,1,0,0,0,0
00206,People,6,1,0,1,0,0,0,0,0,0
00206,People,7,0,0,0,0,0,0,0,0,0
00206,Lamp,0,1,1,1,1,1,1,1,1,1
00209,People,0,0,1,1,1,1,1,1,1,1
00209,Lamp,0,1,1,1,1,1,1,1,1,1
00210,People,0,1,1,1,1,0,0,0,1,1
00210,People,1,1,1,1,1,1,1,1,1,1
00210,People,2,0,0,0,0,0,0,0,0,0
00210,Lamp,0,1,1,1,1,1,1,1,1,1
00213,People,0,1,1,1,1,1,1,1,0,1
00213,People,1,1,1,1,1,0,1,1,1,1
00213,People,2,1,1,1,1,1,1,1,1,1
00213,People,3,0,1,0,0,0,0,1,0,0
00213,People,4,0,1,0,0,0,0,0,0,0
00213,People,5,0,0,0,0,0,0,0,0,0
00213,People,6,0,0,0,0,0,0,0,0,0
00213,People,7,0,0,0,0,0,0,0,0,0
00213,Lamp,0,1,1,1,1,1,1,1,1,1
00213,Lamp,1,1,1,1,1,1,1,1,1,1
00213,Lamp,2,0,0,0,0,0,0,0,0,0
00217,People,0,0,0,0,0,0,0,0,0,0
00217,People,1,0,0,0,0,0,0,0,0,0
00217,Lamp,0,0,0,0,0,1,0,0,0,0
00222,People,0,1,1,1,1,1,1,1,1,1
00222,People,1,0,1,1,1,0,1,0,0,1
00222,People,2,0,0,0,0,0,0,0,0,0
00222,People,3,0,1,1,1,1,1,1,1,1
00222,People,4,0,1,1,1,1,1,1,1,1
00222,People,5,0,1,1,1,1,1,1,1,1
00222,People,6,0,1,1,1,1,1,1,1,1
00222,People,7,0,0,0,0,0,0,0,1,0
00222,People,8,0,1,1,1,1,1,1,1,0
00222,Lamp,0,0,0,0,0,0,0,0,0,0
00222,Lamp,1,0,0,0,0,0,0,0,0,0
00222,Lamp,2,1,0,1,1,1,1,1,1,1
00222,Lamp,3,1,1,1,1,1,1,1,1,1
00222,Lamp,4,1,0,1,0,0,0,1,0,0
00222,Lamp,5,1,0,1,1,1,1,1,1,1
00222,Lamp,6,1,0,0,0,0,0,1,0,0
00231,People,0,0,0,0,0,0,0,0,0,0
00231,People,1,0,1,1,1,1,1,1,1,1
00231,People,2,0,1,1,1,0,1,0,1,1
00231,People,3,0,1,1,1,1,1,1,1,1
00231,People,4,0,1,1,1,1,1,1,1,1
00231,People,5,0,1,1,1,1,1,0,0,0
00231,People,6,1,1,1,1,1,1,1,1,1
00231,People,7,1,1,1,1,1,1,1,1,1
00231,People,8,0,0,0,0,0,0,0,1,1
00231,People,9,0,1,1,1,1,1,1,1,1
00231,People,10,0,0,0,0,0,0,0,0,0
00231,People,11,0,0,0,0,0,0,0,0,0
00231,Lamp,0,0,0,0,1,0,1,0,1,1
00231,Lamp,1,0,0,0,0,1,1,0,0,0
00231,Lamp,2,1,1,1,1,1,1,1,0,0
00231,Lamp,3,1,0,1,0,0,1,0,1,1
00231,Lamp,4,1,0,1,1,1,1,1,1,1
00232,People,0,0,0,0,0,0,0,0,0,0
00232,People,1,0,0,0,0,0,0,0,0,0
00232,People,2,0,1,0,0,0,0,0,0,0
00232,People,3,0,1,0,0,0,0,0,0,0
00232,People,4,0,0,0,1,0,0,0,0,0
00232,People,5,0,1,1,1,1,1,1,1,1
00232,People,6,1,1,1,1,1,1,1,0,1
00232,People,7,0,1,1,0,0,1,0,1,1
00232,People,8,0,1,1,1,1,1,1,1,1
00232,People,9,0,0,0,0,0,0,0,0,0
00232,People,10,0,1,0,1,0,0,0,0,0
00232,People,11,0,0,0,0,0,0,0,0,0
00232,Lamp,0,1,0,1,1,0,1,1,1,1
00232,Lamp,1,0,0,0,0,0,0,0,0,0
00232,Lamp,2,1,1,1,1,1,1,1,0,1
00232,Lamp,3,1,0,1,1,1,1,1,1,0
00232,Lamp,4,0,0,0,0,0,0,0,0,0
00232,Lamp,5,0,0,0,0,0,0,0,0,0
00240,People,0,0,1,1,1,0,1,1,0,0
00240,People,1,0,0,0,0,0,0,0,0,0
00240,People,2,1,1,1,1,1,1,1,1,1
00240,People,3,1,1,1,1,1,1,1,1,1
00240,People,4,1,1,1,1,1,1,1,1,1
00240,People,5,0,1,1,1,1,1,1,0,0
00240,People,6,0,0,0,0,0,0,0,0,0
00240,Lamp,0,0,0,0,0,0,0,0,0,0
00240,Lamp,1,0,0,0,0,0,0,0,0,0
00240,Lamp,2,0,0,0,0,0,1,0,0,0
00240,Lamp,3,0,1,0,0,0,0,0,0,0
00240,Lamp,4,0,0,0,0,0,0,0,0,0
00388,People,0,1,1,1,1,0,1,1,1,1
00388,People,1,0,1,1,1,1,1,1,1,1
00388,People,2,0,1,0,0,0,0,0,1,1
00388,People,3,0,1,1,1,1,1,1,1,1
00388,People,4,0,1,1,1,1,1,1,1,1
00388,People,5,0,1,1,1,1,1,1,1,1
00388,People,6,0,1,1,1,1,1,1,1,1
00388,People,7,0,1,1,1,1,1,1,1,1
00388,People,8,0,1,1,1,1,1,1,1,1
00388,People,9,0,1,1,1,1,1,1,1,1
00388,Lamp,0,1,1,0,1,0,0,0,1,1
00389,People,0,1,1,1,1,1,1,1,1,1
00389,People,1,1,1,1,1,1,1,1,1,1
00389,People,2,1,1,0,0,0,0,0,0,0
00389,People,3,1,1,1,1,1,1,1,1,1
00389,People,4,0,1,1,1,1,1,1,1,1
00389,People,5,0,1,1,1,1,1,1,1,1
00389,People,6,0,1,1,1,1,1,1,1,1
00389,People,7,0,1,1,1,1,1,1,1,1
00389,People,8,0,1,1,1,1,1,1,1,1
00389,People,9,0,1,1,1,1,1,1,1,1
00389,Lamp,0,0,0,0,0,0,1,0,0,0
00389,Lamp,1,1,1,1,1,1,1,1,1,1
00392,People,0,1,1,1,1,1,1,1,1,1
00392,People,1,0,1,1,1,0,1,1,0,1
00392,People,2,0,1,0,0,0,0,0,0,0
00392,People,3,0,1,1,1,0,1,0,1,1
00392,Lamp,0,1,1,1,1,1,1,1,1,1
00392,Lamp,1,1,1,1,1,1,1,1,1,1
00394,People,0,0,1,1,1,1,1,1,1,1
00394,People,1,1,1,1,1,1,1,1,1,1
00394,People,2,1,1,1,1,1,1,1,1,1
00394,People,3,0,1,1,1,1,1,1,1,1
00394,People,4,1,1,1,1,1,1,1,1,1
00394,People,5,0,1,1,1,0,1,1,0,1
00394,Lamp,0,1,1,1,1,1,1,1,1,1
00394,Lamp,1,1,1,1,1,1,1,1,1,1
00395,People,0,0,0,0,0,0,0,0,0,0
00395,People,1,0,0,0,0,0,0,0,0,0
00395,People,2,1,1,1,1,1,1,1,1,1
00395,People,3,1,1,1,1,1,1,1,1,1
00395,People,4,1,1,1,1,0,1,1,1,1
00395,People,5,1,1,1,1,0,1,1,1,1
00395,People,6,0,1,1,1,1,1,1,1,1
00395,Lamp,0,1,1,1,1,1,1,1,1,1
00395,Lamp,1,1,1,1,1,1,1,1,0,1
00396,People,0,0,0,0,0,0,0,0,0,0
00396,People,1,0,1,0,0,0,0,0,0,0
00396,People,2,1,1,1,1,0,1,1,1,1
00396,People,3,0,0,1,1,0,1,1,0,1
00396,People,4,1,1,1,1,0,1,1,1,1
00396,People,5,0,1,1,1,1,1,1,1,1
00396,Lamp,0,1,1,1,1,1,1,1,1,1
00396,Lamp,1,1,1,1,1,1,1,1,1,1
00409,People,0,1,1,1,1,1,1,1,1,1
00409,People,1,1,1,1,1,1,1,1,1,1
00409,People,2,0,0,0,0,0,0,0,0,0
00409,People,3,0,1,0,1,0,0,0,1,1
00409,People,4,0,1,0,1,0,1,0,0,1
00409,Lamp,0,1,1,1,1,0,1,1,0,0
00410,People,0,1,1,1,1,1,1,1,1,1
00410,People,1,0,0,0,0,0,0,0,0,0
00410,People,2,0,0,0,0,0,0,0,0,0
00410,People,3,0,1,0,1,0,1,0,0,1
00410,People,4,0,0,0,0,0,0,0,0,0
00410,People,5,1,1,1,1,1,1,1,1,1
00410,Lamp,0,1,0,1,1,1,1,1,1,1
00413,People,0,1,1,1,1,1,1,1,1,1
00413,People,1,1,1,1,1,1,1,1,1,1
00413,People,2,1,1,1,1,1,1,1,1,1
00413,People,3,0,0,0,0,0,0,0,0,0
00413,People,4,0,1,0,1,0,0,0,0,0
00413,People,5,0,1,0,0,0,0,0,0,0
00413,Lamp,0,1,0,0,0,0,0,0,0,0
00419,People,0,0,0,0,0,0,0,0,0,0
00419,People,1,0,0,0,0,0,0,0,0,0
00419,Lamp,0,1,1,1,0,1,1,1,0,0
00419,Lamp,1,1,1,1,1,1,1,1,1,1
00422,People,0,1,1,1,1,1,1,1,1,1
00422,People,1,1,1,1,1,1,1,1,1,1
00422,People,2,1,1,1,1,1,1,1,1,1
00422,People,3,1,1,1,1,1,1,1,1,1
00422,People,4,0,1,1,1,1,1,1,1,1
00422,Lamp,0,0,0,0,0,0,0,0,0,0
00425,People,0,0,0,0,0,0,0,0,0,0
00425,People,1,1,1,1,1,1,1,1,1,1
00425,People,2,1,1,1,1,1,1,1,1,1
00425,People,3,1,1,1,1,1,1,1,1,1
00425,People,4,1,1,0,1,0,0,0,0,0
00425,People,5,1,1,1,1,1,1,1,1,1
00425,People,6,1,1,1,1,1,1,1,1,1
00425,People,7,0,1,0,0,0,0,0,0,0
00425,Lamp,0,1,0,0,0,0,0,0,0,0
00427,People,0,0,0,0,0,0,0,0,0,0
00427,People,1,0,0,0,0,0,0,0,0,0
00427,People,2,0,0,0,0,0,0,0,0,0
00427,People,3,1,1,1,1,1,1,1,1,1
00427,People,4,1,1,1,1,1,1,1,1,1
00427,People,5,1,1,0,1,0,0,0,1,1
00427,People,6,1,1,1,1,1,1,1,1,1
00427,People,7,1,1,1,1,1,1,1,1,1
00427,Lamp,0,0,0,0,0,0,0,0,0,0
00428,People,0,0,1,0,0,0,0,0,0,0
00428,People,1,0,0,0,0,0,0,0,0,0
00428,People,2,1,1,1,1,1,1,1,1,1
00428,People,3,1,1,1,1,1,1,1,1,1
00428,People,4,1,1,1,1,0,1,1,0,1
00428,People,5,1,1,1,1,1,1,1,1,1
00428,People,6,1,1,1,1,1,1,1,1,1
00428,Lamp,0,0,0,0,0,0,0,0,0,0
00438,People,0,1,1,1,1,1,1,1,1,1
00438,People,1,1,1,1,1,1,1,1,1,1
00438,People,2,0,1,0,0,0,0,0,0,0
00438,People,3,0,0,0,0,0,0,0,0,0
00438,People,4,0,0,0,0,0,0,0,0,0
00438,Lamp,0,1,1,1,1,1,1,1,1,1
00438,Lamp,1,1,1,1,0,0,1,1,0,0
00438,Lamp,2,0,1,1,1,1,1,1,0,1
00438,Lamp,3,1,1,1,1,1,1,1,1,1
00440,People,0,1,1,1,1,1,1,1,1,1
00440,People,1,1,1,1,1,1,1,1,1,1
00440,People,2,0,1,0,1,0,0,0,0,0
00440,People,3,0,0,0,0,0,0,0,0,0
00440,People,4,0,0,1,0,0,0,0,0,0
00440,People,5,0,0,0,0,0,0,0,0,0
00440,People,6,0,0,0,0,0,0,0,0,0
00440,Lamp,0,1,1,1,1,1,1,1,1,1
00440,Lamp,1,1,1,1,1,1,1,1,1,1
00440,Lamp,2,1,1,1,1,1,1,1,1,0
00440,Lamp,3,1,1,1,1,1,1,1,1,1
00442,People,0,1,1,1,1,1,1,1,1,1
00442,People,1,1,1,1,1,1,1,1,1,1
00442,People,2,0,0,0,0,0,0,0,0,0
00442,People,3,0,0,0,0,0,0,0,0,0
00442,People,4,0,1,0,0,0,0,0,0,0
00442,People,5,0,1,1,1,1,1,1,1,1
00442,People,6,0,1,1,1,1,1,1,1,1
00442,People,7,0,1,1,1,1,1,1,1,1
00442,Lamp,0,1,1,1,1,1,1,1,1,1
00442,Lamp,1,1,1,1,1,1,1,1,1,1
