EN,SD,FE,MG,MI_vis,MI_ir,SF,Qabf,Nabf,SSIM,SCD,VIF,FMI,Q0,QW,QE,method,image
6.457471478433549,0.0924006924033165,1.199861484360513,0.022081874310970306,1.0768782928426914,0.8863483364357753,14.455347622457097,0.3746317388978464,0.11473671010807679,0.7744844161983586,1.4370300872105664,0.2821791507735034,0.09161485974155034,0.7202007677773171,0.823322488601178,0.11712790357162171,"Propuesta_Fo(r=1,m=0.30)",1
6.635058061931714,0.10844223946332932,1.2328588119352855,0.024724511429667473,0.7307937375929295,0.9226028230212415,15.134756394799195,0.4849767087380172,0.20213073162737086,0.7545212523028249,1.5408133125314127,0.35820003225910746,0.14031926551463017,0.7598548508148222,0.877186158116241,0.12921106584437653,"Clasico_Fo(r=25,m=0.30)",1
6.673862679174933,0.10962366312742233,1.0950726847295038,0.022044587880373,1.5509440829843322,0.8475854476271172,14.042181307317273,0.4586417484452742,0.12297997097572477,0.8146634245321553,1.1314769121573645,0.3466143137997659,0.14438252774154534,0.7658608325817176,0.8529248895592275,0.13080222449371776,"Propuesta_Fo(r=1,m=0.30)",2
6.856937397796169,0.1253303587436676,1.1251122784796468,0.024400580674409866,1.3074237007776681,0.820822643144151,14.123371646829478,0.5130367424389402,0.22738780460671193,0.7937034471149025,1.3159463348497564,0.4162248966225006,0.17077058647826066,0.7838922500560516,0.866876786560786,0.13086538284929314,"Clasico_Fo(r=25,m=0.30)",2
6.995213241027233,0.13804961740970612,1.0892642081463733,0.026893001049757004,1.7814295758785716,0.9847775369381313,16.537086951944115,0.46800922282310775,0.13198527890213366,0.7725781640559246,1.0493941938638673,0.31887509777382284,0.14666808028946207,0.7654773380817368,0.855422429915131,0.26536968076837064,"Propuesta_Fo(r=1,m=0.30)",3
7.108813878032061,0.1538100242614746,1.1069536056884297,0.0292831901460886,1.4474680209639947,0.8635281955599132,16.359223667476986,0.5400693461107721,0.21451632938429113,0.7531681994609585,1.1873261788633913,0.3915834502960249,0.16781169572516796,0.7876543315633241,0.8714524658893821,0.3327862873792753,"Clasico_Fo(r=25,m=0.30)",3
6.484897300569991,0.09577158838510513,1.1885385633269048,0.02152284048497677,1.1807635791649773,1.2446073940143978,13.885111630803014,0.4275607753478831,0.13521312032257835,0.8300311785097946,1.1169290434907513,0.3487488165540249,0.13475260014866436,0.7582127702516402,0.8615315520105034,0.14401011681951292,"Propuesta_Fo(r=1,m=0.30)",4
6.718263178258281,0.1136079803109169,1.2313093786754814,0.0234201829880476,0.9947691439882976,1.1819150772003608,14.017665345699958,0.49223274474958084,0.2373616846765524,0.8136462850803203,1.336642424714049,0.41690314695848274,0.17193772784129294,0.7809548725232006,0.8849236274432503,0.16630538810748627,"Clasico_Fo(r=25,m=0.30)",4
6.695157233483397,0.1191648542881012,1.120664605183143,0.019971517845988274,1.3698969924771178,1.0651524622115376,11.014258481965351,0.399003395518168,0.15389101012722342,0.8224916983745221,1.1383828441581165,0.3354018355589585,0.11575704898892314,0.7347066506403305,0.8192647624328495,0.122225312810219,"Propuesta_Fo(r=1,m=0.30)",5
6.782116955169182,0.12793882191181183,1.135220302498579,0.021339090541005135,1.1340654793121907,0.9796778965731786,10.783837827502271,0.4434774921226149,0.2490851566748178,0.8080262249995127,1.226474298425559,0.39582494957592806,0.14624661020031016,0.753790904197006,0.8398198379101502,0.1343012022269949,"Clasico_Fo(r=25,m=0.30)",5
6.8599840213825,0.1226482167840004,1.1925015504293104,0.019945932552218437,1.5717681012294953,0.9556901916320599,9.389475049415454,0.3563431668828815,0.12131309648259624,0.7986072409363225,1.1405682985811687,0.29527221798263525,0.10430830279067026,0.7208996299915463,0.7603043966424302,0.07083157939434861,"Propuesta_Fo(r=1,m=0.30)",6
6.952671950086229,0.13276495039463043,1.2086139055515315,0.02207358554005623,1.2089095137132944,0.8950903934618285,9.47903211419377,0.4098461214987909,0.22903067434988736,0.7829768483156542,1.2520146511906924,0.3470225275267161,0.1363127944430764,0.7433762269829673,0.7947663254073385,0.0661235500767141,"Clasico_Fo(r=25,m=0.30)",6
