r,m,Fo
10,0.92,1.4765020868527332
10,0.93,1.4738620454213531
10,0.94,1.4712586808410475
10,0.95,1.4686773445547328
10,0.96,1.466093642386749
10,0.97,1.4635685316955465
10,0.98,1.4610354593105284
10,0.99,1.458560978117176
10,1.0,1.4560500672490495
10,1.01,1.453607339113553
10,1.02,1.4511786320793405
10,1.03,1.4487718228904345
10,1.04,1.4463751979532322
10,1.05,1.4439903477265752
10,1.06,1.4416177387711773
10,1.07,1.4392826658578908
10,1.08,1.436948156002395
10,1.09,1.4346373740403273
10,1.1,1.4323494113598185
10,1.11,1.430098837323276
10,1.12,1.4278645693307912
10,1.13,1.4256229361226123
10,1.14,1.423390267117699
10,1.15,1.421184709319365
10,1.16,1.4189781006239368
10,1.17,1.416838080043456
10,1.18,1.4146561578590513
10,1.19,1.4124850496219707
10,1.2,1.410345563933041
10,1.21,1.4082459408304604
10,1.22,1.4061566100644558
10,1.23,1.4040734701572817
10,1.24,1.4020007619510217
10,1.25,1.399952258008774
10,1.26,1.3979026663997933
10,1.27,1.3958694454480645
10,1.28,1.3938459293537326
10,1.29,1.3918336523095292
10,1.3,1.3898450215686065
10,1.31,1.3878758342467012
10,1.32,1.3859071676811645
10,1.33,1.383966410911059
10,1.34,1.3820251669499035
10,1.35,1.3800722890344745
10,1.36,1.3781298784219216
10,1.37,1.3761953979273323
10,1.38,1.3743103195212811
10,1.39,1.3724466179605326
10,1.4,1.3705429829666207
10,1.41,1.368664338654584
10,1.42,1.3668058961654277
10,1.43,1.3649697382070871
10,1.44,1.3631442086007388
10,1.45,1.3613269179009755
10,1.46,1.3594608542407223
10,1.47,1.3576389525729888
10,1.48,1.3558056439241557
10,1.49,1.3539741400014857
10,1.5,1.3522011167493655
10,1.51,1.3503736953248093
10,1.52,1.3485877289553476
10,1.53,1.3467794459560902
10,1.54,1.3450278161197484
10,1.55,1.343270116369278
10,1.56,1.341498293639538
10,1.57,1.3397623984201734
10,1.58,1.3380030307602453
10,1.59,1.3362481980283203
10,1.6,1.3345471091585603
10,1.61,1.3328054999098613
10,1.62,1.3310853949168038
10,1.63,1.3294212705976303
10,1.64,1.3277210594665052
10,1.65,1.326032670794265
10,1.66,1.324343300138455
10,1.67,1.32263504591819
10,1.68,1.3209624310704406
10,1.69,1.3192712502224302
10,1.7,1.3176637425677529
10,1.71,1.3160043110658683
10,1.72,1.3143765396308729
10,1.73,1.3126853438136596
10,1.74,1.3110497530346377
10,1.75,1.3094477062592131
10,1.76,1.3078334945323007
10,1.77,1.3062074785730404
10,1.78,1.304588554143228
10,1.79,1.302954633861819
10,1.8,1.301354457347475
10,1.81,1.2997249771713284
10,1.82,1.2981366226927014
10,1.83,1.296541423647694
10,1.84,1.2949542531257352
10,1.85,1.2933660781944742
10,1.86,1.2918049860961827
10,1.87,1.2902447476704613
10,1.88,1.2886752892014801
10,1.89,1.2870921471304837
10,1.9,1.2855282003334219
10,1.91,1.2839751994269277
10,1.92,1.2824849657666053
10,1.93,1.2809262095424636
10,1.94,1.2794087030414516
10,1.95,1.2778433669723064
10,1.96,1.2762975501615124
10,1.97,1.2747501664291272
10,1.98,1.2731633034564729
10,1.99,1.2716705255268688
10,2.0,1.2704540601801586
11,0.01,1.7608972211646325
11,0.02,1.76313884511279
11,0.03,1.7648537489437022
11,0.04,1.7661432985608547
11,0.05,1.7669724401909692
11,0.06,1.7673231398485563
11,0.07,1.7671977938520451
11,0.08,1.766645773105916
11,0.09,1.765707566916147
11,0.1,1.7644306022991898
11,0.11,1.7628584569861312
11,0.12,1.7609826457651685
11,0.13,1.7588731504968216
11,0.14,1.7564511695655884
11,0.15,1.7537274954279871
11,0.16,1.7507735206555706
11,0.17,1.7476228932521565
11,0.18,1.7443678666229008
11,0.19,1.7410077772432226
11,0.2,1.7374809283913717
11,0.21,1.7338400480209453
11,0.22,1.7300495577051962
11,0.23,1.7261917822221324
11,0.24,1.7222747140172572
11,0.25,1.7182456194302107
11,0.26,1.7141834360135675
11,0.27,1.7100549145608603
11,0.28,1.7059289076946584
11,0.29,1.7017746118526418
11,0.3,1.6975612187638653
11,0.31,1.6933457155248808
11,0.32,1.6891306253789946
11,0.33,1.6849118300813843
11,0.34,1.680690305874249
11,0.35,1.676454505259553
11,0.36,1.6721794382785184
11,0.37,1.6679320692318746
11,0.38,1.6637120190334385
11,0.39,1.6594922319775305
11,0.4,1.6552768495513341
11,0.41,1.6511053463398522
11,0.42,1.6469362850467952
11,0.43,1.6427864077588386
11,0.44,1.638626869595259
11,0.45,1.6344988714458573
11,0.46,1.6304036685082697
11,0.47,1.6263344805383302
11,0.48,1.6222868975065146
11,0.49,1.6182588326368783
11,0.5,1.6142232823627376
11,0.51,1.6102791201780133
11,0.52,1.6063231723493052
11,0.53,1.6024175259752447
11,0.54,1.5985400529536742
11,0.55,1.5946738311033304
11,0.56,1.5908545527873423
11,0.57,1.5870788619990688
11,0.58,1.583335464140746
11,0.59,1.5796224034312392
11,0.6,1.5759165968796385
11,0.61,1.5723014559372317
11,0.62,1.5686779110966997
11,0.63,1.5650878323121011
11,0.64,1.5615459131771594
11,0.65,1.5580501423500823
11,0.66,1.5545654979078003
11,0.67,1.5511070835107936
11,0.68,1.5476974523721616
11,0.69,1.544345661435158
11,0.7,1.5409666271169933
11,0.71,1.5376759664950488
11,0.72,1.5344031113810193
11,0.73,1.5311600438014557
11,0.74,1.5279504548300054
11,0.75,1.5247659358770782
11,0.76,1.5216273622927101
11,0.77,1.5185107146024406
11,0.78,1.5154222274652167
11,0.79,1.5123509953358198
11,0.8,1.5092757602866627
11,0.81,1.5063057976200593
11,0.82,1.5033134370721275
11,0.83,1.5003554224351632
11,0.84,1.4974387827323652
11,0.85,1.4945510259132393
11,0.86,1.491699721673801
11,0.87,1.4888938122679063
11,0.88,1.486079786951736
11,0.89,1.4832934128729571
11,0.9,1.4805446118966046
11,0.91,1.4778188293956989
11,0.92,1.4750928130697651
11,0.93,1.4723758010903962
11,0.94,1.4697358805301315
11,0.95,1.467106119198817
11,0.96,1.4644907966236989
11,0.97,1.46188913274408
11,0.98,1.4593198147186566
11,0.99,1.4567882372785668
11,1.0,1.454257222131015
11,1.01,1.451751339898401
11,1.02,1.4492631810409904
11,1.03,1.4467987282566594
11,1.04,1.44434817531707
11,1.05,1.4418952941132142
11,1.06,1.4394858388972533
11,1.07,1.4371024359230071
11,1.08,1.434723432733226
11,1.09,1.4323727674972841
11,1.1,1.4300271305870975
11,1.11,1.4277170287154817
11,1.12,1.4253700957036282
11,1.13,1.4230647649776638
11,1.14,1.4207748549937957
11,1.15,1.418533931738078
11,1.16,1.4162729564143568
11,1.17,1.4140331600837042
11,1.18,1.4118476883190845
11,1.19,1.409663916345486
11,1.2,1.4074507100045963
11,1.21,1.4052975315166556
11,1.22,1.4031340086462851
11,1.23,1.4009715067688695
11,1.24,1.3988110313426834
11,1.25,1.396691966710242
11,1.26,1.394575752747162
11,1.27,1.392491222867671
11,1.28,1.3904494115613037
11,1.29,1.3883543763468473
11,1.3,1.386298981741941
11,1.31,1.3842378014388492
11,1.32,1.38222579422668
11,1.33,1.3802186164602672
11,1.34,1.3781948217487117
11,1.35,1.3761951841896696
11,1.36,1.3742234136702638
11,1.37,1.372278850214612
11,1.38,1.370302039753698
11,1.39,1.36832626781574
11,1.4,1.3663927704754357
11,1.41,1.3644581724456382
11,1.42,1.3624952932321828
11,1.43,1.3605521639542817
11,1.44,1.3586674628555404
11,1.45,1.356760156416876
11,1.46,1.3548296583087847
11,1.47,1.3529554575384368
11,1.48,1.3510528599752547
11,1.49,1.349178246975356
11,1.5,1.3473334977643994
11,1.51,1.345415034803799
11,1.52,1.3435278875207608
11,1.53,1.3417125728041437
11,1.54,1.339849474932399
11,1.55,1.3380132457398133
11,1.56,1.3361927772407547
11,1.57,1.334400401444763
11,1.58,1.3326201660523658
11,1.59,1.3308077212658307
11,1.6,1.3290187677010517
11,1.61,1.327197345507123
11,1.62,1.32541927094236
11,1.63,1.3236389777095317
11,1.64,1.3218735865683444
11,1.65,1.3200678066994558
11,1.66,1.318310608957953
11,1.67,1.3165466141493534
11,1.68,1.3148743547475188
11,1.69,1.3131463617441048
11,1.7,1.311426594965969
11,1.71,1.309699112018049
11,1.72,1.3079717867633052
11,1.73,1.30628780553245
11,1.74,1.3045519894673607
11,1.75,1.3028806898705938
11,1.76,1.301175625875759
11,1.77,1.2994989273253672
11,1.78,1.2978080448890035
11,1.79,1.2961365535303226
11,1.8,1.294513143325567
11,1.81,1.292868042598717
11,1.82,1.2912130267458384
11,1.83,1.289550609867694
11,1.84,1.2879238945784959
11,1.85,1.286279636754944
11,1.86,1.2846304484771995
11,1.87,1.2829686914928506
11,1.88,1.281390047435367
11,1.89,1.2797898772656546
11,1.9,1.2781807264805547
11,1.91,1.2765648110551113
11,1.92,1.2749536309363956
11,1.93,1.2733379143233787
11,1.94,1.2716881304462795
11,1.95,1.2700718113935814
11,1.96,1.2684502210834259
11,1.97,1.2668688469839509
11,1.98,1.2652509001709666
11,1.99,1.2637197538821807
11,2.0,1.2625370717168154
12,0.01,1.7609583716172186
12,0.02,1.7632606475904822
12,0.03,1.7650225724489623
12,0.04,1.7663565601894096
12,0.05,1.7672271888756221
12,0.06,1.7676102122102064
12,0.07,1.7675207088565967
12,0.08,1.766978243381127
12,0.09,1.7660672524552108
12,0.1,1.764810199192377
12,0.11,1.7632479170015047
12,0.12,1.7614056914530727
12,0.13,1.7592867809643729
12,0.14,1.7568775609415106
12,0.15,1.7541696131914304
12,0.16,1.7512383264115012
12,0.17,1.748099835155726
12,0.18,1.7448535635221678
12,0.19,1.7414975483986297
12,0.2,1.7379667937435592
12,0.21,1.7343351470627184
12,0.22,1.7305372042890272
12,0.23,1.7266789819269086
12,0.24,1.7227771718882299
12,0.25,1.718730701657921
12,0.26,1.7146635088821478
12,0.27,1.7105240758103772
12,0.28,1.7064065947890177
12,0.29,1.7022404704936134
12,0.3,1.6980231582021312
12,0.31,1.6938087171049476
12,0.32,1.6895962235930782
12,0.33,1.6853851336008256
12,0.34,1.6811631999412093
12,0.35,1.676922947278043
12,0.36,1.6726506542155926
12,0.37,1.6684062732223037
12,0.38,1.6641770539969503
12,0.39,1.6599513033562434
12,0.4,1.6557260974330597
12,0.41,1.6515536104253423
12,0.42,1.647370967611172
12,0.43,1.6431982428895286
12,0.44,1.6390389032202706
12,0.45,1.6348968518479123
12,0.46,1.6307795723883773
12,0.47,1.626694777810183
12,0.48,1.622623424914685
12,0.49,1.6185807194276514
12,0.5,1.6145189843460814
12,0.51,1.6105571619433132
12,0.52,1.6065920531254063
12,0.53,1.6026757614322815
12,0.54,1.598762663052608
12,0.55,1.5948967500988112
12,0.56,1.5910640660248383
12,0.57,1.5872800406567915
12,0.58,1.5835303779364842
12,0.59,1.5797946284102267
12,0.6,1.5760741711514594
12,0.61,1.572432100688304
12,0.62,1.5687871417598502
12,0.63,1.5651945255542907
12,0.64,1.5616309696190551
12,0.65,1.5581226477237562
12,0.66,1.5546159095256522
12,0.67,1.5511495384378449
12,0.68,1.547731378500907
12,0.69,1.5443540950645158
12,0.7,1.5409764784018367
12,0.71,1.5376634940183311
12,0.72,1.5343699135909794
12,0.73,1.5311153355373304
12,0.74,1.527873813058181
12,0.75,1.5246598421587245
12,0.76,1.52152330959368
12,0.77,1.5183742143242263
12,0.78,1.5152479023849736
12,0.79,1.5121713515441673
12,0.8,1.5090852724047672
12,0.81,1.506078748566245
12,0.82,1.5030793054980276
12,0.83,1.5000977607122958
12,0.84,1.4971296072498204
12,0.85,1.4942030461422273
12,0.86,1.4913156903423335
12,0.87,1.4884623036079183
12,0.88,1.485633052887949
12,0.89,1.482817076429668
12,0.9,1.4800309172477781
12,0.91,1.4772933065905747
12,0.92,1.4745296374798678
12,0.93,1.4718255957197695
12,0.94,1.4691646525505728
12,0.95,1.4664790425978547
12,0.96,1.4638331389657802
12,0.97,1.4612124718636224
12,0.98,1.458611710879287
12,0.99,1.4560301666177609
12,1.0,1.4534563791724906
12,1.01,1.4509319362813404
12,1.02,1.4483922069603299
12,1.03,1.4458786317254966
12,1.04,1.4433979958507035
12,1.05,1.4409229405291841
12,1.06,1.4384798848104723
12,1.07,1.4360439358212662
12,1.08,1.4336432640248875
12,1.09,1.4312176248903077
12,1.1,1.4288360198842651
12,1.11,1.4264720819426862
12,1.12,1.424122559995377
12,1.13,1.4217919376955888
12,1.14,1.4194994944224193
12,1.15,1.4172087884974471
12,1.16,1.4149039283689042
12,1.17,1.4126538808155324
12,1.18,1.4104073223165525
12,1.19,1.4081648915789884
12,1.2,1.4059243622189392
12,1.21,1.4036954079880797
12,1.22,1.4014857774312723
12,1.23,1.3992923945421316
12,1.24,1.3970891590494317
12,1.25,1.394932233861036
12,1.26,1.3927824424703015
12,1.27,1.3906712619051709
12,1.28,1.388534311964411
12,1.29,1.38643834617673
12,1.3,1.3843260562397814
12,1.31,1.38225244826653
12,1.32,1.3802075304485404
12,1.33,1.3781409476573454
12,1.34,1.376079866854725
12,1.35,1.3740181416971413
12,1.36,1.3719850979190096
12,1.37,1.369994824009164
12,1.38,1.367949958100991
12,1.39,1.3659657981384026
12,1.4,1.3639651731604339
12,1.41,1.361974845977765
12,1.42,1.3599790808080083
12,1.43,1.357948134997546
12,1.44,1.3559988213480396
12,1.45,1.3540706106695541
12,1.46,1.3521108786129543
12,1.47,1.3501783721389768
12,1.48,1.3482273010392503
12,1.49,1.3463204833536675
12,1.5,1.3444416173144604
12,1.51,1.3424972656275198
12,1.52,1.3405755426397892
12,1.53,1.338741249799163
12,1.54,1.3368553273741692
12,1.55,1.3349818452199196
12,1.56,1.3331025996788752
12,1.57,1.3312585216055937
12,1.58,1.329390395786161
12,1.59,1.3275334636079579
12,1.6,1.3257064974995478
12,1.61,1.3238404736904192
12,1.62,1.322014430534142
12,1.63,1.320200607389145
12,1.64,1.3183851510703881
12,1.65,1.31657686086925
12,1.66,1.3147826386032266
12,1.67,1.3129703462409446
12,1.68,1.3112291500718025
12,1.69,1.3094975029107114
12,1.7,1.3077475167632826
12,1.71,1.3059677296133085
12,1.72,1.304188732147406
12,1.73,1.3024679386429494
12,1.74,1.3007726752386546
12,1.75,1.2990467672359352
12,1.76,1.2972731575026628
12,1.77,1.2955601636315421
12,1.78,1.2938043070505618
12,1.79,1.292134202488472
12,1.8,1.2904678578816888
12,1.81,1.2887563809585039
12,1.82,1.2870945297817808
12,1.83,1.2854080961889227
12,1.84,1.2837483562663508
12,1.85,1.2820684363219472
12,1.86,1.2804172491174959
12,1.87,1.2787937408846524
12,1.88,1.2771869233984179
12,1.89,1.2755296327874994
12,1.9,1.2738951884518375
12,1.91,1.2722215855283558
12,1.92,1.2705996070148375
12,1.93,1.2689622226091244
12,1.94,1.2673170219554981
12,1.95,1.265631800269393
12,1.96,1.2639632626374093
12,1.97,1.2623682341590987
12,1.98,1.2606542411497879
12,1.99,1.2590771959187446
12,2.0,1.25789569799567
13,0.01,1.761049860741557
13,0.02,1.7634363797427037
13,0.03,1.76527913722136
13,0.04,1.7666544673414482
13,0.05,1.7675808970008065
13,0.06,1.7680192011715636
13,0.07,1.7679486686619172
13,0.08,1.7674448842277686
13,0.09,1.7665604599133964
13,0.1,1.765319583498069
13,0.11,1.7637884367243253
13,0.12,1.7619615210572164
13,0.13,1.7598537593593777
13,0.14,1.757447167151801
13,0.15,1.7547575190542186
13,0.16,1.751828417355834
13,0.17,1.7486949118735957
13,0.18,1.7454489793639043
13,0.19,1.7420945150444263
13,0.2,1.7385646967454988
13,0.21,1.7349162085315273
13,0.22,1.7311161635431447
13,0.23,1.7272630144759777
13,0.24,1.7233375779517857
13,0.25,1.719292224149718
13,0.26,1.7151997426053274
13,0.27,1.711053479172462
13,0.28,1.7069219735855985
13,0.29,1.7027405740383343
13,0.3,1.6985086928211757
13,0.31,1.6942958787965738
13,0.32,1.6900548219221596
13,0.33,1.6858489237872802
13,0.34,1.6816175219218994
13,0.35,1.677362970454588
13,0.36,1.6730706497468386
13,0.37,1.6688020266562473
13,0.38,1.664549789087502
13,0.39,1.6603004495123208
13,0.4,1.6560490467500883
13,0.41,1.651851144455365
13,0.42,1.647636111789937
13,0.43,1.6434550628904117
13,0.44,1.639264708504198
13,0.45,1.635099280642898
13,0.46,1.6309513499994939
13,0.47,1.6268331264738087
13,0.48,1.6227438534062315
13,0.49,1.618684861738208
13,0.5,1.6146175022805067
13,0.51,1.610632022674073
13,0.52,1.6066500678423754
13,0.53,1.6026930624435314
13,0.54,1.5987655255346727
13,0.55,1.5948838941831236
13,0.56,1.5910349046627263
13,0.57,1.5872206326651577
13,0.58,1.583451593497185
13,0.59,1.5797105468596666
13,0.6,1.5759732493604377
13,0.61,1.5723099043768125
13,0.62,1.5686693699039285
13,0.63,1.5650435864470948
13,0.64,1.5614603320381226
13,0.65,1.557896254372615
13,0.66,1.5543704876312383
13,0.67,1.5508945286988407
13,0.68,1.5474361123056317
13,0.69,1.5440111132715477
13,0.7,1.5406105191578974
13,0.71,1.5372607563954788
13,0.72,1.5339178591305496
13,0.73,1.5306260879491658
13,0.74,1.52737498433099
13,0.75,1.5241390682610287
13,0.76,1.52093718052035
13,0.77,1.517762035707061
13,0.78,1.514612473759214
13,0.79,1.5114906154500545
13,0.8,1.5083751594365904
13,0.81,1.5053442811871713
13,0.82,1.5022967560452158
13,0.83,1.4992961893010064
13,0.84,1.4962967672174188
13,0.85,1.4933368283736363
13,0.86,1.4904076934852535
13,0.87,1.4874955922181499
13,0.88,1.4846254540469495
13,0.89,1.4817810581351465
13,0.9,1.4789417925899528
13,0.91,1.4761429981203833
13,0.92,1.4733769508872987
13,0.93,1.470629356923008
13,0.94,1.4678916990834854
13,0.95,1.465187963004255
13,0.96,1.4625037410321309
13,0.97,1.459854399350762
13,0.98,1.4571998844039102
13,0.99,1.454584848877939
13,1.0,1.4519603157424417
13,1.01,1.4493651637810878
13,1.02,1.4468086026620506
13,1.03,1.4442529310441061
13,1.04,1.4417169375788328
13,1.05,1.43918755760072
13,1.06,1.4366913819501208
13,1.07,1.4342139838649344
13,1.08,1.4317599452865941
13,1.09,1.4293010020699004
13,1.1,1.4268886704264236
13,1.11,1.4244674434266889
13,1.12,1.4220997192555114
13,1.13,1.4197301422944637
13,1.14,1.4173352513196462
13,1.15,1.4149624085430839
13,1.16,1.4126210520895501
13,1.17,1.4103002436426284
13,1.18,1.4079955695182182
13,1.19,1.40569676722485
13,1.2,1.40341091687694
13,1.21,1.4011484839693724
13,1.22,1.3988780776930334
13,1.23,1.3965884875442853
13,1.24,1.3943553913862665
13,1.25,1.3921796536456537
13,1.26,1.389990508674293
13,1.27,1.3878270565808009
13,1.28,1.385675248263711
13,1.29,1.3835026194626867
13,1.3,1.3813545350788772
13,1.31,1.3792435278510553
13,1.32,1.3771015399596358
13,1.33,1.3749874986976263
13,1.34,1.3728847884651652
13,1.35,1.37076319829121
13,1.36,1.3686698353280649
13,1.37,1.366589305259666
13,1.38,1.3645165625056972
13,1.39,1.362443991110224
13,1.4,1.36036977079325
13,1.41,1.3583239268926681
13,1.42,1.356281550074728
13,1.43,1.3542242016854635
13,1.44,1.352268576136624
13,1.45,1.3502536218584247
13,1.46,1.3482447799737445
13,1.47,1.3462594564683183
13,1.48,1.3442664886535403
13,1.49,1.3422717772207402
13,1.5,1.340347853467403
13,1.51,1.3383752060928595
13,1.52,1.3364077874638116
13,1.53,1.3344745757669971
13,1.54,1.3325574528117925
13,1.55,1.3306521818660164
13,1.56,1.3287072405821236
13,1.57,1.3267809574118061
13,1.58,1.3249019339438168
13,1.59,1.3230257983946228
13,1.6,1.3211429748512928
13,1.61,1.3192415346876818
13,1.62,1.3173561748871825
13,1.63,1.3155139271134042
13,1.64,1.313650723242257
13,1.65,1.3118304249490433
13,1.66,1.3100267732970454
13,1.67,1.3081856171193857
13,1.68,1.3064051314919454
13,1.69,1.3045768519763679
13,1.7,1.3027918306302986
13,1.71,1.3009529207650306
13,1.72,1.2991281664483905
13,1.73,1.297360407429916
13,1.74,1.2956003678009436
13,1.75,1.293865804860185
13,1.76,1.2920880094149645
13,1.77,1.290342253565162
13,1.78,1.2885737443683947
13,1.79,1.2868367817460613
13,1.8,1.2850993932444092
13,1.81,1.2833539719005114
13,1.82,1.281631467403533
13,1.83,1.2798914927152583
13,1.84,1.2782039913827432
13,1.85,1.2764649463836317
13,1.86,1.2747417295507926
13,1.87,1.2730303009757138
13,1.88,1.2713212688960744
13,1.89,1.2696147325747436
13,1.9,1.2679649235760753
13,1.91,1.2662950427550745
13,1.92,1.2646109765222897
13,1.93,1.2629327328896716
13,1.94,1.2612806450500893
13,1.95,1.2596163728321468
13,1.96,1.2579165428254075
13,1.97,1.256220945222993
13,1.98,1.2545065490306968
13,1.99,1.2529022782967452
13,2.0,1.2516677177558073
14,0.01,1.761125095089145
14,0.02,1.763589610614222
14,0.03,1.7654909795124487
14,0.04,1.7669280502104192
14,0.05,1.7678912638187445
14,0.06,1.7683678132163403
14,0.07,1.7683400356685235
14,0.08,1.7678619941786298
14,0.09,1.7670058382932272
14,0.1,1.7657896495142775
14,0.11,1.7642819253565305
14,0.12,1.7624630743201593
14,0.13,1.760351421586664
14,0.14,1.7579614368576264
14,0.15,1.7552937868069158
14,0.16,1.7523641879088439
14,0.17,1.7492418590987964
14,0.18,1.7460161022980085
14,0.19,1.7426399650393913
14,0.2,1.739110740827621
14,0.21,1.735474736737001
14,0.22,1.7316848131201732
14,0.23,1.7278047398609544
14,0.24,1.7238755802713488
14,0.25,1.7198305173887602
14,0.26,1.715712471533297
14,0.27,1.7115647829660323
14,0.28,1.7074161718602767
14,0.29,1.7032517273943786
14,0.3,1.6990162686626495
14,0.31,1.6948022518265844
14,0.32,1.6905661600083508
14,0.33,1.6863408690779618
14,0.34,1.6820940342118929
14,0.35,1.6778313952651274
14,0.36,1.6735399301652347
14,0.37,1.6692446627000306
14,0.38,1.6649748598659182
14,0.39,1.660695462233857
14,0.4,1.6564400817948595
14,0.41,1.6522020036974796
14,0.42,1.6479781484286136
14,0.43,1.6437716085858411
14,0.44,1.6395742249482517
14,0.45,1.6353940186786033
14,0.46,1.6312328741971582
14,0.47,1.627095570067769
14,0.48,1.6229776632519426
14,0.49,1.6188985485675895
14,0.5,1.6148098782351685
14,0.51,1.6108110233583093
14,0.52,1.6068198594887892
14,0.53,1.6028478796780032
14,0.54,1.598909025923127
14,0.55,1.595002145042636
14,0.56,1.5911489174438636
14,0.57,1.587297043384052
14,0.58,1.5834991814660386
14,0.59,1.5797296529019553
14,0.6,1.5759598335743865
14,0.61,1.5722632074016858
14,0.62,1.5685994786036996
14,0.63,1.5649508338506208
14,0.64,1.5613362994136502
14,0.65,1.5577468529558371
14,0.66,1.5541944634031282
14,0.67,1.5506802714707604
14,0.68,1.5472029454749847
14,0.69,1.5437537850445182
14,0.7,1.5403316215069633
14,0.71,1.5369480512533382
14,0.72,1.5335918195299378
14,0.73,1.5302640546512816
14,0.74,1.5269887423668738
14,0.75,1.5237295938898245
14,0.76,1.5205004595979184
14,0.77,1.517289465116012
14,0.78,1.5141001288646543
14,0.79,1.5109754081531215
14,0.8,1.5078133565838259
14,0.81,1.5047441721571022
14,0.82,1.5016855652055812
14,0.83,1.4986414315245626
14,0.84,1.4956445241917489
14,0.85,1.4926515551474198
14,0.86,1.4896824989605377
14,0.87,1.4867263622476787
14,0.88,1.4837906983666584
14,0.89,1.480897955702673
14,0.9,1.478027463036967
14,0.91,1.4751912669634966
14,0.92,1.4723913075500485
14,0.93,1.4696193490097722
14,0.94,1.4668359614491215
14,0.95,1.4640872421958342
14,0.96,1.4613734629858521
14,0.97,1.4586642163264403
14,0.98,1.4559422850495167
14,0.99,1.4532474061161837
14,1.0,1.450578295006743
14,1.01,1.4479578104807225
14,1.02,1.4453326169940273
14,1.03,1.44274521047874
14,1.04,1.440165551866171
14,1.05,1.4375987545991968
14,1.06,1.4350647900125957
14,1.07,1.4325384370537393
14,1.08,1.4300351130657545
14,1.09,1.4275343956476527
14,1.1,1.4250240191871477
14,1.11,1.4225456116193154
14,1.12,1.4200964534907765
14,1.13,1.4176870845775664
14,1.14,1.4152601285431963
14,1.15,1.4128592494081544
14,1.16,1.4104495666698098
14,1.17,1.4080921493710559
14,1.18,1.4057246156083778
14,1.19,1.4033560564726357
14,1.2,1.4010505439857945
14,1.21,1.3987012440309983
14,1.22,1.3963924643862728
14,1.23,1.394108107597846
14,1.24,1.391848179865664
14,1.25,1.3896288263234011
14,1.26,1.387363409532126
14,1.27,1.3851482742128016
14,1.28,1.3829063641973196
14,1.29,1.3806602009523703
14,1.3,1.378479268054531
14,1.31,1.3762812295145013
14,1.32,1.3741034790931275
14,1.33,1.3719518470938246
14,1.34,1.3698046135637132
14,1.35,1.367598467580428
14,1.36,1.3654041750932542
14,1.37,1.3632682236306988
14,1.38,1.3611496297734629
14,1.39,1.3590692989148183
14,1.4,1.3569783031746248
14,1.41,1.354892691504326
14,1.42,1.3527904262528285
14,1.43,1.350694646047222
14,1.44,1.3486393382881303
14,1.45,1.3466380537880547
14,1.46,1.3445842307749925
14,1.47,1.3425159196969503
14,1.48,1.3404840418187642
14,1.49,1.338416313335231
14,1.5,1.336436978835538
14,1.51,1.3344009759421758
14,1.52,1.3324380863289476
14,1.53,1.3304725094678014
14,1.54,1.3285074229693574
14,1.55,1.3265353177338475
14,1.56,1.32456434588633
14,1.57,1.3226333781644988
14,1.58,1.3206501473848409
14,1.59,1.3187168364715112
14,1.6,1.3167900245730113
14,1.61,1.314822424448622
14,1.62,1.3128675534173706
14,1.63,1.3109985635547536
14,1.64,1.309117251672693
14,1.65,1.3072677955548404
14,1.66,1.305405566438106
14,1.67,1.3035086748217195
14,1.68,1.3016470861501468
14,1.69,1.2997673073395655
14,1.7,1.297945444550714
14,1.71,1.2961486032490093
14,1.72,1.2943155187139879
14,1.73,1.2925081117740245
14,1.74,1.2906890997101017
14,1.75,1.2889044565653147
14,1.76,1.2870929660589296
14,1.77,1.2852429250451873
14,1.78,1.2834445821506997
14,1.79,1.2816402222870686
14,1.8,1.2799052366758852
14,1.81,1.278115503731483
14,1.82,1.276374679410187
14,1.83,1.2745778470905051
14,1.84,1.2728308681519873
14,1.85,1.2710466638088709
14,1.86,1.2693110305140902
14,1.87,1.2675524159691258
14,1.88,1.2658260319087449
14,1.89,1.2640638696894448
14,1.9,1.2623131306912059
14,1.91,1.2605676860341124
14,1.92,1.2588523074815103
14,1.93,1.2571113074931757
14,1.94,1.2553944940664141
14,1.95,1.2537112437983815
14,1.96,1.2520076639701019
14,1.97,1.2502635707640068
14,1.98,1.2484987394738154
14,1.99,1.2469007314852505
14,2.0,1.2456785543133602
15,0.01,1.761199548042334
15,0.02,1.7637339053865204
15,0.03,1.7656951904569995
15,0.04,1.7671821396707548
15,0.05,1.768192981903147
15,0.06,1.7687066945718317
15,0.07,1.7687041786617768
15,0.08,1.7682510886103338
15,0.09,1.7674256376330877
15,0.1,1.7662399608629948
15,0.11,1.7647502291983879
15,0.12,1.762938436075131
15,0.13,1.7608567951617378
15,0.14,1.758475894763247
15,0.15,1.7558101455426496
15,0.16,1.7529097393775916
15,0.17,1.7497895078902197
15,0.18,1.7465683396396792
15,0.19,1.7432026755412346
15,0.2,1.7396777935126375
15,0.21,1.7360458361802802
15,0.22,1.7322524054706088
15,0.23,1.728373638206991
15,0.24,1.7244320824328145
15,0.25,1.7203865949229602
15,0.26,1.716262641641811
15,0.27,1.7121122893174145
15,0.28,1.7079640817514832
15,0.29,1.7037884159973669
15,0.3,1.6995615213067243
15,0.31,1.695345968622324
15,0.32,1.6910994041737561
15,0.33,1.686875683759985
15,0.34,1.682616480270893
15,0.35,1.6783159199804791
15,0.36,1.6740080792695313
