metric,tophat,baseline,mean_tophat,mean_baseline,diff,wilcoxon_W,p_value,effect_r,p_holm,sig_holm_05
MG,TopHat_square_L3_BTH,Propuesta_Novedosa,0.044,0.0191,0.025,0.0,1.9073486328125e-06,1.0,0.0001,True
MI_vis,TopHat_Optimo,Curvelet,1.3681,1.3038,0.0643,20.0,0.0007076263427734375,0.81,0.0156,True
MI_vis,TopHat_Optimo,Multiescala_n8,1.3681,1.406,-0.0379,22.0,0.0010166168212890625,-0.79,0.0203,True
MI_vis,TopHat_Optimo,Optimo_Multiescala,1.3681,1.3101,0.058,90.0,0.5958194732666016,0.143,1.0,False
MI_vis,TopHat_Optimo,PiramideLaplace,1.3681,2.1183,-0.7502,12.0,0.000133514404296875,-0.886,0.0035,True
MI_vis,TopHat_Optimo,Promedio,1.3681,1.5119,-0.1438,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_Optimo,Propuesta_Novedosa,1.3681,1.3741,-0.0061,61.0,0.10539817810058594,-0.419,0.6324,False
MI_vis,TopHat_cross_L3,Curvelet,1.383,1.3038,0.0792,1.0,3.814697265625e-06,0.99,0.0001,True
MI_vis,TopHat_cross_L3,Multiescala_n8,1.383,1.406,-0.0229,28.0,0.002712249755859375,-0.733,0.0407,True
MI_vis,TopHat_cross_L3,Optimo_Multiescala,1.383,1.3101,0.0729,90.0,0.5958194732666016,-0.143,1.0,False
MI_vis,TopHat_cross_L3,PiramideLaplace,1.383,2.1183,-0.7353,15.0,0.001284705613291876,-0.842,0.0244,True
MI_vis,TopHat_cross_L3,Promedio,1.383,1.5119,-0.1288,5.0,0.00029256438440193296,-0.947,0.0073,True
MI_vis,TopHat_cross_L3,Propuesta_Novedosa,1.383,1.3741,0.0089,35.0,0.0072956085205078125,-0.667,0.0875,False
MI_vis,TopHat_cross_L3_BTH,Curvelet,0.8859,1.3038,-0.4179,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_cross_L3_BTH,Multiescala_n8,0.8859,1.406,-0.5201,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_cross_L3_BTH,Optimo_Multiescala,0.8859,1.3101,-0.4242,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_cross_L3_BTH,PiramideLaplace,0.8859,2.1183,-1.2324,6.0,2.6702880859375e-05,-0.943,0.0008,True
MI_vis,TopHat_cross_L3_BTH,Promedio,0.8859,1.5119,-0.626,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_cross_L3_BTH,Propuesta_Novedosa,0.8859,1.3741,-0.4883,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L3,Curvelet,1.3954,1.3038,0.0916,0.0,1.9073486328125e-06,1.0,0.0001,True
MI_vis,TopHat_disk_L3,Multiescala_n8,1.3954,1.406,-0.0106,39.0,0.012079238891601562,-0.629,0.1329,False
MI_vis,TopHat_disk_L3,Optimo_Multiescala,1.3954,1.3101,0.0853,88.0,0.5458755493164062,0.162,1.0,False
MI_vis,TopHat_disk_L3,PiramideLaplace,1.3954,2.1183,-0.7229,16.0,0.0014771661952373799,-0.832,0.0251,True
MI_vis,TopHat_disk_L3,Promedio,1.3954,1.5119,-0.1165,8.0,0.0004633944245426167,-0.916,0.0111,True
MI_vis,TopHat_disk_L3,Propuesta_Novedosa,1.3954,1.3741,0.0212,50.0,0.039989471435546875,-0.524,0.3199,False
MI_vis,TopHat_disk_L3_BTH,Curvelet,0.8758,1.3038,-0.428,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L3_BTH,Multiescala_n8,0.8758,1.406,-0.5301,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L3_BTH,Optimo_Multiescala,0.8758,1.3101,-0.4342,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L3_BTH,PiramideLaplace,0.8758,2.1183,-1.2425,6.0,2.6702880859375e-05,-0.943,0.0008,True
MI_vis,TopHat_disk_L3_BTH,Promedio,0.8758,1.5119,-0.636,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L3_BTH,Propuesta_Novedosa,0.8758,1.3741,-0.4983,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L5,Curvelet,1.3628,1.3038,0.059,30.0,0.00365447998046875,0.714,0.0512,False
MI_vis,TopHat_disk_L5,Multiescala_n8,1.3628,1.406,-0.0432,34.0,0.006389617919921875,-0.676,0.0831,False
MI_vis,TopHat_disk_L5,Optimo_Multiescala,1.3628,1.3101,0.0527,70.0,0.20244979858398438,-0.333,1.0,False
MI_vis,TopHat_disk_L5,PiramideLaplace,1.3628,2.1183,-0.7555,15.0,0.001284705613291876,-0.842,0.0244,True
MI_vis,TopHat_disk_L5,Promedio,1.3628,1.5119,-0.1491,10.0,0.000624865006410599,-0.895,0.0144,True
MI_vis,TopHat_disk_L5,Propuesta_Novedosa,1.3628,1.3741,-0.0114,39.0,0.012079238891601562,-0.629,0.1329,False
MI_vis,TopHat_disk_L5_BTH,Curvelet,0.7729,1.3038,-0.5309,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L5_BTH,Multiescala_n8,0.7729,1.406,-0.633,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L5_BTH,Optimo_Multiescala,0.7729,1.3101,-0.5372,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L5_BTH,PiramideLaplace,0.7729,2.1183,-1.3454,5.0,1.9073486328125e-05,-0.952,0.0006,True
MI_vis,TopHat_disk_L5_BTH,Promedio,0.7729,1.5119,-0.739,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_disk_L5_BTH,Propuesta_Novedosa,0.7729,1.3741,-0.6012,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_square_L3,Curvelet,1.3906,1.3038,0.0868,1.0,3.814697265625e-06,0.99,0.0001,True
MI_vis,TopHat_square_L3,Multiescala_n8,1.3906,1.406,-0.0154,41.0,0.01531219482421875,-0.61,0.1378,False
MI_vis,TopHat_square_L3,Optimo_Multiescala,1.3906,1.3101,0.0805,103.0,0.956329345703125,0.019,1.0,False
MI_vis,TopHat_square_L3,PiramideLaplace,1.3906,2.1183,-0.7277,16.0,0.0014771661952373799,-0.832,0.0251,True
MI_vis,TopHat_square_L3,Promedio,1.3906,1.5119,-0.1213,11.0,0.000723953499988853,-0.884,0.0156,True
MI_vis,TopHat_square_L3,Propuesta_Novedosa,1.3906,1.3741,0.0165,52.0,0.04844093322753906,-0.505,0.3391,False
MI_vis,TopHat_square_L3_BTH,Curvelet,0.8578,1.3038,-0.446,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_square_L3_BTH,Multiescala_n8,0.8578,1.406,-0.5482,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_square_L3_BTH,Optimo_Multiescala,0.8578,1.3101,-0.4523,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_square_L3_BTH,PiramideLaplace,0.8578,2.1183,-1.2605,6.0,2.6702880859375e-05,-0.943,0.0008,True
MI_vis,TopHat_square_L3_BTH,Promedio,0.8578,1.5119,-0.6541,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_vis,TopHat_square_L3_BTH,Propuesta_Novedosa,0.8578,1.3741,-0.5164,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_Optimo,Curvelet,0.9316,0.8843,0.0473,20.0,0.0007076263427734375,0.81,0.017,True
MI_ir,TopHat_Optimo,Multiescala_n8,0.9316,0.9494,-0.0178,40.0,0.013616561889648438,-0.619,0.2859,False
MI_ir,TopHat_Optimo,Optimo_Multiescala,0.9316,0.8768,0.0548,100.0,0.8694877624511719,0.048,0.8695,False
MI_ir,TopHat_Optimo,PiramideLaplace,0.9316,1.0717,-0.1401,48.0,0.03276824951171875,-0.543,0.3605,False
MI_ir,TopHat_Optimo,Promedio,0.9316,1.0637,-0.1321,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_Optimo,Propuesta_Novedosa,0.9316,0.9274,0.0042,71.0,0.21616744995117188,-0.324,0.8647,False
MI_ir,TopHat_cross_L3,Curvelet,0.9381,0.8843,0.0538,14.0,0.000209808349609375,0.867,0.0059,True
MI_ir,TopHat_cross_L3,Multiescala_n8,0.9381,0.9494,-0.0113,44.0,0.021484375,-0.581,0.3438,False
MI_ir,TopHat_cross_L3,Optimo_Multiescala,0.9381,0.8768,0.0613,77.0,0.3117942810058594,-0.267,0.8647,False
MI_ir,TopHat_cross_L3,PiramideLaplace,0.9381,1.0717,-0.1336,44.0,0.040135536373545506,-0.537,0.4014,False
MI_ir,TopHat_cross_L3,Promedio,0.9381,1.0637,-0.1256,6.0,0.00034155628132162525,-0.937,0.0089,True
MI_ir,TopHat_cross_L3,Propuesta_Novedosa,0.9381,0.9274,0.0107,53.0,0.05316925048828125,-0.495,0.4785,False
MI_ir,TopHat_cross_L3_BTH,Curvelet,0.6336,0.8843,-0.2507,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_cross_L3_BTH,Multiescala_n8,0.6336,0.9494,-0.3157,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_cross_L3_BTH,Optimo_Multiescala,0.6336,0.8768,-0.2432,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_cross_L3_BTH,PiramideLaplace,0.6336,1.0717,-0.438,10.0,8.20159912109375e-05,-0.905,0.0027,True
MI_ir,TopHat_cross_L3_BTH,Promedio,0.6336,1.0637,-0.43,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_cross_L3_BTH,Propuesta_Novedosa,0.6336,0.9274,-0.2938,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L3,Curvelet,0.9182,0.8843,0.0339,45.0,0.023950576782226562,0.571,0.3593,False
MI_ir,TopHat_disk_L3,Multiescala_n8,0.9182,0.9494,-0.0311,30.0,0.00365447998046875,-0.714,0.0841,False
MI_ir,TopHat_disk_L3,Optimo_Multiescala,0.9182,0.8768,0.0414,59.0,0.08969497680664062,-0.438,0.6604,False
MI_ir,TopHat_disk_L3,PiramideLaplace,0.9182,1.0717,-0.1534,40.0,0.02687559167118386,-0.579,0.3593,False
MI_ir,TopHat_disk_L3,Promedio,0.9182,1.0637,-0.1454,2.0,0.0001821819171706161,-0.979,0.0053,True
MI_ir,TopHat_disk_L3,Propuesta_Novedosa,0.9182,0.9274,-0.0092,40.0,0.013616561889648438,-0.619,0.2859,False
MI_ir,TopHat_disk_L3_BTH,Curvelet,0.6181,0.8843,-0.2661,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L3_BTH,Multiescala_n8,0.6181,0.9494,-0.3312,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L3_BTH,Optimo_Multiescala,0.6181,0.8768,-0.2587,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L3_BTH,PiramideLaplace,0.6181,1.0717,-0.4535,10.0,8.20159912109375e-05,-0.905,0.0027,True
MI_ir,TopHat_disk_L3_BTH,Promedio,0.6181,1.0637,-0.4455,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L3_BTH,Propuesta_Novedosa,0.6181,0.9274,-0.3093,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L5,Curvelet,0.914,0.8843,0.0297,74.0,0.26109886169433594,0.295,0.8647,False
MI_ir,TopHat_disk_L5,Multiescala_n8,0.914,0.9494,-0.0354,40.0,0.013616561889648438,-0.619,0.2859,False
MI_ir,TopHat_disk_L5,Optimo_Multiescala,0.914,0.8768,0.0371,62.0,0.11398696899414062,-0.41,0.6604,False
MI_ir,TopHat_disk_L5,PiramideLaplace,0.914,1.0717,-0.1577,39.0,0.02422372469374016,-0.589,0.3593,False
MI_ir,TopHat_disk_L5,Promedio,0.914,1.0637,-0.1497,6.0,0.00034155628132162525,-0.937,0.0089,True
MI_ir,TopHat_disk_L5,Propuesta_Novedosa,0.914,0.9274,-0.0135,43.0,0.01923370361328125,-0.59,0.327,False
MI_ir,TopHat_disk_L5_BTH,Curvelet,0.5949,0.8843,-0.2894,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L5_BTH,Multiescala_n8,0.5949,0.9494,-0.3545,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L5_BTH,Optimo_Multiescala,0.5949,0.8768,-0.2819,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L5_BTH,PiramideLaplace,0.5949,1.0717,-0.4768,10.0,8.20159912109375e-05,-0.905,0.0027,True
MI_ir,TopHat_disk_L5_BTH,Promedio,0.5949,1.0637,-0.4688,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_disk_L5_BTH,Propuesta_Novedosa,0.5949,0.9274,-0.3325,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_square_L3,Curvelet,0.9145,0.8843,0.0303,60.0,0.09730720520019531,0.429,0.6604,False
MI_ir,TopHat_square_L3,Multiescala_n8,0.9145,0.9494,-0.0348,34.0,0.006389617919921875,-0.676,0.1406,False
MI_ir,TopHat_square_L3,Optimo_Multiescala,0.9145,0.8768,0.0377,58.0,0.082550048828125,-0.448,0.6604,False
MI_ir,TopHat_square_L3,PiramideLaplace,0.9145,1.0717,-0.1571,40.0,0.02687559167118386,-0.579,0.3593,False
MI_ir,TopHat_square_L3,Promedio,0.9145,1.0637,-0.1491,3.0,0.0002136700043906972,-0.968,0.0059,True
MI_ir,TopHat_square_L3,Propuesta_Novedosa,0.9145,0.9274,-0.0129,41.0,0.01531219482421875,-0.61,0.2859,False
MI_ir,TopHat_square_L3_BTH,Curvelet,0.6123,0.8843,-0.272,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_square_L3_BTH,Multiescala_n8,0.6123,0.9494,-0.3371,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_square_L3_BTH,Optimo_Multiescala,0.6123,0.8768,-0.2646,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_square_L3_BTH,PiramideLaplace,0.6123,1.0717,-0.4594,10.0,8.20159912109375e-05,-0.905,0.0027,True
MI_ir,TopHat_square_L3_BTH,Promedio,0.6123,1.0637,-0.4514,0.0,1.9073486328125e-06,-1.0,0.0001,True
MI_ir,TopHat_square_L3_BTH,Propuesta_Novedosa,0.6123,0.9274,-0.3152,0.0,1.9073486328125e-06,-1.0,0.0001,True
SF,TopHat_Optimo,Curvelet,12.403,13.151,-0.7479,34.0,0.006389617919921875,-0.676,0.0128,True
SF,TopHat_Optimo,Multiescala_n8,12.403,9.3115,3.0915,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_Optimo,Optimo_Multiescala,12.403,10.6922,1.7108,6.0,2.6702880859375e-05,0.943,0.0005,True
SF,TopHat_Optimo,PiramideLaplace,12.403,13.04,-0.6369,53.0,0.05316925048828125,-0.495,0.0532,False
SF,TopHat_Optimo,Promedio,12.403,7.112,5.2911,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_Optimo,Propuesta_Novedosa,12.403,9.5192,2.8838,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_cross_L3,Curvelet,11.4187,13.151,-1.7322,0.0,0.0001318338889828333,-1.0,0.0024,True
SF,TopHat_cross_L3,Multiescala_n8,11.4187,9.3115,2.1072,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_cross_L3,Optimo_Multiescala,11.4187,10.6922,0.7265,21.0,0.000850677490234375,0.8,0.0026,True
SF,TopHat_cross_L3,PiramideLaplace,11.4187,13.04,-1.6212,0.0,0.0001318338889828333,-1.0,0.0024,True
SF,TopHat_cross_L3,Promedio,11.4187,7.112,4.3068,0.0,0.0001318338889828333,1.0,0.0024,True
SF,TopHat_cross_L3,Propuesta_Novedosa,11.4187,9.5192,1.8995,2.0,5.7220458984375e-06,0.981,0.0001,True
SF,TopHat_cross_L3_BTH,Curvelet,21.8316,13.151,8.6807,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_cross_L3_BTH,Multiescala_n8,21.8316,9.3115,12.5201,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_cross_L3_BTH,Optimo_Multiescala,21.8316,10.6922,11.1394,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_cross_L3_BTH,PiramideLaplace,21.8316,13.04,8.7917,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_cross_L3_BTH,Promedio,21.8316,7.112,14.7197,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_cross_L3_BTH,Propuesta_Novedosa,21.8316,9.5192,12.3124,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L3,Curvelet,11.627,13.151,-1.5239,0.0,0.0001318338889828333,-1.0,0.0024,True
SF,TopHat_disk_L3,Multiescala_n8,11.627,9.3115,2.3155,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_disk_L3,Optimo_Multiescala,11.627,10.6922,0.9348,16.0,0.0003223419189453125,0.848,0.0024,True
SF,TopHat_disk_L3,PiramideLaplace,11.627,13.04,-1.4129,0.0,0.0001318338889828333,-1.0,0.0024,True
SF,TopHat_disk_L3,Promedio,11.627,7.112,4.5151,0.0,0.0001318338889828333,1.0,0.0024,True
SF,TopHat_disk_L3,Propuesta_Novedosa,11.627,9.5192,2.1078,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_disk_L3_BTH,Curvelet,21.7436,13.151,8.5927,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L3_BTH,Multiescala_n8,21.7436,9.3115,12.4321,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L3_BTH,Optimo_Multiescala,21.7436,10.6922,11.0514,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L3_BTH,PiramideLaplace,21.7436,13.04,8.7037,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L3_BTH,Promedio,21.7436,7.112,14.6317,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L3_BTH,Propuesta_Novedosa,21.7436,9.5192,12.2244,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L5,Curvelet,11.9234,13.151,-1.2276,1.0,0.00015509577279577017,-0.989,0.0024,True
SF,TopHat_disk_L5,Multiescala_n8,11.9234,9.3115,2.6118,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_disk_L5,Optimo_Multiescala,11.9234,10.6922,1.2312,14.0,0.000209808349609375,0.867,0.0024,True
SF,TopHat_disk_L5,PiramideLaplace,11.9234,13.04,-1.1166,3.0,0.0002136700043906972,-0.968,0.0024,True
SF,TopHat_disk_L5,Promedio,11.9234,7.112,4.8114,0.0,0.0001318338889828333,1.0,0.0024,True
SF,TopHat_disk_L5,Propuesta_Novedosa,11.9234,9.5192,2.4041,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_disk_L5_BTH,Curvelet,22.9396,13.151,9.7887,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L5_BTH,Multiescala_n8,22.9396,9.3115,13.6281,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L5_BTH,Optimo_Multiescala,22.9396,10.6922,12.2474,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L5_BTH,PiramideLaplace,22.9396,13.04,9.8997,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L5_BTH,Promedio,22.9396,7.112,15.8276,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_disk_L5_BTH,Propuesta_Novedosa,22.9396,9.5192,13.4204,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_square_L3,Curvelet,11.5761,13.151,-1.5749,0.0,0.0001318338889828333,-1.0,0.0024,True
SF,TopHat_square_L3,Multiescala_n8,11.5761,9.3115,2.2646,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_square_L3,Optimo_Multiescala,11.5761,10.6922,0.8839,16.0,0.0003223419189453125,0.848,0.0024,True
SF,TopHat_square_L3,PiramideLaplace,11.5761,13.04,-1.4638,0.0,0.0001318338889828333,-1.0,0.0024,True
SF,TopHat_square_L3,Promedio,11.5761,7.112,4.4641,0.0,0.0001318338889828333,1.0,0.0024,True
SF,TopHat_square_L3,Propuesta_Novedosa,11.5761,9.5192,2.0569,1.0,3.814697265625e-06,0.99,0.0001,True
SF,TopHat_square_L3_BTH,Curvelet,21.3473,13.151,8.1963,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_square_L3_BTH,Multiescala_n8,21.3473,9.3115,12.0358,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_square_L3_BTH,Optimo_Multiescala,21.3473,10.6922,10.6551,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_square_L3_BTH,PiramideLaplace,21.3473,13.04,8.3073,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_square_L3_BTH,Promedio,21.3473,7.112,14.2353,0.0,1.9073486328125e-06,1.0,0.0001,True
SF,TopHat_square_L3_BTH,Propuesta_Novedosa,21.3473,9.5192,11.828,0.0,1.9073486328125e-06,1.0,0.0001,True
Qabf,TopHat_Optimo,Curvelet,0.4478,0.4762,-0.0284,5.0,1.9073486328125e-05,-0.952,0.0006,True
Qabf,TopHat_Optimo,Multiescala_n8,0.4478,0.4843,-0.0365,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_Optimo,Optimo_Multiescala,0.4478,0.5137,-0.0659,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_Optimo,PiramideLaplace,0.4478,0.4419,0.0059,64.0,0.13272666931152344,-0.39,1.0,False
Qabf,TopHat_Optimo,Promedio,0.4478,0.3098,0.138,0.0,1.9073486328125e-06,1.0,0.0001,True
Qabf,TopHat_Optimo,Propuesta_Novedosa,0.4478,0.4948,-0.047,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_cross_L3,Curvelet,0.4556,0.4762,-0.0206,40.0,0.013616561889648438,0.619,0.2587,False
Qabf,TopHat_cross_L3,Multiescala_n8,0.4556,0.4843,-0.0287,69.0,0.1893482208251953,0.343,1.0,False
Qabf,TopHat_cross_L3,Optimo_Multiescala,0.4556,0.5137,-0.0581,20.0,0.0007076263427734375,-0.81,0.0184,True
Qabf,TopHat_cross_L3,PiramideLaplace,0.4556,0.4419,0.0137,94.0,0.7011814117431641,0.105,1.0,False
Qabf,TopHat_cross_L3,Promedio,0.4556,0.3098,0.1457,0.0,1.9073486328125e-06,1.0,0.0001,True
Qabf,TopHat_cross_L3,Propuesta_Novedosa,0.4556,0.4948,-0.0392,89.0,0.5705966949462891,-0.152,1.0,False
Qabf,TopHat_cross_L3_BTH,Curvelet,0.3109,0.4762,-0.1652,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_cross_L3_BTH,Multiescala_n8,0.3109,0.4843,-0.1733,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_cross_L3_BTH,Optimo_Multiescala,0.3109,0.5137,-0.2027,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_cross_L3_BTH,PiramideLaplace,0.3109,0.4419,-0.131,19.0,0.0005855560302734375,-0.819,0.0164,True
Qabf,TopHat_cross_L3_BTH,Promedio,0.3109,0.3098,0.0011,99.0,0.8408222198486328,-0.057,1.0,False
Qabf,TopHat_cross_L3_BTH,Propuesta_Novedosa,0.3109,0.4948,-0.1839,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L3,Curvelet,0.4559,0.4762,-0.0203,51.0,0.04405403137207031,0.514,0.7489,False
Qabf,TopHat_disk_L3,Multiescala_n8,0.4559,0.4843,-0.0284,65.0,0.14290618896484375,0.381,1.0,False
Qabf,TopHat_disk_L3,Optimo_Multiescala,0.4559,0.5137,-0.0578,23.0,0.001209259033203125,-0.781,0.0278,True
Qabf,TopHat_disk_L3,PiramideLaplace,0.4559,0.4419,0.014,88.0,0.5458755493164062,0.162,1.0,False
Qabf,TopHat_disk_L3,Promedio,0.4559,0.3098,0.146,0.0,1.9073486328125e-06,1.0,0.0001,True
Qabf,TopHat_disk_L3,Propuesta_Novedosa,0.4559,0.4948,-0.0389,81.0,0.38837623596191406,-0.229,1.0,False
Qabf,TopHat_disk_L3_BTH,Curvelet,0.3259,0.4762,-0.1503,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L3_BTH,Multiescala_n8,0.3259,0.4843,-0.1584,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L3_BTH,Optimo_Multiescala,0.3259,0.5137,-0.1878,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L3_BTH,PiramideLaplace,0.3259,0.4419,-0.116,21.0,0.000850677490234375,-0.8,0.0213,True
Qabf,TopHat_disk_L3_BTH,Promedio,0.3259,0.3098,0.016,79.0,0.34881019592285156,0.248,1.0,False
Qabf,TopHat_disk_L3_BTH,Propuesta_Novedosa,0.3259,0.4948,-0.1689,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L5,Curvelet,0.4583,0.4762,-0.0178,46.0,0.026641845703125,0.562,0.4796,False
Qabf,TopHat_disk_L5,Multiescala_n8,0.4583,0.4843,-0.026,73.0,0.24548721313476562,0.305,1.0,False
Qabf,TopHat_disk_L5,Optimo_Multiescala,0.4583,0.5137,-0.0553,28.0,0.002712249755859375,-0.733,0.057,False
Qabf,TopHat_disk_L5,PiramideLaplace,0.4583,0.4419,0.0164,87.0,0.5216732025146484,0.171,1.0,False
Qabf,TopHat_disk_L5,Promedio,0.4583,0.3098,0.1485,0.0,1.9073486328125e-06,1.0,0.0001,True
Qabf,TopHat_disk_L5,Propuesta_Novedosa,0.4583,0.4948,-0.0365,90.0,0.5958194732666016,-0.143,1.0,False
Qabf,TopHat_disk_L5_BTH,Curvelet,0.2913,0.4762,-0.1849,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L5_BTH,Multiescala_n8,0.2913,0.4843,-0.193,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L5_BTH,Optimo_Multiescala,0.2913,0.5137,-0.2224,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_disk_L5_BTH,PiramideLaplace,0.2913,0.4419,-0.1506,19.0,0.0005855560302734375,-0.819,0.0164,True
Qabf,TopHat_disk_L5_BTH,Promedio,0.2913,0.3098,-0.0186,26.0,0.0019855499267578125,-0.752,0.0437,True
Qabf,TopHat_disk_L5_BTH,Propuesta_Novedosa,0.2913,0.4948,-0.2035,0.0,1.9073486328125e-06,-1.0,0.0001,True
Qabf,TopHat_square_L3,Curvelet,0.4392,0.4762,-0.037,93.0,0.6742229461669922,0.114,1.0,False
Qabf,TopHat_square_L3,Multiescala_n8,0.4392,0.4843,-0.0451,62.0,0.11398696899414062,-0.41,1.0,False
Qabf,TopHat_square_L3,Optimo_Multiescala,0.4392,0.5137,-0.0745,3.0,9.5367431640625e-06,-0.971,0.0003,True
