imagen,particulas,iteraciones,r,m,SSIM_avg,E,SF,SD,PSNR,FO
Athena_heather_hei_vis,6,50,1,0.3,0.698661,6.729061,12.098656,0.10715,16.093714,1.700731
Athena_heather_hei_vis,8,10,1,0.3,0.698661,6.729061,12.098656,0.10715,16.093714,1.700731
Athena_heather_hei_vis,8,20,1,0.3,0.698661,6.729061,12.098656,0.10715,16.093714,1.700731
Athena_heather_hei_vis,8,30,25,0.3,0.614821,7.13527,16.450108,0.144019,15.481118,1.661541
Athena_heather_hei_vis,8,40,1,0.3,0.698661,6.729061,12.098656,0.10715,16.093714,1.700731
Athena_heather_hei_vis,8,50,1,0.3,0.698661,6.729061,12.098656,0.10715,16.093714,1.700731
Athena_heather_hei_vis,10,10,25,0.3,0.614821,7.13527,16.450108,0.144019,15.481118,1.661541
Athena_heather_hei_vis,10,20,25,0.3,0.614821,7.13527,16.450108,0.144019,15.481118,1.661541
Athena_heather_hei_vis,10,30,1,0.3,0.698661,6.729061,12.098656,0.10715,16.093714,1.700731
Athena_heather_hei_vis,10,40,1,0.3,0.698661,6.729061,12.098656,0.10715,16.093714,1.700731
Athena_heather_hei_vis,10,50,25,0.3,0.614821,7.13527,16.450108,0.144019,15.481118,1.661541
Athena_helicopter_helib_011,2,10,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,2,20,2,0.3,0.822785,5.100644,6.063616,0.040515,18.528606,1.652093
Athena_helicopter_helib_011,2,30,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,2,40,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,2,50,2,0.3,0.822785,5.100644,6.063616,0.040515,18.528606,1.652093
Athena_helicopter_helib_011,4,10,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,4,20,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,4,30,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,4,40,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,4,50,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,6,10,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,6,20,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,6,30,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,6,40,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,6,50,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,8,10,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,8,20,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,8,30,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,8,40,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,8,50,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,10,10,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,10,20,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,10,30,25,0.3,0.764565,5.510128,7.913039,0.058162,18.334096,1.636672
Athena_helicopter_helib_011,10,40,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_helicopter_helib_011,10,50,1,0.3,0.838334,5.02694,5.360686,0.039436,18.539149,1.652093
Athena_lake_lake,2,10,13,0.3,0.667948,6.824581,14.249604,0.119845,16.580384,1.687795
Athena_lake_lake,2,20,6,1.4125,0.328421,7.322466,35.664758,0.170095,14.701027,1.395593
Athena_lake_lake,2,30,11,0.3,0.672091,6.800424,14.122565,0.117897,16.625923,1.689626
Athena_lake_lake,2,40,1,1.6934,0.490037,6.811443,25.43587,0.114624,16.470806,1.506179
Athena_lake_lake,2,50,25,0.3,0.653215,6.928924,14.595006,0.129427,16.350303,1.682834
Athena_lake_lake,4,10,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,4,20,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,4,30,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,4,40,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,4,50,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,6,10,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,6,20,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,6,30,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,6,40,2,0.3,0.738182,6.607195,11.753824,0.10279,16.900901,1.750788
Athena_lake_lake,6,50,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,8,10,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,8,20,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,8,30,2,0.3,0.738182,6.607195,11.753824,0.10279,16.900901,1.750788
Athena_lake_lake,8,40,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,8,50,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,10,10,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,10,20,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,10,30,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,10,40,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_lake_lake,10,50,1,0.3,0.758101,6.58397,9.791927,0.097902,16.969079,1.750788
Athena_man_in_doorway_maninhuis,2,10,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,2,20,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,2,30,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,2,40,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,2,50,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,4,10,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,4,20,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,4,30,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,4,40,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,4,50,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,6,10,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,6,20,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,6,30,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,6,40,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,6,50,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,8,10,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,8,20,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,8,30,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,8,40,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,8,50,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,10,10,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,10,20,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_man_in_doorway_maninhuis,10,30,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,10,40,1,0.3,0.7023,6.798957,11.929629,0.108895,15.506152,1.707231
Athena_man_in_doorway_maninhuis,10,50,25,0.3,0.614993,7.400911,18.923244,0.17166,14.565457,1.685762
Athena_soldier_behind_smoke_1_meting012-1200,2,10,25,0.3,0.583524,7.407545,17.185171,0.175392,13.180211,1.641269
Athena_soldier_behind_smoke_1_meting012-1200,2,20,20,0.3,0.589682,7.360028,17.034841,0.169994,13.249119,1.642503
Athena_soldier_behind_smoke_1_meting012-1200,2,30,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,2,40,25,0.3,0.583524,7.407545,17.185171,0.175392,13.180211,1.641269
Athena_soldier_behind_smoke_1_meting012-1200,2,50,2,0.3,0.666952,7.009203,13.592029,0.140445,13.600761,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,4,10,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,4,20,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,4,30,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,4,40,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,4,50,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,6,10,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,6,20,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,6,30,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,6,40,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,6,50,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,8,10,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,8,20,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,8,30,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,8,40,20,0.3,0.589682,7.360028,17.034841,0.169994,13.249119,1.642503
Athena_soldier_behind_smoke_1_meting012-1200,8,50,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,10,10,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,10,20,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,10,30,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,10,40,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_1_meting012-1200,10,50,1,0.3,0.683759,6.967426,11.591885,0.136832,13.633462,1.691022
Athena_soldier_behind_smoke_2_meting012-1500,2,10,1,0.835,0.57487,7.001583,21.166804,0.137313,11.182071,1.561882
Athena_soldier_behind_smoke_2_meting012-1500,2,20,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,2,30,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,2,40,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,2,50,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,4,10,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,4,20,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,4,30,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,4,40,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,4,50,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,6,10,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,6,20,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,6,30,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,6,40,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,6,50,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,8,10,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,8,20,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,8,30,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,8,40,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,8,50,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,10,10,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,10,20,2,0.3,0.664571,6.954516,14.030097,0.135739,11.225493,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,10,30,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_2_meting012-1500,10,40,1,0.3,0.684989,6.925157,11.928263,0.131752,11.243195,1.663065
Athena_soldier_behind_smoke_2_meting012-1500,10,50,25,0.3,0.604303,7.224166,15.283938,0.157211,11.120068,1.618525
Athena_soldier_behind_smoke_3_meting012-1700,2,10,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,2,20,1,0.6614,0.560082,7.021719,25.364827,0.126165,13.769408,1.575501
Athena_soldier_behind_smoke_3_meting012-1700,2,30,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,2,40,1,1.2078,0.423336,7.2115,39.827365,0.142932,13.417397,1.458952
Athena_soldier_behind_smoke_3_meting012-1700,2,50,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,4,10,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,4,20,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,4,30,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,4,40,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,4,50,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,6,10,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,6,20,2,0.3,0.637431,6.952353,18.840111,0.124533,13.846122,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,6,30,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,6,40,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,6,50,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,8,10,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,8,20,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,8,30,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,8,40,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,8,50,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,10,10,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,10,20,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_behind_smoke_3_meting012-1700,10,30,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,10,40,1,0.3,0.66517,6.906214,15.879501,0.11821,13.90069,1.667454
Athena_soldier_behind_smoke_3_meting012-1700,10,50,25,0.3,0.584624,7.313101,21.525291,0.156886,13.553031,1.634292
Athena_soldier_in_trench_1_meting016,2,10,1,1.1386,0.496389,6.839997,27.366938,0.114449,16.330781,1.514696
Athena_soldier_in_trench_1_meting016,2,20,3,0.4092,0.633042,6.730804,18.978417,0.113504,16.522195,1.664813
Athena_soldier_in_trench_1_meting016,2,30,25,0.3,0.643122,6.99043,18.106961,0.132078,16.191706,1.678843
Athena_soldier_in_trench_1_meting016,2,40,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,2,50,16,0.3,0.644484,6.887874,17.913312,0.124863,16.347091,1.667904
Athena_soldier_in_trench_1_meting016,4,10,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,4,20,25,0.3,0.643122,6.99043,18.106961,0.132078,16.191706,1.678843
Athena_soldier_in_trench_1_meting016,4,30,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,4,40,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,4,50,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,6,10,25,0.3,0.643122,6.99043,18.106961,0.132078,16.191706,1.678843
Athena_soldier_in_trench_1_meting016,6,20,2,0.3,0.7105,6.650133,15.089249,0.106957,16.666939,1.735418
Athena_soldier_in_trench_1_meting016,6,30,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,6,40,25,0.3,0.643122,6.99043,18.106961,0.132078,16.191706,1.678843
Athena_soldier_in_trench_1_meting016,6,50,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,8,10,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,8,20,25,0.3,0.643122,6.99043,18.106961,0.132078,16.191706,1.678843
Athena_soldier_in_trench_1_meting016,8,30,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,8,40,25,0.3,0.643122,6.99043,18.106961,0.132078,16.191706,1.678843
Athena_soldier_in_trench_1_meting016,8,50,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,10,10,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,10,20,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,10,30,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_1_meting016,10,40,25,0.3,0.643122,6.99043,18.106961,0.132078,16.191706,1.678843
Athena_soldier_in_trench_1_meting016,10,50,1,0.3,0.741717,6.608691,12.39998,0.099844,16.761531,1.735418
Athena_soldier_in_trench_2_meting055,2,10,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,2,20,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,2,30,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,2,40,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,2,50,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,4,10,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,4,20,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,4,30,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,4,40,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,4,50,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,6,10,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,6,20,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,6,30,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,6,40,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,6,50,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,8,10,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,8,20,25,0.3,0.600325,6.868522,20.847516,0.121056,18.430414,1.643194
Athena_soldier_in_trench_2_meting055,8,30,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,8,40,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,8,50,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,10,10,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,10,20,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,10,30,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,10,40,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Athena_soldier_in_trench_2_meting055,10,50,1,0.3,0.715598,6.402879,14.153837,0.084686,19.498907,1.710947
Triclobs_Bosnia_R,2,10,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,2,20,25,0.3,0.685311,6.975378,18.866597,0.223644,15.009833,1.707332
Triclobs_Bosnia_R,2,30,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,2,40,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,2,50,25,0.3,0.685311,6.975378,18.866597,0.223644,15.009833,1.707332
Triclobs_Bosnia_R,4,10,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,4,20,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,4,30,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,4,40,25,0.3,0.685311,6.975378,18.866597,0.223644,15.009833,1.707332
Triclobs_Bosnia_R,4,50,25,0.3,0.685311,6.975378,18.866597,0.223644,15.009833,1.707332
Triclobs_Bosnia_R,6,10,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,6,20,25,0.3,0.685311,6.975378,18.866597,0.223644,15.009833,1.707332
Triclobs_Bosnia_R,6,30,25,0.3,0.685311,6.975378,18.866597,0.223644,15.009833,1.707332
Triclobs_Bosnia_R,6,40,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,6,50,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,8,10,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,8,20,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,8,30,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,8,40,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,8,50,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,10,10,25,0.3,0.685311,6.975378,18.866597,0.223644,15.009833,1.707332
Triclobs_Bosnia_R,10,20,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,10,30,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,10,40,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_Bosnia_R,10,50,1,0.3,0.745641,6.686366,13.215671,0.189321,15.792454,1.739361
Triclobs_jeep_in_smoke_R,2,10,1,0.3,0.64114,7.011651,24.631136,0.128024,16.746646,1.685063
Triclobs_jeep_in_smoke_R,2,20,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
Triclobs_jeep_in_smoke_R,2,30,25,0.3,0.568179,7.392587,32.494104,0.177065,15.603958,1.648292
