brazo,imagen,EN,SD,FE,MG,MI_vis,MI_ir,SF,SSIM,PSNR,Qabf,Nabf,SCD,VIF,FMI,Q0,QW,QE
base,APC_1_view_1_fk_06_005,6.375259601537661,0.08648954331874847,1.1845857119511718,0.013925024308264256,1.2572311504050617,1.0156268806874924,7.8370402655584614,0.79712306443977,20.419820389902345,0.3055053667492376,1.2053933007759e-06,1.4071290909960776,0.29224909344857763,0.12624309058176536,0.6814490333515573,0.7436193463273313,0.13272671143394565
disco,APC_1_view_1_fk_06_005,6.635058061931714,0.10844223946332932,1.2328588119352855,0.024724511429667473,0.7307937375929295,0.9226028230212415,15.134756394799195,0.7545212523028249,19.811767011615068,0.4849767087380172,0.20213073162737086,1.5408133125314127,0.35820003225910746,0.14031926551463017,0.7598548508148222,0.877186158116241,0.12921106584437653
lineas,APC_1_view_1_fk_06_005,6.597438032645925,0.10377775132656097,1.2258686418150944,0.02392427809536457,0.7920717998837308,0.9209871198271328,14.605385196863438,0.7614377526454443,19.99535298389041,0.47360673652933843,0.18035435419139242,1.5291393606042405,0.3453070704724045,0.13416295776932843,0.7602522937941837,0.8814112028215456,0.13304018177861535
suma,APC_1_view_1_fk_06_005,6.8648702234912005,0.1258130818605423,1.275560163728132,0.03392757102847099,0.5967434737682807,0.903541410659135,19.00929378140383,0.6734005028107437,18.970181843801775,0.44230082628879536,0.393708007618682,1.516718110860099,0.38484535588579233,0.13884481393531128,0.7012503075693729,0.8217604557732526,0.13158069512919285
promedio,APC_1_view_1_fk_06_005,6.614027050802937,0.1059529185295105,1.2289510439621936,0.02428530901670456,0.7602022687962925,0.9268994814219591,14.843302351222542,0.7588521012683531,19.918091667706623,0.4820530280785655,0.19065498766681585,1.5379162783882765,0.35447750215588814,0.1383327068432022,0.762083270794939,0.8811895144582358,0.13209287720652407
maximo,APC_1_view_1_fk_06_005,6.641057420759664,0.10861460864543915,1.2339735515996504,0.02472410723567009,0.7225750761734367,0.9214387097579667,15.14576543509216,0.7542918595399893,19.808054124915206,0.48492740652095473,0.20225907493335893,1.5425768208696131,0.3582592430402942,0.13940113240199323,0.7592449275130542,0.8787147689381154,0.13083934634971528
base,APC_1_view_2_fk_ref_01_005,6.592608384970783,0.10486619919538498,1.0817401721536024,0.013861769810318947,1.6425320000898351,0.8885472504335704,7.393732498757149,0.8442378623063098,21.598466311986478,0.3682898574719681,3.350596595878886e-07,1.059078501967127,0.35702133942802594,0.16381794881425216,0.7283784554584881,0.7630303325404851,0.142758639952289
disco,APC_1_view_2_fk_ref_01_005,6.856937397796169,0.1253303587436676,1.1251122784796468,0.024400580674409866,1.3074237007776681,0.820822643144151,14.123371646829478,0.7937034471149025,20.90285344655601,0.5130367424389402,0.22738780460671193,1.3159463348497564,0.4162248966225006,0.17077058647826066,0.7838922500560516,0.866876786560786,0.13086538284929314
lineas,APC_1_view_2_fk_ref_01_005,6.806432664452745,0.11940092593431473,1.116825270401625,0.02331719547510147,1.349181178152398,0.8605026218394487,13.630743648013848,0.8052153607873871,21.13318098713398,0.5041712946458274,0.19831774379610986,1.2803989237962363,0.40367546664142717,0.16779483130828074,0.7874779345385955,0.8753821231645349,0.1260373717450952
suma,APC_1_view_2_fk_ref_01_005,7.045654748236603,0.14113368093967438,1.1560777366462798,0.033420342952013016,1.0796457514727213,0.7898605712310289,18.763704292279616,0.7099922034349521,19.92036455754878,0.4524489053858037,0.4201050022967568,1.3596087594339425,0.4388043235286617,0.1643260979250314,0.7191195484092697,0.8251997427941787,0.14253825766583422
promedio,APC_1_view_2_fk_ref_01_005,6.8261178437332735,0.12218253314495087,1.1200552892318558,0.02382926642894745,1.3306783592630729,0.8412495400318329,13.866423544531473,0.8006119722639471,21.042005340314187,0.513156585319664,0.21117840084985584,1.3005955042989332,0.41364259906751955,0.17070241833316502,0.7882006124397696,0.8727561816324167,0.12897530500648752
maximo,APC_1_view_2_fk_ref_01_005,6.861380594544683,0.12548188865184784,1.1258413350434504,0.02439148724079132,1.30169545015282,0.8161746442677198,14.130903098668515,0.7935683350245872,20.899947585576943,0.512897765418431,0.22718391539349317,1.3193437616381043,0.4162190684028142,0.17057046867211134,0.7832008475978297,0.8672286352007427,0.13109957823803908
base,APC_1_view_3_fk_ref_02_005,6.908715864212016,0.13303756713867188,1.0757952125036427,0.016078868880867958,1.9361633092657613,1.0347438893798815,8.497927798977065,0.8088723127554793,20.481251474012396,0.34928732147329533,3.9949529408573363e-07,0.9844248125641087,0.3336643817229913,0.1529013932202889,0.7149838829311354,0.7570397485957008,0.31977997107554407
disco,APC_1_view_3_fk_ref_02_005,7.108813878032061,0.1538100242614746,1.1069536056884297,0.0292831901460886,1.4474680209639947,0.8635281955599132,16.359223667476986,0.7531681994609585,19.795999234239787,0.5400693461107721,0.21451632938429113,1.1873261788633913,0.3915834502960249,0.16781169572516796,0.7876543315633241,0.8714524658893821,0.3327862873792753
lineas,APC_1_view_3_fk_ref_02_005,7.05838387948118,0.14716467261314392,1.099100865457986,0.027857061475515366,1.4859976035375946,0.9336220096396559,15.564531241171823,0.7644448942844123,20.05191691046978,0.5247280466135507,0.18515490469412643,1.1657636973698888,0.3767259269750104,0.15916077482421348,0.7866159651055995,0.8820966110330046,0.3281268180040679
suma,APC_1_view_3_fk_ref_02_005,7.2950922812686665,0.17054900527000427,1.1359600691663743,0.04076368361711502,1.1977877959125927,0.8427039516433676,22.178588034552472,0.6656959807726595,18.795662882795973,0.4835187980332073,0.40760352221761664,1.231778518616541,0.4107837455529626,0.16081129389264376,0.7201484825342355,0.8248411808016148,0.36164414100810566
promedio,APC_1_view_3_fk_ref_02_005,7.072721053906418,0.15028899908065796,1.1013333879571954,0.028542127460241318,1.4734331611184195,0.8989959823114809,15.94972165728641,0.7603927206536338,19.95084133338545,0.5375788582226402,0.19853505521447085,1.1785671353292113,0.3888533019890539,0.16578680923076033,0.7904640394184256,0.8790168842228574,0.34036036491047844
maximo,APC_1_view_3_fk_ref_02_005,7.111626011906736,0.15414805710315704,1.1073914989552474,0.02934088371694088,1.4369060709392025,0.8599194787034042,16.39984867210229,0.7516874869563744,19.790713121811024,0.5390393755866869,0.21577977065683165,1.1921899591436596,0.3912212101532476,0.1660646885329812,0.7841513659570233,0.871645207770355,0.3332209130992138
base,APC_3_view_1_fk_bar_06_005,6.388863284070648,0.09042411297559738,1.1709376474279576,0.013487454503774643,1.2576928176590794,1.3572310450354264,7.373475125785143,0.8594020290405571,24.47926172085942,0.3626025529723433,3.688895192898079e-07,1.0823119396479501,0.3557399874361047,0.15976510436153915,0.7282156555712221,0.7832228162098169,0.1822808920984757
disco,APC_3_view_1_fk_bar_06_005,6.718263178258281,0.1136079803109169,1.2313093786754814,0.0234201829880476,0.9947691439882976,1.1819150772003608,14.017665345699958,0.8136462850803203,22.966732009888137,0.49223274474958084,0.2373616846765524,1.336642424714049,0.41690314695848274,0.17193772784129294,0.7809548725232006,0.8849236274432503,0.16630538810748627
lineas,APC_3_view_1_fk_bar_06_005,6.683235313129967,0.10811454057693481,1.224889544009425,0.02249673567712307,1.030150448211049,1.2766495460920355,13.514728633820301,0.8234080725808819,23.4923716021681,0.48346548957351954,0.20822189505208127,1.308544473953377,0.40274506041471964,0.16660924274906475,0.7835004486104123,0.895150644338237,0.16358588261401047
suma,APC_3_view_1_fk_bar_06_005,6.941350816708336,0.13289260864257812,1.272196419596872,0.03191526606678963,0.8806219687360078,1.130160963579911,18.32845796143014,0.731685081066782,21.22568188515031,0.43456814078272016,0.4299336482391626,1.3331378924724495,0.4400556316009643,0.16510092553220912,0.7156423101941523,0.818678275617968,0.17426417784956422
promedio,APC_3_view_1_fk_bar_06_005,6.692807123778986,0.11065851151943207,1.2266438456660176,0.022903980687260628,1.0101051343355871,1.2284847888311279,13.738431470827985,0.8199217038696491,23.277601144280467,0.49104548477928467,0.2213893940777284,1.3291640159076694,0.4134686184611009,0.1708605342297974,0.7849323818532716,0.8919373897352366,0.1653359112925409
maximo,APC_3_view_1_fk_bar_06_005,6.723708900092399,0.11375996470451355,1.2323074593088372,0.023412024602293968,0.9882840609054481,1.18012113872458,14.0236073016229,0.8135063467181067,22.960605358844084,0.49209828288648566,0.23722897272964305,1.339724733837028,0.4169480486672336,0.17161720249716336,0.7803414929712865,0.8855985569421605,0.16665118753045516
base,APC_3_view_2_fk_NL_01_005,6.594570304188615,0.11678264290094376,1.1038279264504953,0.012647480703890324,1.489739771405362,1.1429235403967322,6.070523063447797,0.8487911757286695,20.486140497459647,0.34655178794123975,1.3243939822482672e-06,1.1186930907154709,0.3377126366931341,0.13753593795179703,0.7080578362802409,0.7633359870423397,0.1608156764804687
disco,APC_3_view_2_fk_NL_01_005,6.782116955169182,0.12793882191181183,1.135220302498579,0.021339090541005135,1.1340654793121907,0.9796778965731786,10.783837827502271,0.8080262249995127,20.108197499029785,0.4434774921226149,0.2490851566748178,1.226474298425559,0.39582494957592806,0.14624661020031016,0.753790904197006,0.8398198379101502,0.1343012022269949
lineas,APC_3_view_2_fk_NL_01_005,6.761702101741211,0.1253538876771927,1.1318031753335422,0.020612433552742004,1.174298228797528,1.0156560483977473,10.381416883779513,0.8157464301363828,20.246225782644153,0.4363593148103333,0.22469757831144524,1.2234300256595247,0.38237147711279074,0.14263645793324425,0.7559330266032087,0.8473686800820686,0.13212444075163665
suma,APC_3_view_2_fk_NL_01_005,6.930555489569813,0.13881923258304596,1.1600665915022352,0.029166635125875473,0.9259136376954771,0.8871204203535651,14.190983958640212,0.7304596397391427,19.49656088250763,0.38399479762349753,0.45054188192929207,1.232812141707484,0.41962255264412046,0.14089706727984486,0.6908929936398358,0.7891746179689867,0.14683900202075975
promedio,APC_3_view_2_fk_NL_01_005,6.770093874834521,0.1265309900045395,1.133207826897716,0.02093297429382801,1.1590742215628382,0.9989062500171784,10.550651466715879,0.8128132072733911,20.18988126681339,0.4425622169661342,0.23550466140064755,1.2270949110299143,0.3914882511225275,0.145271305497279,0.7567566313891765,0.845548360428744,0.13359042510303784
maximo,APC_3_view_2_fk_NL_01_005,6.787385530643899,0.12804187834262848,1.136102179629817,0.021334387362003326,1.1323038530412781,0.9789439921114081,10.79140708708649,0.8079076609834958,20.10707101388877,0.44324613092014997,0.24891964341118483,1.228488306199674,0.39570172943546456,0.145725917684897,0.7532520108827906,0.8405066400585921,0.1345711942314679
base,APC_3_view_3_fk_NL_05_005,6.788089880240852,0.1211714968085289,1.180003871934584,0.013265455141663551,1.7141976466351796,1.0485680826200843,5.689823889310352,0.8185424913476473,18.654155211652704,0.3155323944537714,1.0987644495668326e-06,1.1267083467977248,0.30221719675071723,0.13644098388665152,0.6902626266578128,0.7372756784508572,0.06872532056332395
disco,APC_3_view_3_fk_NL_05_005,6.952671950086229,0.13276495039463043,1.2086139055515315,0.02207358554005623,1.2089095137132944,0.8950903934618285,9.47903211419377,0.7829768483156542,18.42848042556264,0.4098461214987909,0.22903067434988736,1.2520146511906924,0.3470225275267161,0.1363127944430764,0.7433762269829673,0.7947663254073385,0.0661235500767141
lineas,APC_3_view_3_fk_NL_05_005,6.929506598558968,0.13000203669071198,1.2045869694061422,0.02142401970922947,1.2704685892440264,0.9339988704827883,9.267774588340972,0.789518916126023,18.50381298565302,0.4039650476468582,0.20734658401416597,1.2395028264531252,0.3370624189289725,0.13590275253599826,0.7447132898581686,0.7988189084204512,0.06473273175146284
suma,APC_3_view_3_fk_NL_05_005,7.081889666065668,0.14441640675067902,1.231076396159106,0.03029405139386654,0.9785063280536243,0.7826036418034514,12.808767617712078,0.7077262698053641,17.986929726676955,0.3628005837315998,0.43613838042330055,1.2782334151022732,0.36563594784472125,0.1321920333107337,0.6856304647542663,0.7463502821749038,0.07037239324674385
promedio,APC_3_view_3_fk_NL_05_005,6.940937003626439,0.13129600882530212,1.2065739675860951,0.021716099232435226,1.2422535450101782,0.9176271659631641,9.3470090759838,0.7870257541893053,18.472411872344743,0.4092158357293178,0.21665788265587596,1.247030933893022,0.3439967327232977,0.13660114635308845,0.7458421229357467,0.7980000465179778,0.06639618655323754
maximo,APC_3_view_3_fk_NL_05_005,6.954532355876583,0.1328052431344986,1.208937308169163,0.02206847444176674,1.2072696237206686,0.8950926785080646,9.491208012679829,0.7829773899851287,18.428303320367224,0.40971347276185677,0.2288857264468414,1.25282211897266,0.3470437364043564,0.13746190458999336,0.7432008594795385,0.7953617159156134,0.06254964743978121
base,Athena_2_men_in_front_of_house_meting003,6.44873089746803,0.09142424911260605,0.9313503788226486,0.014374099671840668,0.9283260249947884,0.8699548765229481,6.6329618625503866,0.7631471375551822,15.871152251713452,0.30685160892561314,1.4175627837959054e-06,1.7660544775737455,0.2558447333527258,0.1677423906825661,0.6424929549365082,0.6956719554359458,0.3691060209158642
disco,Athena_2_men_in_front_of_house_meting003,6.859480082977899,0.1220569834113121,0.990672347068511,0.02485506981611252,0.7871186878872514,0.5941457223542843,11.620848120210045,0.7305684000753194,15.602137609313694,0.5143572503721034,0.14981041881191715,1.8464639010844524,0.30111671668653794,0.16787774625198149,0.7301456172923239,0.8413475610169153,0.43975296875712944
lineas,Athena_2_men_in_front_of_house_meting003,6.746504892829433,0.11237432807683945,0.9743560380434831,0.023763732984662056,0.7675138963691287,0.6021623637987843,10.926827804869431,0.7366052291417828,15.71667423551175,0.5005568767109748,0.13070301076799284,1.8363162594436424,0.2920708346943377,0.16313967707710478,0.7266003631908331,0.827993776805306,0.4334346727246902
suma,Athena_2_men_in_front_of_house_meting003,7.067176694475968,0.1437295526266098,1.0206686860186844,0.033812109380960464,0.680038068138408,0.48919711605837546,15.654343336188823,0.666377971509875,15.169368258348626,0.48694895632046037,0.3336990387127375,1.8432346934185944,0.31482245144439064,0.1587173453997272,0.6926940873650091,0.8270674230363327,0.4148450768219291
promedio,Athena_2_men_in_front_of_house_meting003,6.802455328791684,0.11694787442684174,0.9824366139827263,0.024246156215667725,0.7829211853884734,0.6043750637607868,11.25284570047643,0.7351202504062667,15.67123061470766,0.5119751935141069,0.13719331763754206,1.8432637762681934,0.29923452477877366,0.16748932380686607,0.7311811780068297,0.8368274404543407,0.4404715534250263
maximo,Athena_2_men_in_front_of_house_meting003,6.859554554747762,0.12208819389343262,0.9906831025663254,0.02485748939216137,0.7871593726130999,0.5949236447238582,11.624041209500106,0.7305993142064675,15.601968578061605,0.514607174294372,0.14972359371614502,1.846508548431454,0.301168556983092,0.16795067032511035,0.7300820329604021,0.8419601829468907,0.44018667716606086
base,Athena_APC_4_fennek01_005,5.403287000078588,0.040950264781713486,0.8609049841259179,0.01327565312385559,0.44548535751176577,0.16141436346865495,5.437461033739424,0.8044564092131703,23.050484030791832,0.2640825972264935,4.4077460041838563e-07,1.689375501161406,0.23592350517286798,0.0806138891003588,0.6653657911510891,0.6838669352753051,0.3514782107154396
disco,Athena_APC_4_fennek01_005,5.9935588792307275,0.06187405809760094,0.9549529224908533,0.022656690329313278,0.4432115516922449,0.1472061119952145,9.509861024006511,0.7688108370760824,22.558428521261295,0.38485314403405024,0.22137536181685746,1.873447208427859,0.2794428262156306,0.09548900040388245,0.7291462236110404,0.772752717389905,0.4058376456106458
lineas,Athena_APC_4_fennek01_005,5.896339734616261,0.057886335998773575,0.9394630093787356,0.021908365190029144,0.44169140866715484,0.15174320093380744,9.194333783066858,0.7765419082023175,22.724365606345316,0.37202099587634285,0.20086442935308266,1.8624609279080806,0.26802803261895836,0.08943838604341094,0.7302888362698983,0.7735287135096014,0.40716402944017077
suma,Athena_APC_4_fennek01_005,6.355954683311551,0.07994130998849869,1.0126933967530871,0.031416747719049454,0.42351527096101166,0.14195588713675927,13.343127316526818,0.6944974356505285,21.653528164110245,0.3551196490433044,0.4425862494685912,1.8769219870299971,0.2945159801948836,0.09711949770627372,0.6813017188991454,0.733398930877025,0.40294545224071565
promedio,Athena_APC_4_fennek01_005,5.942831703111551,0.0597393624484539,0.9468705684069416,0.022256335243582726,0.4464063464469551,0.14945856425853898,9.342522704223125,0.7734651056037819,22.656020679047643,0.380597593017861,0.20971995419728381,1.871107800246371,0.27522823229591176,0.09307083725182175,0.731425942060691,0.7747482419428388,0.42148764072106315
maximo,Athena_APC_4_fennek01_005,5.993438459537369,0.061867039650678635,0.9549337360374598,0.022655203938484192,0.44302587400894766,0.1472746928182677,9.509076680518556,0.7688273234424936,22.558699323922337,0.38488195349905113,0.2212926352336284,1.8734188050022205,0.2794619847932318,0.09548576292694674,0.7291742085790448,0.7728323532535873,0.40587700228497814
base,Athena_heather_hei_vis,6.666135670361591,0.10379035025835037,0.9290543083021635,0.014566519297659397,0.9448702514696665,0.7481704586283462,6.769429422500548,0.7295332973037911,16.135771903893975,0.2702437247711878,7.633022553040679e-07,1.6339734660326002,0.2505032196865052,0.15690287738672973,0.6225791220990587,0.6337781943390277,0.1490621953080663
disco,Athena_heather_hei_vis,6.9447058838611015,0.12527188658714294,0.9678784291743293,0.026178352534770966,0.8702817669495777,0.6181547314358187,12.102538282224133,0.6865584574527308,15.895109073002558,0.47738320013079827,0.1641627166605917,1.7138716881218263,0.3129729952502841,0.16132584413714662,0.7317863500841293,0.7873453766243304,0.18082307028138583
lineas,Athena_heather_hei_vis,6.876137005335979,0.11896820366382599,0.9583220362115443,0.02463691681623459,0.8976473248230985,0.6474952354003373,11.214647256325044,0.696213830071396,16.0044112055651,0.4549428698274877,0.13702109925607045,1.7035164381352363,0.2945660619214589,0.15302138570272494,0.726585041303955,0.768161117347881,0.18064841232888615
suma,Athena_heather_hei_vis,7.135270214662375,0.14401936531066895,0.9944372364495552,0.03623074293136597,0.713528913984383,0.5440072474319717,16.450107676557508,0.6148205824116608,15.481118418181376,0.4498954369254667,0.35765746632862383,1.7120498873322672,0.32697501473425106,0.1514658589034009,0.6926377627470285,0.785593189744508,0.18922298267132814
promedio,Athena_heather_hei_vis,6.909848187253713,0.12197764217853546,0.963020338248492,0.025387492030858994,0.8926412549419575,0.6329536832010731,11.64517472103939,0.6922671630529013,15.957554668574849,0.47157270700292636,0.14769523661888734,1.7105818540480002,0.3077222348307691,0.15935715179053989,0.7318388056988867,0.7801483369087111,0.18130472208673126
maximo,Athena_heather_hei_vis,6.944758280526654,0.12525981664657593,0.9678857316581488,0.026156580075621605,0.8708386111648412,0.6194434013678521,12.088176697160723,0.6866736989141711,15.895777766984054,0.47760413871941376,0.16360329559666215,1.713878215523013,0.31318611547212094,0.16122597299400268,0.7318489942846187,0.7873498006680879,0.180985931680792
base,Athena_helicopter_helib_011,4.856442231358908,0.03787974268198013,1.0501163303650527,0.007113269530236721,1.078559974821433,0.6334286705310407,3.065738341991721,0.8593109623184658,18.549968257738193,0.2652000202727891,1.110519670999002e-06,1.684552720066063,0.2756388311511211,0.12342017363008384,0.6559539409977075,0.5588940071094505,0.3381082508386699
