brazo,imagen,EN,SD,FE,MG,MI_vis,MI_ir,SF,SSIM,PSNR,Qabf,Nabf,SCD,VIF,FMI,Q0,QW,QE
disco,Athena_helicopter_helib_011,5.230668835158996,0.04834914952516556,1.1310359520111157,0.01298459991812706,1.0400336199119646,0.48434689645670626,5.597467080750893,0.8277350698047068,18.47763680892472,0.4715152378286998,0.1853085063094176,1.775589842027641,0.39825243308038827,0.1531971962722114,0.753096043032015,0.6950579255827782,0.480645732953677
lineas,Athena_helicopter_helib_011,5.178363361793278,0.046299926936626434,1.1197258552093576,0.01235402561724186,1.069077481683173,0.5031274342261167,5.3001524193679215,0.834878683798225,18.50664715890455,0.4427979555157455,0.16412220280117865,1.7767440229299825,0.37866730654935926,0.13852840870702807,0.751701232366879,0.6785159042684543,0.44876169398458576
suma,Athena_helicopter_helib_011,5.510128313944044,0.05816175788640976,1.1914639254877752,0.01838180236518383,0.9181773185971344,0.41383205162546743,7.913039279522779,0.7645645341795684,18.334096048661795,0.44080782252928186,0.37913305431912003,1.7923073767032984,0.4613565188084026,0.15690437437512433,0.6974417482057006,0.6980025052158833,0.48818474625456193
promedio,Athena_helicopter_helib_011,5.202871750005955,0.04723802208900452,1.125025343490485,0.012665211223065853,1.065237743989655,0.49303851788549946,5.443002168069683,0.831794874464538,18.494985941213486,0.4631439256629463,0.17238817413347882,1.7786226612941487,0.3926202104186232,0.14938779578285893,0.7549178797784026,0.6893954545700396,0.47016966736514837
maximo,Athena_helicopter_helib_011,5.230873695712357,0.04837045446038246,1.1310802493387238,0.012978136539459229,1.0435530081362134,0.48371647251275607,5.5941249523225265,0.8278942199332079,18.47811530081724,0.47188928631325616,0.18485550363625072,1.7763814567849336,0.39893510018543765,0.1532644282639061,0.7533481834042074,0.6960354686210973,0.4813441701763461
base,Athena_lake_lake,6.54692063515684,0.09484627842903137,0.9474148454387732,0.012359046377241611,1.378784690646993,0.46455370495001425,6.228779314052464,0.7801910317010792,17.002690142634226,0.29249692136085564,1.3688932191225684e-06,1.65780785647681,0.275140430676783,0.19362921787892087,0.6457741701565305,0.6946375293125542,0.529755816811079
disco,Athena_lake_lake,6.758613553296363,0.11454690247774124,0.9780492496871812,0.022832538932561874,0.9938847290933513,0.3392987012759774,11.258408775576884,0.7285610246558585,16.74372048334938,0.5478827767115003,0.15123674603938891,1.7198821690340356,0.3443865757009531,0.21846444587393998,0.760261476221548,0.845555361139702,0.604856124484567
lineas,Athena_lake_lake,6.715340130922932,0.10978395491838455,0.9717870869003937,0.021248172968626022,1.0724733444206942,0.3659481909424797,10.351301392135715,0.7408186972993989,16.84887882540999,0.5237716278448378,0.11903342788456997,1.7207592428201757,0.3268430623831799,0.19769714062584204,0.7566766855430882,0.8351727340769699,0.6417182397368991
suma,Athena_lake_lake,6.928923647032306,0.12942655384540558,1.0026950824573284,0.031311627477407455,0.7833226563858467,0.2796730394517628,14.59500577043741,0.6532151884496219,16.350302761767523,0.5130617766278099,0.3212000863016021,1.7049477531649038,0.36373292543301033,0.19913257437051632,0.7151349816445957,0.8267667082060811,0.587283161271985
promedio,Athena_lake_lake,6.737433462921555,0.112141452729702,0.9749842465861702,0.022045686841011047,1.0350005510579798,0.35571814078206515,10.83275720101372,0.7355052770883703,16.80177962186771,0.5422013645314759,0.1317950054607935,1.7219276122382348,0.3400477831536407,0.21102587875615503,0.7613623065965109,0.843068940057661,0.6282798718546809
maximo,Athena_lake_lake,6.758820079860229,0.1145140752196312,0.9780791364604428,0.022819746285676956,0.9948323491305694,0.3391725568182554,11.250711763893884,0.7286298973800578,16.74415972110416,0.5478547281385868,0.15092079042549897,1.7197314641814798,0.3444061628960834,0.2183678864669805,0.7602161064013047,0.8456933443780701,0.6051871406948306
base,Athena_man_in_doorway_maninhuis,6.763361344198986,0.10472436994314194,0.9431498557020299,0.01853211224079132,0.9226003477460416,0.6713145866370918,8.069037964692525,0.7145384746797209,15.542779287043052,0.31505816714247065,9.103683191762526e-07,1.6959702903678626,0.2471639516734559,0.18316021748545966,0.6540385067685869,0.6825476849060226,0.2589836972922617
disco,Athena_man_in_doorway_maninhuis,7.202322956534638,0.14349189400672913,1.0043629951845445,0.03256138041615486,0.8410713596833811,0.3802414542792898,14.23403323259382,0.6799518160937812,15.163663573654,0.5286592765487768,0.1568927145472003,1.8101076894824537,0.2848982198016368,0.18897257215991736,0.7427869462549517,0.8196256241173951,0.2988243172494116
lineas,Athena_man_in_doorway_maninhuis,7.082768514592512,0.13181033730506897,0.9876911438775068,0.030754195526242256,0.8228384299932348,0.4030969216416692,13.224581491215394,0.6872035813271238,15.321753181257701,0.5107655050771208,0.13176171321784166,1.7893500612209556,0.2741119867159961,0.18102037173339758,0.7384029162070087,0.8075470641359128,0.3000341723167192
suma,Athena_man_in_doorway_maninhuis,7.400910515771022,0.17165963351726532,1.0320560043712652,0.0439104288816452,0.7228496346429238,0.29832698025532656,18.92324443213954,0.6149931922297001,14.565457319754769,0.4957450883513982,0.3268029547094267,1.805136115212639,0.2929604130523526,0.17673235175661298,0.6998432558542056,0.801024484060793,0.2783241489114986
promedio,Athena_man_in_doorway_maninhuis,7.141459328440147,0.13734975457191467,0.9958755701996209,0.031594693660736084,0.8394502933914298,0.3998706397491813,13.708688717246192,0.6854253242677146,15.257561819942628,0.5256608396144118,0.1415190192044385,1.8020181528056212,0.2830208703094654,0.18806398084324255,0.7442749891197814,0.8159168522384572,0.3005583490078683
maximo,Athena_man_in_doorway_maninhuis,7.201944158659373,0.14345858991146088,1.0043101718703351,0.032539669424295425,0.8411536839449789,0.38106336217297915,14.22533264006531,0.6800952435028025,15.164798883249214,0.5291266068331354,0.15636168950230192,1.810238419325095,0.2850707829657362,0.18919644735024516,0.7428608140218723,0.819853751216136,0.29887432149138893
base,Athena_soldier_behind_smoke_1_meting012-1200,6.920560047346489,0.13439665734767914,1.0179509064720313,0.01607207953929901,1.3129387411226512,0.7259907172751238,7.32698876454308,0.6996278134369014,13.65383469240983,0.3077701231242196,4.6070710677075555e-07,1.315263115704064,0.26554772015452327,0.1819541912265381,0.6363651718058772,0.701667107783866,0.25264512714967385
disco,Athena_soldier_behind_smoke_1_meting012-1200,7.230365765345127,0.1588481068611145,1.0635204860016318,0.02884622849524021,1.1734084532273399,0.4140720133348852,13.005349986462418,0.6557707612334367,13.465322775831275,0.5355101436120153,0.16524637962783448,1.4046514176338194,0.32476485116319265,0.1935433386637085,0.7298397617597198,0.8390467980102272,0.2822387835038596
lineas,Athena_soldier_behind_smoke_1_meting012-1200,7.132419535814647,0.1487639844417572,1.0491134940163085,0.027081117033958435,1.2044986113803406,0.4733592888046625,12.054067174280307,0.6680047944893556,13.55862892915049,0.5126951788011722,0.13818710934343606,1.3720582509657588,0.30812706876131035,0.1845551158585062,0.729848671790752,0.8308831135619918,0.28414987510087514
suma,Athena_soldier_behind_smoke_1_meting012-1200,7.407545458341723,0.17539170384407043,1.089581993720718,0.03934575989842415,1.019824404316111,0.3147938181911457,17.185170696526413,0.5835241819896332,13.18021100540042,0.49594817626257093,0.34901679617245707,1.3829833983005357,0.33927881773272456,0.17813138653401278,0.6820793352481709,0.8142488352955818,0.27357826525478784
promedio,Athena_soldier_behind_smoke_1_meting012-1200,7.1790009169614235,0.15364596247673035,1.0559651879310605,0.02794589288532734,1.1943747694099032,0.4461240632850022,12.532264755677451,0.6632790135966763,13.520117164556307,0.5308314950950479,0.1486116034127386,1.3896063963500391,0.32097639183174387,0.1926731833162156,0.7331479783275431,0.8377501902341582,0.2836111832900354
maximo,Athena_soldier_behind_smoke_1_meting012-1200,7.230381294083871,0.15884973108768463,1.063522770136669,0.028839221224188805,1.1728912202750206,0.41422663163505563,13.001844953768288,0.6558095768722828,13.465486268236532,0.5356263889803716,0.16508158931675715,1.4049309319533823,0.324874264868231,0.19365283949831982,0.72976504843313,0.839143217228093,0.28228945327265975
base,Athena_soldier_behind_smoke_2_meting012-1500,6.886312457635722,0.12926681339740753,1.1086493609344663,0.013702810741961002,1.3819169862716443,1.127993548562004,6.991381069435661,0.709939100246229,11.255010131595913,0.31749660117935513,5.323584457409468e-07,1.4664179230147083,0.296106897727484,0.19178135209560698,0.6127960730601478,0.7097283248018732,0.3444283730263222
disco,Athena_soldier_behind_smoke_2_meting012-1500,7.1088006637926835,0.14671576023101807,1.1444684453993117,0.023686660453677177,1.19346047025059,0.5946439248415161,11.758341503282109,0.6694703514093061,11.200490348856482,0.529725348415331,0.14488896174661836,1.55781675913635,0.35858958533711427,0.17568081459415064,0.704462687985471,0.8137616917202461,0.34992955591595515
lineas,Athena_soldier_behind_smoke_2_meting012-1500,7.051749550185017,0.14111001789569855,1.135283605032156,0.022552743554115295,1.2217323820374082,0.6853333465333825,11.113904990337836,0.6786858914190617,11.22248918652176,0.5169443086155182,0.12274126015825007,1.5407244043377255,0.34707634747873906,0.17472733048627487,0.7035166438788996,0.8104894729109822,0.36920017713267994
