imagen,particulas,iteraciones,r,m,SSIM_avg,E,SF,SD,PSNR,FO
Athena_helicopter_helib_011,6,10,25,0.1119,0.843743,5.121373,4.824218,0.044668,18.519306,1.669105
Athena_helicopter_helib_011,6,20,25,0.109,0.844514,5.115155,4.778508,0.044482,18.520834,1.669117
Athena_helicopter_helib_011,6,30,25,0.1125,0.84358,5.122714,4.833768,0.044707,18.518982,1.669102
Athena_helicopter_helib_011,6,40,25,0.1094,0.844419,5.116146,4.78421,0.044505,18.520645,1.669138
Athena_helicopter_helib_011,6,50,25,0.1094,0.844414,5.116146,4.784528,0.044506,18.520635,1.669138
Athena_helicopter_helib_011,8,10,18,0.1124,0.844139,5.087859,4.795466,0.043161,18.5236,1.665366
Athena_helicopter_helib_011,8,20,25,0.109,0.844513,5.115163,4.778581,0.044482,18.520832,1.669117
Athena_helicopter_helib_011,8,30,25,0.1094,0.844413,5.116146,4.784572,0.044506,18.520633,1.669138
Athena_helicopter_helib_011,8,40,25,0.1124,0.843607,5.122492,4.832178,0.044701,18.519036,1.669122
Athena_helicopter_helib_011,8,50,25,0.1094,0.84442,5.116155,4.784167,0.044505,18.520647,1.669138
Athena_helicopter_helib_011,10,10,25,0.1102,0.844185,5.117799,4.798147,0.044562,18.520182,1.669113
Athena_helicopter_helib_011,10,20,25,0.1124,0.843597,5.122693,4.832769,0.044703,18.519016,1.669122
Athena_helicopter_helib_011,10,30,25,0.1094,0.844419,5.116146,4.784206,0.044505,18.520646,1.669138
Athena_helicopter_helib_011,10,40,25,0.1094,0.844424,5.115604,4.783918,0.044504,18.520655,1.669138
Athena_helicopter_helib_011,10,50,25,0.1124,0.843581,5.122709,4.833653,0.044707,18.518986,1.669122
Athena_lake_lake,2,10,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,2,20,6,1.3123,0.34804,7.275811,33.715551,0.164326,14.918826,1.411645
Athena_lake_lake,2,30,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,2,40,1,1.6411,0.498886,6.800984,24.841141,0.113869,16.497596,1.513988
Athena_lake_lake,2,50,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,4,10,14,0.0254,0.77837,6.569566,6.970182,0.096729,16.998607,1.769553
Athena_lake_lake,4,20,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,4,30,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,4,40,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,4,50,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,6,10,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,6,20,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,6,30,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,6,40,3,0.01,0.780167,6.550643,6.459199,0.095152,17.002462,1.769022
Athena_lake_lake,6,50,1,0.01,0.780213,6.550109,6.33903,0.094932,17.002644,1.769003
Athena_lake_lake,8,10,23,0.0293,0.777467,6.581463,7.117378,0.097772,16.994909,1.770099
Athena_lake_lake,8,20,2,0.01,0.780208,6.550213,6.416456,0.095062,17.002554,1.76901
Athena_lake_lake,8,30,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,8,40,25,0.031,0.777141,6.584808,7.173835,0.098047,16.993479,1.770183
Athena_lake_lake,8,50,25,0.031,0.777131,6.584909,7.175609,0.098053,16.993445,1.770183
Athena_lake_lake,10,10,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,10,20,25,0.0292,0.777426,6.582465,7.119522,0.097856,16.994498,1.77018
Athena_lake_lake,10,30,25,0.01,0.779678,6.557805,6.531909,0.095843,17.001729,1.769421
Athena_lake_lake,10,40,25,0.031,0.777136,6.584895,7.174671,0.09805,16.993463,1.770183
Athena_lake_lake,10,50,25,0.031,0.777131,6.584908,7.17555,0.098053,16.993446,1.770183
Athena_man_in_doorway_maninhuis,2,10,8,0.0591,0.712482,6.837678,10.056233,0.110802,15.520531,1.722396
Athena_man_in_doorway_maninhuis,2,20,1,0.01,0.714715,6.76617,8.181564,0.104834,15.542734,1.715914
Athena_man_in_doorway_maninhuis,2,30,25,0.1004,0.702253,7.02241,11.838224,0.125919,15.411904,1.734174
Athena_man_in_doorway_maninhuis,2,40,25,0.01,0.715047,6.787732,8.436832,0.106669,15.54146,1.718928
Athena_man_in_doorway_maninhuis,2,50,25,0.01,0.715047,6.787732,8.436832,0.106669,15.54146,1.718928
Athena_man_in_doorway_maninhuis,4,10,25,0.1054,0.700809,7.034753,12.027827,0.127052,15.398819,1.734141
Athena_man_in_doorway_maninhuis,4,20,25,0.101,0.702077,7.023924,11.861787,0.12606,15.41031,1.734169
Athena_man_in_doorway_maninhuis,4,30,25,0.01,0.715047,6.787732,8.436832,0.106669,15.54146,1.718928
Athena_man_in_doorway_maninhuis,4,40,25,0.1004,0.702261,7.022334,11.837111,0.125913,15.411979,1.734174
Athena_man_in_doorway_maninhuis,4,50,25,0.1004,0.702247,7.022467,11.838998,0.125924,15.411852,1.734174
Athena_man_in_doorway_maninhuis,6,10,19,0.097,0.703586,6.97772,11.647815,0.122301,15.438038,1.729611
Athena_man_in_doorway_maninhuis,6,20,25,0.1004,0.70224,7.022528,11.840007,0.12593,15.411784,1.734174
Athena_man_in_doorway_maninhuis,6,30,25,0.1004,0.702248,7.022463,11.838913,0.125923,15.411858,1.734174
Athena_man_in_doorway_maninhuis,6,40,25,0.1004,0.702244,7.022492,11.839389,0.125926,15.411825,1.734174
Athena_man_in_doorway_maninhuis,6,50,25,0.1004,0.702264,7.022313,11.836782,0.125911,15.412001,1.734174
Athena_man_in_doorway_maninhuis,8,10,25,0.0977,0.703009,7.015527,11.735543,0.125308,15.418743,1.734138
Athena_man_in_doorway_maninhuis,8,20,25,0.1007,0.702178,7.02306,11.848266,0.125979,15.411226,1.734174
Athena_man_in_doorway_maninhuis,8,30,25,0.1007,0.702153,7.02328,11.851609,0.125999,15.411,1.734174
Athena_man_in_doorway_maninhuis,8,40,25,0.1004,0.702254,7.022401,11.838052,0.125918,15.411916,1.734174
Athena_man_in_doorway_maninhuis,8,50,25,0.1004,0.702253,7.022413,11.838285,0.12592,15.4119,1.734174
Athena_man_in_doorway_maninhuis,10,10,25,0.1003,0.702285,7.022122,11.833915,0.125894,15.412195,1.734173
Athena_man_in_doorway_maninhuis,10,20,25,0.1007,0.702163,7.023196,11.850258,0.125991,15.411091,1.734174
Athena_man_in_doorway_maninhuis,10,30,25,0.1004,0.702255,7.022391,11.837901,0.125917,15.411926,1.734174
Athena_man_in_doorway_maninhuis,10,40,25,0.1004,0.702263,7.022322,11.836895,0.125911,15.411994,1.734174
Athena_man_in_doorway_maninhuis,10,50,25,0.1004,0.702253,7.022413,11.838268,0.12592,15.411901,1.734174
Athena_soldier_behind_smoke_1_meting012-1200,2,10,25,0.01,0.699934,6.938588,7.668666,0.135545,13.653204,1.70379
Athena_soldier_behind_smoke_1_meting012-1200,2,20,20,0.0548,0.695876,7.003408,9.19167,0.139946,13.638005,1.707568
Athena_soldier_behind_smoke_1_meting012-1200,2,30,1,0.01,0.699869,6.924011,7.452114,0.134458,13.653809,1.701908
Athena_soldier_behind_smoke_1_meting012-1200,2,40,25,0.01,0.699934,6.938588,7.668666,0.135545,13.653204,1.70379
Athena_soldier_behind_smoke_1_meting012-1200,2,50,15,0.0508,0.696994,6.986676,9.020731,0.138566,13.642725,1.706754
Athena_soldier_behind_smoke_1_meting012-1200,4,10,25,0.0641,0.693491,7.030063,9.547148,0.142041,13.628505,1.708278
Athena_soldier_behind_smoke_1_meting012-1200,4,20,25,0.01,0.699934,6.938588,7.668666,0.135545,13.653204,1.70379
Athena_soldier_behind_smoke_1_meting012-1200,4,30,1,0.0793,0.699828,6.935949,8.375703,0.134934,13.652246,1.703344
Athena_soldier_behind_smoke_1_meting012-1200,4,40,25,0.01,0.699934,6.938588,7.668666,0.135545,13.653204,1.70379
Athena_soldier_behind_smoke_1_meting012-1200,4,50,22,0.0527,0.696052,7.004367,9.133373,0.140089,13.63805,1.707978
Athena_soldier_behind_smoke_1_meting012-1200,6,10,1,0.0787,0.69984,6.93583,8.367401,0.134929,13.652269,1.703341
Athena_soldier_behind_smoke_1_meting012-1200,6,20,10,0.0497,0.697748,6.975485,8.925125,0.137526,13.645853,1.706142
Athena_soldier_behind_smoke_1_meting012-1200,6,30,25,0.0606,0.694277,7.023781,9.422465,0.141593,13.631211,1.708566
Athena_soldier_behind_smoke_1_meting012-1200,6,40,25,0.01,0.699934,6.938588,7.668666,0.135545,13.653204,1.70379
Athena_soldier_behind_smoke_1_meting012-1200,6,50,25,0.0606,0.694264,7.023904,9.424529,0.141601,13.631168,1.708566
Athena_soldier_behind_smoke_1_meting012-1200,8,10,16,0.0501,0.697041,6.987212,9.002256,0.138651,13.642689,1.706748
Athena_soldier_behind_smoke_1_meting012-1200,8,20,25,0.0606,0.694261,7.02393,9.424992,0.141602,13.631158,1.708566
Athena_soldier_behind_smoke_1_meting012-1200,8,30,25,0.01,0.699934,6.938588,7.668666,0.135545,13.653204,1.70379
Athena_soldier_behind_smoke_1_meting012-1200,8,40,25,0.0606,0.694267,7.023896,9.424087,0.141599,13.631177,1.708566
Athena_soldier_behind_smoke_1_meting012-1200,8,50,25,0.01,0.699934,6.938588,7.668666,0.135545,13.653204,1.70379
Athena_soldier_behind_smoke_1_meting012-1200,10,10,8,0.044,0.698732,6.965028,8.704429,0.136781,13.648527,1.705846
Athena_soldier_behind_smoke_1_meting012-1200,10,20,25,0.0607,0.694255,7.023958,9.426022,0.141606,13.631136,1.708562
Athena_soldier_behind_smoke_1_meting012-1200,10,30,25,0.0606,0.694276,7.023787,9.422636,0.141594,13.631208,1.708566
Athena_soldier_behind_smoke_1_meting012-1200,10,40,25,0.0606,0.694268,7.023891,9.423955,0.141598,13.63118,1.708566
Athena_soldier_behind_smoke_1_meting012-1200,10,50,25,0.0606,0.694272,7.023834,9.423166,0.141596,13.631196,1.708566
Athena_soldier_behind_smoke_2_meting012-1500,2,10,1,0.0577,0.710159,6.895532,7.849462,0.129641,11.254554,1.684645
Athena_soldier_behind_smoke_2_meting012-1500,2,20,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,2,30,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,2,40,1,0.0496,0.710309,6.89456,7.725634,0.129585,11.254672,1.684676
Athena_soldier_behind_smoke_2_meting012-1500,2,50,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,4,10,25,0.0483,0.706213,6.954814,8.447435,0.133899,11.250127,1.688067
Athena_soldier_behind_smoke_2_meting012-1500,4,20,1,0.0495,0.710311,6.894534,7.722904,0.129584,11.254674,1.684676
Athena_soldier_behind_smoke_2_meting012-1500,4,30,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,4,40,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,4,50,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,6,10,25,0.0527,0.705431,6.961006,8.58241,0.134333,11.249204,1.688048
Athena_soldier_behind_smoke_2_meting012-1500,6,20,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,6,30,25,0.0463,0.706536,6.952179,8.388222,0.133708,11.250507,1.688066
Athena_soldier_behind_smoke_2_meting012-1500,6,40,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,6,50,25,0.0463,0.706536,6.95218,8.388193,0.133708,11.250507,1.688066
Athena_soldier_behind_smoke_2_meting012-1500,8,10,8,0.039,0.708516,6.914854,8.190849,0.131221,11.253271,1.685405
Athena_soldier_behind_smoke_2_meting012-1500,8,20,25,0.01,0.709965,6.901205,7.291568,0.130224,11.254792,1.685163
Athena_soldier_behind_smoke_2_meting012-1500,8,30,25,0.0483,0.706209,6.954845,8.448105,0.133901,11.250122,1.688067
Athena_soldier_behind_smoke_2_meting012-1500,8,40,25,0.0463,0.706541,6.95217,8.387299,0.133706,11.250513,1.688066
Athena_soldier_behind_smoke_2_meting012-1500,8,50,25,0.0483,0.706214,6.954809,8.447273,0.133898,11.250128,1.688067
Athena_soldier_behind_smoke_2_meting012-1500,10,10,25,0.0464,0.706519,6.952327,8.391281,0.133718,11.250488,1.688065
Athena_soldier_behind_smoke_2_meting012-1500,10,20,25,0.0483,0.706209,6.954845,8.448062,0.133901,11.250122,1.688067
Athena_soldier_behind_smoke_2_meting012-1500,10,30,25,0.0278,0.708931,6.925965,7.8264,0.131916,11.253368,1.687213
Athena_soldier_behind_smoke_2_meting012-1500,10,40,25,0.0483,0.706206,6.954878,8.448722,0.133903,11.250118,1.688067
Athena_soldier_behind_smoke_2_meting012-1500,10,50,25,0.0483,0.706209,6.954848,8.448158,0.133901,11.250122,1.688067
Athena_soldier_behind_smoke_3_meting012-1700,2,10,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,2,20,1,0.4331,0.627818,6.947551,19.336925,0.120784,13.863026,1.634888
Athena_soldier_behind_smoke_3_meting012-1700,2,30,25,0.0564,0.704121,6.938404,11.089064,0.121545,13.920265,1.710624
Athena_soldier_behind_smoke_3_meting012-1700,2,40,17,0.4662,0.495853,7.405966,28.4312,0.168341,13.274628,1.553209
Athena_soldier_behind_smoke_3_meting012-1700,2,50,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,4,10,24,0.0548,0.704492,6.931879,11.016019,0.121076,13.921548,1.710192
Athena_soldier_behind_smoke_3_meting012-1700,4,20,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,4,30,1,0.035,0.709777,6.834293,9.3688,0.114496,13.936014,1.703425
Athena_soldier_behind_smoke_3_meting012-1700,4,40,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,4,50,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,6,10,9,0.0204,0.709651,6.849009,9.485055,0.115483,13.935259,1.704983
Athena_soldier_behind_smoke_3_meting012-1700,6,20,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,6,30,25,0.0575,0.703858,6.94058,11.13843,0.121698,13.919623,1.710627
Athena_soldier_behind_smoke_3_meting012-1700,6,40,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,6,50,25,0.0575,0.703859,6.940568,11.138242,0.121697,13.919625,1.710627
Athena_soldier_behind_smoke_3_meting012-1700,8,10,22,0.0644,0.702091,6.944538,11.446069,0.121973,13.916628,1.709324
Athena_soldier_behind_smoke_3_meting012-1700,8,20,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,8,30,25,0.0575,0.703862,6.940546,11.13772,0.121695,13.919632,1.710627
Athena_soldier_behind_smoke_3_meting012-1700,8,40,25,0.0575,0.703854,6.940618,11.139097,0.1217,13.919614,1.710627
Athena_soldier_behind_smoke_3_meting012-1700,8,50,25,0.01,0.710028,6.846433,9.037655,0.115412,13.935996,1.705192
Athena_soldier_behind_smoke_3_meting012-1700,10,10,25,0.0317,0.708601,6.889545,9.990312,0.118209,13.931379,1.709111
Athena_soldier_behind_smoke_3_meting012-1700,10,20,25,0.0575,0.703845,6.940684,11.140768,0.121705,13.919592,1.710627
Athena_soldier_behind_smoke_3_meting012-1700,10,30,25,0.0575,0.70386,6.940559,11.138029,0.121696,13.919628,1.710627
Athena_soldier_behind_smoke_3_meting012-1700,10,40,25,0.0575,0.703865,6.940515,11.137073,0.121693,13.919641,1.710627
Athena_soldier_behind_smoke_3_meting012-1700,10,50,25,0.0575,0.703862,6.940542,11.137622,0.121695,13.919633,1.710627
Athena_soldier_in_trench_1_meting016,2,10,25,0.7562,0.410329,7.499215,32.450434,0.188572,14.313268,1.490861
Athena_soldier_in_trench_1_meting016,2,20,3,0.1378,0.761859,6.617846,11.638384,0.10278,16.749459,1.762093
Athena_soldier_in_trench_1_meting016,2,30,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,2,40,1,0.01,0.792908,6.542242,7.414767,0.095948,16.808668,1.778775
Athena_soldier_in_trench_1_meting016,2,50,16,0.01,0.792333,6.55029,7.630799,0.096662,16.808065,1.779162
Athena_soldier_in_trench_1_meting016,4,10,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,4,20,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,4,30,1,0.01,0.792908,6.542242,7.414767,0.095948,16.808668,1.778775
Athena_soldier_in_trench_1_meting016,4,40,1,0.01,0.792908,6.542242,7.414767,0.095948,16.808668,1.778775
Athena_soldier_in_trench_1_meting016,4,50,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,6,10,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,6,20,1,0.01,0.792908,6.542242,7.414767,0.095948,16.808668,1.778775
Athena_soldier_in_trench_1_meting016,6,30,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,6,40,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,6,50,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,8,10,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,8,20,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,8,30,1,0.01,0.792908,6.542242,7.414767,0.095948,16.808668,1.778775
Athena_soldier_in_trench_1_meting016,8,40,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,8,50,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,10,10,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,10,20,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,10,30,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,10,40,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_1_meting016,10,50,25,0.01,0.792309,6.55456,7.638982,0.096843,16.807863,1.779708
Athena_soldier_in_trench_2_meting055,2,10,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,2,20,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,2,30,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,2,40,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,2,50,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,4,10,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,4,20,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,4,30,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,4,40,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,4,50,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,6,10,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,6,20,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,6,30,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,6,40,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,6,50,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,8,10,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,8,20,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,8,30,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,8,40,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,8,50,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,10,10,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,10,20,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,10,30,25,0.01,0.785625,6.330446,8.088562,0.079982,19.617344,1.773104
Athena_soldier_in_trench_2_meting055,10,40,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Athena_soldier_in_trench_2_meting055,10,50,1,0.01,0.786895,6.318449,7.836412,0.078971,19.618889,1.77289
Triclobs_Bosnia_R,2,10,1,0.01,0.80008,6.54545,7.975614,0.188245,15.825258,1.776514
Triclobs_Bosnia_R,2,20,25,0.01,0.800012,6.551505,8.180877,0.189071,15.824288,1.777193
Triclobs_Bosnia_R,2,30,2,0.0315,0.798657,6.562037,8.395383,0.188345,15.824737,1.777159
Triclobs_Bosnia_R,2,40,1,0.0217,0.799666,6.552031,8.154868,0.188271,15.82512,1.77692
Triclobs_Bosnia_R,2,50,11,0.0383,0.79655,6.594815,8.91485,0.189351,15.821045,1.779048
Triclobs_Bosnia_R,4,10,1,0.01,0.80008,6.54545,7.975614,0.188245,15.825258,1.776514
Triclobs_Bosnia_R,4,20,25,0.01,0.800012,6.551505,8.180877,0.189071,15.824288,1.777193
Triclobs_Bosnia_R,4,30,15,0.01,0.799954,6.549973,8.154513,0.188802,15.824699,1.777907
Triclobs_Bosnia_R,4,40,17,0.0311,0.798009,6.57885,8.894677,0.190342,15.817929,1.778546
Triclobs_Bosnia_R,4,50,15,0.0383,0.796869,6.582762,9.100035,0.190528,15.816542,1.780554
Triclobs_Bosnia_R,6,10,15,0.01,0.799954,6.549973,8.154513,0.188802,15.824699,1.777907
Triclobs_Bosnia_R,6,20,25,0.0355,0.797432,6.582382,9.09653,0.191355,15.812607,1.778347
Triclobs_Bosnia_R,6,30,25,0.0353,0.797464,6.582096,9.088876,0.191335,15.812758,1.778353
Triclobs_Bosnia_R,6,40,1,0.0439,0.798328,6.564108,8.505963,0.188324,15.824581,1.777088
Triclobs_Bosnia_R,6,50,15,0.0383,0.796867,6.582731,9.100341,0.190529,15.816538,1.780554
Triclobs_Bosnia_R,8,10,15,0.01,0.799954,6.549973,8.154513,0.188802,15.824699,1.777907
Triclobs_Bosnia_R,8,20,3,0.01,0.799925,6.549035,8.026343,0.188284,15.825218,1.776806
Triclobs_Bosnia_R,8,30,14,0.01,0.79991,6.557985,8.133822,0.188678,15.824838,1.777907
Triclobs_Bosnia_R,8,40,14,0.0383,0.796722,6.605171,9.025629,0.190035,15.818576,1.780554
Triclobs_Bosnia_R,8,50,15,0.01,0.799954,6.549973,8.154513,0.188802,15.824699,1.777907
Triclobs_Bosnia_R,10,10,13,0.0392,0.796599,6.605777,9.045151,0.190006,15.818479,1.780526
Triclobs_Bosnia_R,10,20,14,0.01,0.79991,6.557985,8.133822,0.188678,15.824838,1.777907
Triclobs_Bosnia_R,10,30,13,0.0382,0.79676,6.604732,9.014167,0.189959,15.818814,1.780546
Triclobs_Bosnia_R,10,40,14,0.0383,0.796731,6.605093,9.023955,0.190033,15.818594,1.780554
Triclobs_Bosnia_R,10,50,1,0.0439,0.798328,6.564107,8.50588,0.188324,15.824581,1.777088
Triclobs_jeep_in_smoke_R,2,10,2,0.0145,0.712663,6.909431,12.515952,0.120247,16.922301,1.74555
Triclobs_jeep_in_smoke_R,2,20,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,2,30,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,2,40,9,0.01,0.712421,6.913297,12.451938,0.120617,16.922126,1.745804
Triclobs_jeep_in_smoke_R,2,50,1,0.01,0.712869,6.907419,12.239127,0.120067,16.922725,1.745524
Triclobs_jeep_in_smoke_R,4,10,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,4,20,1,0.01,0.712869,6.907419,12.239127,0.120067,16.922725,1.745524
Triclobs_jeep_in_smoke_R,4,30,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,4,40,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,4,50,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,6,10,1,0.0127,0.712822,6.907952,12.344732,0.120113,16.922602,1.745542
Triclobs_jeep_in_smoke_R,6,20,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,6,30,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,6,40,25,0.0333,0.709272,6.961849,14.094173,0.124871,16.903348,1.748536
Triclobs_jeep_in_smoke_R,6,50,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,8,10,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,8,20,25,0.0333,0.709277,6.961805,14.092571,0.124867,16.903376,1.748536
Triclobs_jeep_in_smoke_R,8,30,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,8,40,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,8,50,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
Triclobs_jeep_in_smoke_R,10,10,25,0.01,0.712522,6.92189,12.520557,0.121335,16.921156,1.74697
