pair,EN,SD,FE,MG,MI_vis,MI_ir,SF,Qabf,Nabf,SSIM,SCD,VIF
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/APC_1_view_1_fk_06_005.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/APC_1_view_1_fk_06_005.bmp,6.479287624438668,0.09333381801843643,1.2039151380880055,0.018413102254271507,1.0397188416293903,0.9813610003361091,10.909825325012207,0.44297640063160715,0.03783363185250364,0.7908907624831696,1.479466199874878,0.3229132734169242
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/APC_1_view_2_fk_ref_01_005.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/APC_1_view_2_fk_ref_01_005.bmp,6.681710431518679,0.11016416549682617,1.0963603736798586,0.018276134505867958,1.5532023884866115,0.8709209045426123,10.27631664276123,0.49293531688858794,0.05010711687149472,0.8352774817036174,1.1628965139389038,0.38449203982228064
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/APC_1_view_3_fk_ref_02_005.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/APC_1_view_3_fk_ref_02_005.bmp,6.95828264552315,0.1381182223558426,1.0835135362966297,0.021524902433156967,1.774569960041973,0.9828296441825629,11.813136100769043,0.5034884243868126,0.04045508017128091,0.798595033726994,1.0676062256097794,0.36021348322374713
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/APC_3_view_1_fk_bar_06_005.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/APC_3_view_1_fk_bar_06_005.bmp,6.529389673820522,0.09717938303947449,1.1966930334643953,0.017581291496753693,1.2044881069066846,1.3208885320644463,10.16140365600586,0.47074137102609276,0.050877017860969195,0.8525306291926097,1.2051608562469482,0.3824605796230792
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/APC_3_view_2_fk_NL_01_005.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/APC_3_view_2_fk_NL_01_005.bmp,6.676725052202438,0.12001357972621918,1.1175793463255042,0.016296489164233208,1.3661219210425437,1.0856634509577865,8.051596641540527,0.4279216702507776,0.06160495343069654,0.8426996276296883,1.1725603938102722,0.3629750300748645
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/APC_3_view_3_fk_NL_05_005.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/APC_3_view_3_fk_NL_05_005.bmp,6.8524529378761185,0.12462028861045837,1.1911923886689069,0.016924003139138222,1.535651170295545,1.002002303495664,7.280627250671387,0.3885850242911157,0.05556210097153259,0.8147188917174883,1.1822164058685303,0.32219946166170815
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/Athena_2_men_in_front_of_house_meting003.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/Athena_2_men_in_front_of_house_meting003.bmp,6.562072803725018,0.0996415838599205,0.9477196503905432,0.01874711364507675,0.8661850964397907,0.7265122110623803,8.703737258911133,0.4602700291962461,0.027023614442960083,0.7583061751043341,1.799547553062439,0.2774858532935178
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/Athena_APC_4_fennek01_005.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/Athena_APC_4_fennek01_005.bmp,5.623977021308706,0.04775703698396683,0.8960674952457417,0.01715007796883583,0.4485550471652506,0.15614373203224563,7.138580799102783,0.3459926896618972,0.04939797107468374,0.8006660181724783,1.7772976756095886,0.2553683592636917
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/Athena_heather_IR_hei_vis_g.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/Athena_heather_IR_hei_vis_g.bmp,7.108718031790517,0.20180553197860718,1.0027582964559585,0.016514208167791367,3.7916901463122,3.7916901463122,6.652082443237305,0.9443061379656437,0.052942545569941754,0.9912964264262243,0.8291916251182556,1.043638504271592
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/Athena_heather_hei_vis.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/Athena_heather_hei_vis.bmp,6.738358943249463,0.10859213024377823,0.939120011455265,0.019285807386040688,0.9490738557687703,0.7044211329748453,8.954588890075684,0.41238406491696383,0.027439279152370086,0.7224021742634578,1.6633015275001526,0.27385182835172645
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/Athena_helicopter_helib_011.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/Athena_helicopter_helib_011.bmp,4.985972507872212,0.04013091325759888,1.0781248708074787,0.009424524381756783,1.0825258684264747,0.5540335760649643,4.050868034362793,0.3960508048627552,0.03314329000356568,0.8543269046869038,1.7161360383033752,0.3279050910579374
/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/VIS/Athena_lake_lake.bmp|/sessions/trusting-jolly-ramanujan/mnt/mastertesis/tesis_mciencias_datos/data/raw/IR/Athena_lake_lake.bmp,6.612477987852993,0.10027016699314117,0.9569017496847895,0.016542531549930573,1.2698355798463845,0.41212099215127806,8.304757118225098,0.47592563391751397,0.021278112315632106,0.7696899971761617,1.687937319278717,0.30401698838878805
